curul,asambleista,voto
8,MUÑOZ VICUÑA MARIANGEL,AUSENTE
27,CHICA AREVALO VINICIO VETHOWEN,AUSENTE
29,CUESTA RIOS LIUBA ELISA,AUSENTE
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,AUSENTE
34,CAMACHO COLOMA CARLOS MANUEL,AUSENTE
43,JARAMILLO RODRIGUEZ VICTOR HUGO,AUSENTE
50,ARANA COELLO YIMABEL MARIA,AUSENTE
53,JAIGUA ALVARADO CELIA MARIA,AUSENTE
58,LUCERO SISA RAFAEL,AUSENTE
61,PABON CARANQUI PAOLA VERENICE,AUSENTE
71,RIVERO DOGUER ANGEL ARMANDO,AUSENTE
72,MEDINA MERA VICTOR CLEMENTE,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
92,UMAJINGA GUAMAN CESAR,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
124,ZAMBRANO ARTEAGA JOSE RICARDO,AUSENTE
132,MUENTES ALVARADO PABLO ANDRES,AUSENTE
134,ROMERO LOAYZA FRANCO SEGUNDO,AUSENTE
74,AGUILAR TORRES MANUEL RAMIRO,SI
79,HURTADO BRAVO WASHINGTON OMAR,SI
80,BUSTOS CHILIQUINGA ARCADIO,SI
82,YANDUN POZO CASTULO RENE,SI
83,ACACHO GONZALEZ PEPE LUIS,SI
88,DIAZ COKA MARIA GABRIELA,SI
89,FIERRO OVIEDO PACO,SI
90,GUALAN JAPA MILTON RODRIGO,SI
91,ORELLANA MARQUINEZ MAGALI MARGOT,SI
93,TIBAN GUALA LOURDES LICENIA,SI
99,PACHECO ORDOÑEZ BAYRON EDUARDO,SI
100,GUTIERREZ BORBUA FAUSTO GILMAR,SI
101,AUQUILLA ORTEGA RAUL VICENTE,SI
102,CHICAIZA TOAPANTA WILSON ALFONSO,SI
103,DONOSO CHIRIBOGA PATRICIO,SI
104,MONCAYO CEVALLOS JOSE RICARDO,SI
105,MOREIRA MACIAS GRACE HOLANDA,SI
