voto,curul,asambleista
AUSENTE,1,GUAMAN MAYANCELA MARIA MERCEDES
AUSENTE,6,ALBAN TORRES MARIANA DEL ROCIO
AUSENTE,10,MONGE ESPINEL LUIS HUMBERTO
AUSENTE,12,ARREGUI RUEDA MARCIA CECILIA
AUSENTE,14,BERGMANN REYNA CARLOS ALBERTO
AUSENTE,15,BARRIGA ROCIO
AUSENTE,16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,18,CALDERON SALTOS RICHARD OSWALDO
AUSENTE,21,CARRION MARIA JOSE
AUSENTE,23,CASSINELLI CALI JUAN CARLOS
AUSENTE,27,CHICA AREVALO VINICIO VETHOWEN
AUSENTE,28,CORDOVA ENCALADA EDGAR EDUARDO
AUSENTE,32,DELGADO CHALA AGUSTIN JAVIER
AUSENTE,33,FAJARDO MOSQUERA LETTY VANESSA
AUSENTE,37,LARREA VITERI LIDICE VANESSA
AUSENTE,38,GARZON RICAURTE WILLIAM ANTONIO
AUSENTE,46,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO
AUSENTE,48,ISSA WAGNER NICOLAS JOSE
AUSENTE,52,BUENDIA HERDOIZA MARIA SOLEDAD
AUSENTE,53,LARRIVA ALVARADO OSCAR OSWALDO
AUSENTE,66,QUINCHIGUANGO GISELA
AUSENTE,74,AGUILAR TORRES MANUEL RAMIRO
AUSENTE,75,ARIAS FERNANDEZ VERONICA ELIZABETH
AUSENTE,77,SAENZ DE VITERI LAUTARO ENRIQUE
AUSENTE,78,SUBIA BARREIRO BOLIVAR STALIN
AUSENTE,81,VILLAO PANCHANA RAUL ELIAS
AUSENTE,88,DIAZ COKA MARIA GABRIELA
AUSENTE,89,FIERRO OVIEDO PACO
AUSENTE,90,GUALAN JAPA MILTON RODRIGO
AUSENTE,91,ORELLANA MARQUINEZ MAGALI MARGOT
AUSENTE,92,UMAGINGA GUAMAN CESAR
AUSENTE,93,TIBAN GUALA LOURDES LICENIA
AUSENTE,105,BUCARAM PULLEY ABDALA JAIME
AUSENTE,113,POSSO SALGADO LUIS ANTONIO
AUSENTE,117,PAEZ BENALCAZAR ANDRES TARQUINO
AUSENTE,118,SALGADO RIVADENEIRA DIEGO
AUSENTE,124,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,125,ZAMBRANO CABANILLA EDUARDO ALFONSO
AUSENTE,129,URIBE LOPEZ FANNY ESTHER
AUSENTE,135,TERAN SALCEDO RAMON FORTUNATO
AUSENTE,136,SERRANO VALLADARES SAADIN ALFREDO
SI,2,ACERO LANCHIMBA ESTHELA LILIANA
SI,3,AGUILAR PLACIDO ARMANDO
SI,4,MACHUCA MOSCOSO LINDA MARICELA
SI,5,AGUIRRE HIDALGO DORA ANDELA
SI,7,TORRES CEDEÑO KERLLY ANABEL
SI,8,MUÑOZ VICUÑA MARIANGEL
SI,9,ANDINO REINOSO MAURO EDMUNDO
SI,11,RIVAS ALAVA ELIANA LISSET
SI,13,MARQUEZ LOPEZ JOSE LENIN
SI,17,BUSTAMANTE PONCE FERNANDO XAVIER
SI,19,CALLE ANDRADE MARIA AUGUSTA
SI,20,CARRILLO BETTY
SI,22,CARVAJAL AGUIRRE MIGUEL ANGEL
SI,24,CAYAMBE TIPAN FAUSTO HERIBERTO
SI,25,OLAYA LIDER
SI,26,SALAZAR PAUCAR MARGOD ELISAVED
SI,29,CUESTA RIOS LIUBA ELISA
SI,30,DE LA CRUZ BERNARDO HERMAN ULISES
SI,31,DE LA CRUZ GASPAR ADRIANA MIOSOTI
SI,34,FALCONI LOQUI EVELYN PAMELA
SI,35,GAGLIARDO LOOR GASTON
SI,36,DE LA TORRE RAMIREZ PABLO ANTONIO
SI,39,GODOY ANDRADE GINA JAKELINE
SI,40,GONZALEZ SERRANO MIRYAM CATARINA
SI,41,GUAMAN CASTRO ALEX FRANCISCO
SI,42,GUAMANGATE ANTE LUIS GILBERTO
SI,43,GUDIÑO MENA ZOBEIDA GUISELA
SI,44,GUEVARA VILLACRES VERONICA MARGARITA
SI,45,GUZMAN OCHOA LILIANA MAURA
SI,47,MOSQUERA YANEZ ISABEL PIEDAD
SI,49,CARRILLO CRESPO HUGO FERNANDO
SI,50,SILVA MALDONADO SOFIA IRENE
SI,51,ORTIZ GASPAR ESTHER FLAVIA
SI,54,LEDESMA ZAMORA OSCAR ALFONSO
SI,55,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,56,MELO GARZON ESTEBAN ANDRES
SI,57,TOBAR NUÑEZ RAUL IGNACIO
SI,58,MUÑOZ AVENDAÑO ROSA ELVIRA
SI,59,ALVARADO CARRION ROSANA
SI,60,QUIROZ VALLEJO HECTOR HUGO
SI,61,PABON CARANQUI PAOLA VERENICE
SI,62,PADRON SAETEROS GLADYS PAULINA
SI,63,PATIÑO AROCA RAUL LEONARDO
SI,64,PEÑA CARRASCO DIANA LUCIA
