curul,asambleista,voto
3,SERRANO SALGADO JOSÉ RICARDO,AUSENTE
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,AUSENTE
8,BENAVIDES ZAMBRANO ZOILA TERESA,AUSENTE
9,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
10,BONILLA SALCEDO VIVIANA,AUSENTE
11,CASANOVA CEPEDA XAVIER IVAN,AUSENTE
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,AUSENTE
14,CADENA VÉLEZ KARLA GABRIELA,AUSENTE
15,CALLE VERZOZI HERMUY,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,AUSENTE
24,COROZO AYOVÍ JORGE WILBER,AUSENTE
31,FLOR GIL BRENDA AZUCENA,AUSENTE
40,MARÍN AGUIRRE ANA BELÉN,AUSENTE
45,OCHOA MORANTE MANUEL ALFREDO,AUSENTE
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,AUSENTE
58,SAMANIEGO MAIGUA FRANKLIN OMAR,AUSENTE
66,VILLALVA MIRANDA LIRA DE LA PAZ,AUSENTE
68,YAR ARAUJO JUAN CARLOS,AUSENTE
70,LOOR ALCÍVAR LEXI LIDUVINA,AUSENTE
71,ANDRADE MUÑOZ WILMA PIEDAD,AUSENTE
74,ASTUDILLO LOOR LINA GLORIA,AUSENTE
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,AUSENTE
90,CELI SANTOS GUILLERMO ALEJANDRO,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
96,PEÑA ONTANEDA ELIO GERMÁN,AUSENTE
100,CURICHUMBI YUPANQUI PEDRO,AUSENTE
101,DONOSO CHIRIBOGA PATRICIO,AUSENTE
104,GENDE CALAZACÓN ANGEL MESÍAS,AUSENTE
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,AUSENTE
111,TAIANO BASANTE VICENTE GIOVANNY,AUSENTE
113,TORRES COBO LUIS ESTEBAN,AUSENTE
114,LARREÁTEGUI FABARA MARÍA GABRIELA,AUSENTE
118,MORENO GUERRERO HENRY FREDY,AUSENTE
120,PACHALA POMA LUIS ALBERTO,AUSENTE
129,ESTUPIÑÁN ORTIZ BORIS EFRÉN,AUSENTE
136,VILLAMAR JÁCOME PEDRO FABRICIO,AUSENTE
137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
22,CHALÁ CRUZ JOSÉ FRANKLIN,SI
26,CUESTA SANTANA ESTHER ADELINA,SI
28,DURÁN AGUILAR LILIANA ELIZABETH,SI
29,ALEAGA SANTOS RONNY XAVIER,SI
30,CABEZAS CASTILLO JANETH PAOLA,SI
32,GARCÍA GAIBOR CARMEN MERCEDES,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
39,LLORET VALDIVIESO JUAN CRISTÓBAL,SI
41,MELO GARZÓN ESTEBAN ANDRÉS,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
54,AGUALSACA GUAMAN JOSE CLEMENTE,SI
60,ALEMÁN MARMOL MÓNICA ROCÍO,SI
61,SOLIZ CARRIÓN DORIS JOSEFINA,SI
62,VALLE PINARGOTE BAIRON LEONARDO,SI
64,VERA FLORES WENDY VANESSA,SI
69,GUAMBA DÍAZ NANCY JEANNETH,SI
72,ZAMBRANO ALCÍVAR MAGDA XIOMARA,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
79,SERRANO VITERI MERCEDES MARITZA,SI
87,UGARTE HENRÍQUEZ JOSÉ FERNANDO,SI
88,LLANES SUAREZ HENRY MANUEL,SI
93,CUESTA ORELLANA MARÍA DE LOURDES,SI
94,ZAMBRANO VALLE EDUARDO MAURICIO,SI
97,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,SI
98,CALDERÓN CHANCAY DORIS DAISY,SI
99,REYES HIDALGO CRISTINA EUGENIA,SI
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,SI
110,ROHON HERVAS CÉSAR EDUARDO,SI
112,NUÑEZ MANSSUR LUIS ANTONIO,SI
119,MUÑOZ ALARCÓN HÉCTOR PATRICIO,SI
127,ALMEYDA JALIL VICENTE FERNANDO,SI
128,MARÍN LAVAYEN DENNIS GUSTAVO,SI
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,SI
16,CAMBALA MONTECE CARLOS ALBERTO,NO
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,NO
38,LITARDO CAICEDO CÉSAR ERNESTO,NO
46,ORELLANA ROMÁN ROSA GINA,NO
50,ANDRADE VILLAPRADO NELLY LISSETH,NO
59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,NO
67,CHACTONG VELASCO MARTHA XIMENA,NO
76,ZAMBRANO CASTRO NORALMA ELIZABETH,NO
122,CUESTA CONCARI MARÍA MERCEDES,NO
2,JUCA SALAZAR MERCEDES DEL ROCÍO,ABSTENCION
5,ARIAS RAMÍREZ ALBERTO JESÚS,ABSTENCION
6,ARREGUI RUEDA MARCIA CECILIA,ABSTENCION
7,ARTEAGA MUÑOZ KARINA CECILIA,ABSTENCION
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,ABSTENCION
18,CARRIÓN CEVALLOS MARÍA JOSÉ,ABSTENCION
19,TERÁN SARZOSA SEGUNDO FAUSTO,ABSTENCION
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,ABSTENCION
25,CUESTA RÍOS LIUBA ELISA,ABSTENCION
27,DOUMET CHEDRAUI MICHEL ANDRÉS,ABSTENCION
34,GARZÓN RICAURTE WILLIAM ANTONIO,ABSTENCION
42,MENDOZA ARÉVALO DANIEL ISAAC,ABSTENCION
47,BUSTAMANTE GARCÍA JUAN FRANCISCO,ABSTENCION
48,PEÑA PACHECO XIMENA DEL ROCÍO,ABSTENCION
49,PLAZA CASTILLO LENIN,ABSTENCION
52,QUIJIJE DELGADO LUIS RAFAEL,ABSTENCION
53,QUIÑONEZ OCAMPO JULIO CÉSAR,ABSTENCION
56,SALAZAR CEDEÑO GUADALUPE DOLORES,ABSTENCION
57,SALGADO ANDRADE SILVIA BETZABETH,ABSTENCION
63,VELIN CORTÉS JUAN PABLO,ABSTENCION
65,VERA RODRÍGUEZ CARLOS ALFREDO,ABSTENCION
75,BURBANO MONTENEGRO FÉLIX FERNANDO,ABSTENCION
77,AZUERO RODAS ELISEO ALEXIS,ABSTENCION
80,CALLEJAS BARONA FERNANDO,ABSTENCION
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,ABSTENCION
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,ABSTENCION
83,CARRIÓN MORENO CÉSAR ATAULFO,ABSTENCION
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,ABSTENCION
86,YANDÚN POZO CÁSTULO RENÉ,ABSTENCION
89,CASTANIER JARAMILLO XAVIER HOMERO,ABSTENCION
91,YUNGA NAULA SEGUNDO JULIÁN,ABSTENCION
95,CADENA HUERTAS FRANCISCO JAVIER,ABSTENCION
102,FLORES VÁSQUEZ FERNANDO PATRICIO,ABSTENCION
103,VERDEZOTO REINOSO ROSA ISABEL,ABSTENCION
106,CEDEÑO ZAMBRANO FELISITA MONCERRATE,ABSTENCION
