67,asambleista,curul,total si,voto
,ALBAN TORRES MARIANA DEL ROCIO,6,,AUSENTE
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,,AUSENTE
,MUÑOZ VICUÑA MARIANGEL,8,,AUSENTE
,ARREGUI RUEDA MARCIA CECILIA,12,,AUSENTE
,MARQUEZ LOPEZ JOSE LENIN,13,,AUSENTE
,CARRILLO BETTY,20,,AUSENTE
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,,AUSENTE
,CUESTA RIOS LIUBA ELISA,29,,AUSENTE
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,,AUSENTE
,DELGADO CHALA AGUSTIN JAVIER,32,,AUSENTE
,GODOY ANDRADE GINA JAKELINE,39,,AUSENTE
,GONZALEZ SERRANO MIRYAM CATARINA,40,,AUSENTE
,JARAMILLO RODRIGUEZ VICTOR HUGO,43,,AUSENTE
,GUZMAN OCHOA LILIANA MAURA,45,,AUSENTE
,CRUZ SALAZAR FRANCISCA GABRIELA,48,,AUSENTE
,ORTIZ GASPAR ESTHER FLAVIA,51,,AUSENTE
,JAIGUA ALVARADO CELIA MARIA,53,,AUSENTE
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,AUSENTE
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,AUSENTE
,OCLES PADILLA ALEXANDRA,60,,AUSENTE
,PADRON SAETEROS GLADYS PAULINA,62,,AUSENTE
,BRITO MENDOZA MONICA CRISTINA,63,,AUSENTE
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,AUSENTE
,JIJON BUENDIA ITALIA LUISA,70,,AUSENTE
,MEDINA MERA VICTOR CLEMENTE,72,,AUSENTE
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,AUSENTE
,SAENZ DE VITERI LAUTARO ENRIQUE,77,,AUSENTE
,MATIAS APOLINARIO RITA AZUCENA,81,,AUSENTE
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,AUSENTE
,DIAZ COKA MARIA GABRIELA,88,,AUSENTE
,QUEZADA CARRION ANDREA MARIBEL,90,,AUSENTE
,UMAJINGA GUAMAN CESAR,92,,AUSENTE
,TIBAN GUALA LOURDES LICENIA,93,,AUSENTE
,COLLAGUAZO RODRIGO,97,,AUSENTE
,AUQUILLA ORTEGA RAUL VICENTE,101,,AUSENTE
,MONCAYO CEVALLOS JOSE RICARDO,104,,AUSENTE
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,AUSENTE
,VILEMA FREIRE ANGEL RAMIRO,112,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,114,,AUSENTE
,MONTAÑO VALENCIA MAE,115,,AUSENTE
,SALGADO RIVADENEIRA DIEGO,118,,AUSENTE
,CHICA ARTEAGA GUNTARD PAVEL,119,,AUSENTE
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,AUSENTE
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,AUSENTE
,ZAPATA MANTILLA JOSE LEONIDAS,128,,AUSENTE
,KRONFLE GOMEZ MARIA CRISTINA,137,,AUSENTE
,ABAD VELEZ RAUL,1,,SI
,MORALES POZO LENIN ALBERTO,2,,SI
,AGUILAR PLACIDO ARMANDO,3,,SI
,HAGO CELI FRANCISCO WAIKING,4,,SI
,AGUIRRE HIDALGO DORA ANADELA,5,,SI
,ANDINO REINOSO MAURO EDMUNDO,9,,SI
,MONGE ESPINEL LUIS HUMBERTO,10,,SI
,RIVAS ALAVA ELIANA LISSET,11,,SI
,BERGMANN REYNA CARLOS ALBERTO,14,,SI
,BORJA PEREZ GALO,15,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,,SI
,CALDERON SALTOS RICHARD OSWALDO,18,,SI
,CASANOVA CEPEDA XAVIER IVAN,19,,SI
,CARRION MARIA JOSE,21,,SI
,CAJAS LARA SUSANA VALERIA,22,,SI
,BRAVO RAMIREZ MARIA LORENA,23,,SI
,CAYAMBE TIPAN FAUSTO HERIBERTO,24,,SI
,CHAVEZ CANALES HOLGER EZEQUIEL,26,,SI
,CHICA AREVALO VINICIO VETHOWEN,27,,SI
,CORDOVA ENCALADA EDGAR EDUARDO,28,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,SI
,FAJARDO MOSQUERA LETTY VANESSA,33,,SI
,FALCONI LOQUI EVELYN PAMELA,34,,SI
,GAGLIARDO LOOR GASTON,35,,SI
,BAZURTO ROLDAN NANCIS CELESTE,36,,SI
,MENDOZA DANIEL ISAAC,37,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
