asambleista,curul,voto
ABAD VELEZ RAUL,1,AUSENTE
HAGO CELI FRANCISCO WAIKING,4,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,AUSENTE
VITERI LOPEZ CHRISTIAN HUMBERTO,10,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
PATIÑO AROCA RAUL LEONARDO,63,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,AUSENTE
PONCE LEON XIMENA MERCEDES,67,AUSENTE
RIVERO DOGUER ANGEL ARMANDO,71,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
VELEZ MARLENE MARGARITA,109,AUSENTE
VICUÑA MUÑOZ MARIA ALEJANDRA,111,AUSENTE
MORETA PANCHEZ MIGUEL ANGEL,116,AUSENTE
CHICA PAVEL,119,AUSENTE
MORALES POZO LENIN ALBERTO,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
TORRES CEDEÑO KERLLY ANABEL,7,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
RIVAS ALAVA ELIANA LISSET,11,SI
MARQUEZ LOPEZ JOSE LENIN,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
BRAVO RAMIREZ MARIA LORENA,23,SI
CONSTANTE NIETO MARIANA DE LAS MERCEDES,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
PIÑAN CAJAS MARIA ALEGRIA,32,SI
FAJARDO MOSQUERA LETTY VANESSA,33,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35,SI
GALVAN GRACIA MARIA ESPERANZA,36,SI
MENDOZA DANIEL ISAAC,37,SI
CALAZACON AGUAVIL MARIA ALBERTINA,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
GUAMAN CASTRO ALEX FRANCISCO,41,SI
BOMBON LOPEZ BLANCA CECILIA,42,SI
JARAMILLO RODRIGUEZ VICTOR HUGO,43,SI
