68,asambleista,curul,total si,voto
,GUAMAN MAYANCELA MARIA MERCEDES,1,,AUSENTE
,ACERO LANCHIMBA ESTHELA LILIANA,2,,AUSENTE
,ANDINO REINOSO MAURO EDMUNDO,9,,AUSENTE
,RIVAS ALAVA ELIANA LISSET,11,,AUSENTE
,BERGMANN REYNA CARLOS ALBERTO,14,,AUSENTE
,CASANOVA CEPEDA XAVIER IVAN,19,,AUSENTE
,CARRION MARIA JOSE,21,,AUSENTE
,CARVAJAL AGUIRRE MIGUEL ANGEL,22,,AUSENTE
,BRAVO RAMIREZ MARIA LORENA,23,,AUSENTE
,CONSTANTE NIETO MARIANA DE LAS MERCEDES,24,,AUSENTE
,CHAVEZ CANALES HOLGER EZEQUIEL,26,,AUSENTE
,CORDOVA ENCALADA EDGAR EDUARDO,28,,AUSENTE
,CUESTA RIOS LIUBA ELISA,29,,AUSENTE
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,AUSENTE
,ESTARELLAS SOLIS FRANCISCO JOSE,31,,AUSENTE
,FALCONI LOQUI EVELYN PAMELA,34,,AUSENTE
,DE LA TORRE RAMIREZ PABLO ANTONIO,36,,AUSENTE
,LARREA VITERI LIDICE VANESSA,37,,AUSENTE
,GONZALEZ SERRANO MIRYAM CATARINA,40,,AUSENTE
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,,AUSENTE
,CRUZ SALAZAR FRANCISCA GABRIELA,48,,AUSENTE
,SILVA MALDONADO SOFIA IRENE,50,,AUSENTE
,REYES MACHUCA EFREN RODRIGO,52,,AUSENTE
,JAIGUA ALVARADO CELIA MARIA,53,,AUSENTE
,LEDESMA ZAMORA OSCAR ALFONSO,54,,AUSENTE
,MELO GARZON ESTEBAN ANDRES,56,,AUSENTE
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,AUSENTE
,CAZA TIPANTA HUGO RENE,61,,AUSENTE
,RIVERO DOGUER ANGEL ARMANDO,71,,AUSENTE
,ANDRADE SOLORZANO LUIS ALBERTO,79,,AUSENTE
,YANDUN POZO CASTULO RENE,82,,AUSENTE
,MOYA DUQUE HERMAN ANIBAL,85,,AUSENTE
,GUALAN JAPA MILTON RODRIGO,90,,AUSENTE
,TERAN SARZOSA SEGUNDO FAUSTO,94,,AUSENTE
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,AUSENTE
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,AUSENTE
,DONOSO CHIRIBOGA PATRICIO,103,,AUSENTE
