35,asambleista,curul,total ausente,voto
,MACHUCA MOSCOSO LINDA MARICELA,4.0,,AUSENTE
,ALCIVAR MERA FELIX ANDRES,7.0,,AUSENTE
,BERGMANN REYNA CARLOS ALBERTO,14.0,,AUSENTE
,CARRILLO BETTY,20.0,,AUSENTE
,CUESTA RIOS LIUBA ELISA,29.0,,AUSENTE
,FAJARDO MOSQUERA LETTY VANESSA,33.0,,AUSENTE
,GARZON RECAURTE WILLIAM ANTONIO,38.0,,AUSENTE
,GUEVARA VILLACRES VERONICA MARGARITA,44.0,,AUSENTE
,ISSA WAGNER NICOLAS JOSE,48.0,,AUSENTE
,LARRIVA ALVARADO OSCAR OSWALDO,53.0,,AUSENTE
,RIVERA LOPEZ JOSE GABRIEL,70.0,,AUSENTE
,ROBLES ANDRADE DENISSE PRISCILA,72.0,,AUSENTE
,SAENZ DE VITERI LAUTARO ENRIQUE,77.0,,AUSENTE
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79.0,,AUSENTE
,CISNEROS SORIA OSWALDO DANIEL,81.0,,AUSENTE
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84.0,,AUSENTE
,SERRRANO REYES NELSON ALCIDES,86.0,,AUSENTE
,LEDESMA ZAMORA DARWIN GERMAN,88.0,,AUSENTE
,PACHECO ORDOÑEZ BAYRON EDUARDO,99.0,,AUSENTE
,AUQUILLA ORTEGA RAUL VICENTE,101.0,,AUSENTE
,VELASCO ENRIQUEZ CARLOS ALBERTO,108.0,,AUSENTE
,VERDUGA CEDEÑO MARY,110.0,,AUSENTE
,VICUÑA MUÑOZ MARIA ALEJANDRA,111.0,,AUSENTE
,POSSO SALGADO LUIS ANTONIO,113.0,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,114.0,,AUSENTE
,SALGADO RIVADENEIRA DIEGO,118.0,,AUSENTE
,CHICA PAVEL,119.0,,AUSENTE
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121.0,,AUSENTE
,VINTIMILLA JARRIN DIEGO ARMANDO,122.0,,AUSENTE
,ZAPATA MANTILLA JOSE LEONIDAS,128.0,,AUSENTE
,TAPIA LOMBEYDA LUIS FERNANDO,130.0,,AUSENTE
,REYES HIDALGO CRISTINA EUGENIA,132.0,,AUSENTE
,TACLE GALARRAGA MOISES FERNANDO,133.0,,AUSENTE
,ROMERO LOAYZA FRANCO SEGUNDO,134.0,,AUSENTE
,VITERI JIMENEZ CYNTHIA,136.0,,AUSENTE
,ABAD VELEZ RAUL,1.0,,SI
,MORALES POZO LENIN ALBERTO,2.0,,SI
,AGUILAR PLACIDO ARMANDO,3.0,,SI
,AGUIRRE HIDALGO DORA ANDELA,5.0,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6.0,,SI
,ORDOÑEZ ALMEIDA FAUSTO EFRAIN,8.0,,SI
,ANDINO REINOSO MAURO EDMUNDO,9.0,,SI
,ARCE PLUAS ALEXANDRA MANUELA,10.0,,SI
,RIVAS ALAVA ELIANA LISSET,11.0,,SI
,VILLAMAR CASAL JOSE LEONIDAS,12.0,,SI
,BENAVIDES ZAMBRANO ZOILA TERESA,13.0,,SI
,LOPEZ SIGUENZA ROSITA PAULINA,15.0,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,16.0,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17.0,,SI
,CALDERON SALTOS RICHARD OSWALDO,18.0,,SI
,CALLE ANDRADE MARIA AUGUSTA,19.0,,SI
,CARRION MARIA JOSE,21.0,,SI
,CAJAS LARA SUSANA VALERIA,22.0,,SI
,CASSINELLI CALI JUAN CARLOS,23.0,,SI
,CAYAMBE TIPAN FAUSTO HERIBERTO,24.0,,SI
,OLAYA LIDER,25.0,,SI
,CHAVEZ CANALES HOLGER EZEQUIEL,26.0,,SI
,CHICA AREVALO VINICIO VETHOWEN,27.0,,SI
,CORDOVA ENCALADA EDGAR EDUARDO,28.0,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30.0,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31.0,,SI
,DELGADO CHALA AGUSTIN JAVIER,32.0,,SI
,FALCONI LOQUI EVELYN PAMELA,34.0,,SI
,GAGLIARDO LOOR GASTON,35.0,,SI
,GALVAN GRACIA MARIA ESPERANZA,36.0,,SI
,MENDOZA DANIEL ISAAC,37.0,,SI
,GODOY ANDRADE GINA JAKELINE,39.0,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40.0,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41.0,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42.0,,SI
,GUDIÑO MENA ZOBEIDA GUISELA,43.0,,SI
,RODAS MARCA CARLOS EDUARDO,45.0,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46.0,,SI
,HURTADO ANGULO IVAN JACINTO,47.0,,SI
,JEREZ PILLA BETTY MARICELA,49.0,,SI
,SILVA MALDONADO SOFIA IRENE,50.0,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51.0,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,52.0,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54.0,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55.0,,SI
,MORENO CHIRIBOGA AMPARO DIANA,56.0,,SI
,MOROCHO VELAÑA NANCY BEATRIZ,57.0,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58.0,,SI
,ALVARADO CARRION ROSANA,59.0,,SI
,OCLES PADILLA ALEXANDRA,60.0,,SI
,PABON CARANQUI PAOLA VERENICE,61.0,,SI
,PADRON SAETEROS GLADYS PAULINA,62.0,,SI
,BRITO MENDOZA MONICA CRISTINA,63.0,,SI
