voto,curul,asambleista
AUSENTE,1,GUAMAN MAYANCELA MARIA MERCEDES
AUSENTE,9,ANDINO REINOSO MAURO EDMUNDO
AUSENTE,10,VITERI LOPEZ CHRISTIAN HUMBERTO
AUSENTE,11,ARIAS RAMIREZ ALBERTO JESUS
AUSENTE,12,ARREGUI RUEDA MARCIA CECILIA
AUSENTE,15,BORJA PEREZ GALO
AUSENTE,16,SOLORZANO AVILES FRANCISCO MARCELO
AUSENTE,19,CALLE ANDRADE MARIA AUGUSTA
AUSENTE,20,CARRILLO BETTY
AUSENTE,21,CARRION MARIA JOSE
AUSENTE,23,CASSINELLI CALI JUAN CARLOS
AUSENTE,25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
AUSENTE,28,CORDOVA ENCALADA EDGAR EDUARDO
AUSENTE,29,CUESTA RIOS LIUBA ELISA
AUSENTE,30,DE LA CRUZ BERNARDO HERMAN ULISES
AUSENTE,32,DELGADO CHALA AGUSTIN JAVIER
AUSENTE,34,CAMACHO COLOMA CARLOS MANUEL
AUSENTE,37,LARREA VITERI LIDICE VANESSA
AUSENTE,43,JARAMILLO RODRIGUEZ VICTOR HUGO
AUSENTE,48,ISSA WAGNER NICOLAS JOSE
AUSENTE,50,JUEZ JUEZ OMAR JUSEPH
AUSENTE,53,LARRIVA ALVARADO OSCAR OSWALDO
AUSENTE,60,OCLES PADILLA ALEXANDRA
AUSENTE,64,PEÑA CARRASCO DIANA LUCIA
AUSENTE,70,JIJON BUENDIA ITALIA LUISA
AUSENTE,71,RIVERO DOGUER ANGEL ARMANDO
AUSENTE,72,MEDINA MERA VICTOR CLEMENTE
AUSENTE,73,REINOSO LESCANO MARIA ELIZABETH
AUSENTE,75,ARIAS FERNANDEZ VERONICA ELIZABETH
AUSENTE,78,SALAZAR CEDEÑO GUADALUPE DOLORES
AUSENTE,79,ANDRADE SOLORZANO LUIS ALBERTO
AUSENTE,80,BUSTOS CHILIQUINGA ARCADIO
AUSENTE,82,YANDUN POZO CASTULO RENE
AUSENTE,83,ACACHO GONZALEZ PEPE LUIS
AUSENTE,86,ALEMAN MARMOL MONICA ROCIO
AUSENTE,87,DAHIK ASTUDILLO REYTA GIOMAR
AUSENTE,90,GUALAN JAPA MILTON RODRIGO
AUSENTE,91,ORELLANA MARQUINEZ MAGALI MARGOT
AUSENTE,92,UMAJINGA GUAMAN CESAR
AUSENTE,97,COLLAGUAZO RODRIGO
AUSENTE,109,VELEZ MARLENE MARGARITA
AUSENTE,111,VICUÑA MUÑOZ MARIA ALEJANDRA
