curul,asambleista,voto
3,SERRANO SALGADO JOSÉ RICARDO,AUSENTE
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,AUSENTE
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,AUSENTE
31,FLOR GIL BRENDA AZUCENA,AUSENTE
47,PALACIOS VELÁSQUEZ SONIA LUCRECIA,AUSENTE
68,YAR ARAUJO JUAN CARLOS,AUSENTE
80,CALLEJAS BARONA FERNANDO,AUSENTE
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,AUSENTE
84,VEGAY JIPA LUZ AIDA,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
99,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
107,CANDELL SOTO JAIME ENRIQUE JIMMY,AUSENTE
109,OLIVO PALLO JAIME FERNANDO,AUSENTE
118,VARGAS SÁNCHEZ GRETTY LEILA,AUSENTE
119,MUÑOZ ALARCÓN HÉCTOR PATRICIO,AUSENTE
125,ALARCÓN GUILLÍN FREDY OSCAR,AUSENTE
126,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
128,VINTIMILLA MOSCOSO PAOLA,AUSENTE
71,IBARRA GONZÁLEZ SEBASTIÁN,SI
72,ASÁN WONSANG JOSÉ FRANCISCO,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
74,BERNAL BERNAL ESTEBAN REMIGIO,SI
75,CERDA ROSERO THALIA GENOVEVA,SI
77,AZUERO RODAS ELISEO ALEXIS,SI
78,ORDOÑEZ ZAMBRANO SANDRA DEL ROCÍO,SI
79,AÑAZCO ROMERO DOLORES LETICIA,SI
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,SI
83,CARRIÓN MORENO CÉSAR ATAULFO,SI
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,SI
86,YANDÚN POZO CÁSTULO RENÉ,SI
87,HENRÍQUEZ JAIME PATRICIA IVONNE,SI
88,KRONFLE KOZHAYA HENRY FABIÁN,SI
89,CASTANIER JARAMILLO XAVIER HOMERO,SI
90,CELI SANTOS GUILLERMO ALEJANDRO,SI
91,CRUZ PROAÑO LUDOVICO ISRAEL,SI
93,CUESTA ORELLANA MARÍA DE LOURDES,SI
96,PEÑA ONTANEDA ELIO GERMÁN,SI
97,MONTAÑO GUISAMANO MAYRA MIGDONIA,SI
98,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",SI
100,CURICHUMBI YUPANQUI PEDRO,SI
101,DONOSO CHIRIBOGA PATRICIO,SI
102,FLORES VÁSQUEZ FERNANDO PATRICIO,SI
103,GALARZA AÑAZCO ANA MERCEDES,SI
104,GENDE CALAZACÓN ANGEL MESÍAS,SI
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,SI
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,SI
110,ROHON HERVAS CÉSAR EDUARDO,SI
111,TAIANO BASANTE VICENTE GIOVANNY,SI
112,TERÁN SALCEDO RAMÓN FORTUNATO,SI
113,TORRES TORRES LUIS FERNANDO,SI
114,LARREÁTEGUI FABARA MARÍA GABRIELA,SI
115,MENDOZA PALMA JOFFRE PATRICIO,SI
116,MINCHALA MURILLO RÓMULO MARCELO,SI
117,MONTAÑO VALENCIA MAE,SI
120,PACHALA POMA LUIS ALBERTO,SI
121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,SI
122,CUESTA CONCARI MARÍA MERCEDES,SI
123,PEÑAFIEL IZQUIERDO EDDY COLÓN,SI
124,PUANCHIR PAYASHÑA TITO PEDRO,SI
127,UGARTE GUZMÁN BLANCA ROSANA,SI
129,ZAMBRANO ORTIZ MARÍA ROBERTA,SI
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,SI
131,PAREDES TORRES WASHINGTON ARTURO,SI
132,ROMERO LOAYZA FRANCO SEGUNDO,SI
133,SIMBAÑA VILLARREAL ABDÓN MARCELO,SI
134,SUQUILANDA VALDIVIESO BYRON VINICIO,SI
135,VERA MENDOZA TANLLY JANELA,SI
136,VILLAMAR JÁCOME PEDRO FABRICIO,SI
137,PADILLA SIERRA MAGGIE DOLORES,SI
1,AGUIÑAGA VALLEJO PAOLA MARCELA,NO
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,NO
5,OVIEDO ENDERICA DANIELA NATHALY,NO
6,SALINAS OCHOA CAMILO AURELIO,NO
7,ARTEAGA MUÑOZ KARINA CECILIA,NO
8,BENAVIDES ZAMBRANO ZOILA TERESA,NO
9,BERGMANN REYNA CARLOS ALBERTO,NO
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,NO
15,CALLE VERZOZI HERMUY,NO
16,CAMBALA MONTECE CARLOS ALBERTO,NO
17,CÁRDENAS ESPINOZA JUAN JORGE,NO
18,CARRIÓN CEVALLOS MARÍA JOSÉ,NO
19,VALLEJO JARAMILLO NORMA MARLENE,NO
20,TENORIO VALENCIA CALLETANO,NO
21,GREFA AVILEZ FLAVIO PATRICIO,NO
22,CHALÁ CRUZ JOSÉ FRANKLIN,NO
24,COROZO AYOVÍ JORGE WILBER,NO
25,SUAREZ HUAYAMAVE CARLOS ALBERTO,NO
26,CUESTA SANTANA ESTHER ADELINA,NO
27,DOUMET CHEDRAUI MICHEL ANDRÉS,NO
28,DURÁN AGUILAR LILIANA ELIZABETH,NO
29,ESPÍN REYES EUGENIA SOFÍA,NO
30,ESPINOSA ANDRADE AUGUSTO XAVIER,NO
32,MONGE TIPÁN OSCAR VINICIO,NO
33,GARCÍA POZO DIEGO OSWALDO,NO
34,GARZÓN RICAURTE WILLIAM ANTONIO,NO
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,NO
36,GÓMEZ LOZANO RICHARD GARIS,NO
37,HOLGUÍN NARANJO MARCELA PRISCILA,NO
38,ASPIAZU INFANTE CARMEN MARJORIE,NO
39,DELGADO ORELLANA SUSANA DEL CARMEN,NO
40,MARÍN AGUIRRE ANA BELÉN,NO
41,MELO GARZÓN ESTEBAN ANDRÉS,NO
42,MENDOZA ARÉVALO DANIEL ISAAC,NO
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,NO
44,NARANJO ALVARADO PRISCILA AMAPOLA,NO
45,OCHOA MORANTE MANUEL ALFREDO,NO
46,ORELLANA ROMÁN ROSA GINA,NO
48,PEÑA PACHECO XIMENA DEL ROCÍO,NO
49,PLAZA CASTILLO LENIN,NO
50,ANDRADE VILLAPRADO NELLY LISSETH,NO
51,QUILOANGO TIPANLUISA SUSANA XIMENA,NO
52,QUIJIJE DELGADO LUIS RAFAEL,NO
53,QUIÑONEZ OCAMPO JULIO CÉSAR,NO
54,AGUALSACA GUAMAN JOSE CLEMENTE,NO
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,NO
56,SALAZAR CEDEÑO GUADALUPE DOLORES,NO
