voto,curul,asambleista
AUSENTE,5,ORTIZ LARA LEONARDO
AUSENTE,8,MUÑOZ VICUÑA MARIANGEL
AUSENTE,10,VITERI LOPEZ CHRISTIAN HUMBERTO
AUSENTE,11,ARIAS RAMIREZ ALBERTO JESUS
AUSENTE,12,ARREGUI RUEDA MARCIA CECILIA
AUSENTE,21,CARRION MARIA JOSE
AUSENTE,25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
AUSENTE,29,CUESTA RIOS LIUBA ELISA
AUSENTE,30,DE LA CRUZ BERNARDO HERMAN ULISES
AUSENTE,44,GUEVARA VILLACRES VERONICA MARGARITA
AUSENTE,47,MOSQUERA YANEZ ISABEL PIEDAD
AUSENTE,48,ISSA WAGNER NICOLAS JOSE
AUSENTE,49,JEREZ PILLA BETTY MARICELA
AUSENTE,50,SILVA MALDONADO SOFIA IRENE
AUSENTE,53,LARRIVA ALVARADO OSCAR OSWALDO
AUSENTE,54,LEDESMA ZAMORA OSCAR ALFONSO
AUSENTE,62,SANANGO AUCACAMA LUIS LORENZO
AUSENTE,63,BRITO MENDOZA MONICA CRISTINA
AUSENTE,70,JIJON BUENDIA ITALIA LUISA
AUSENTE,71,RIVERO DOGUER ANGEL ARMANDO
AUSENTE,72,MEDINA MERA VICTOR CLEMENTE
AUSENTE,73,REINOSO LESCANO MARIA ELIZABETH
AUSENTE,77,SAENZ DE VITERI LAUTARO ENRIQUE
AUSENTE,80,BUSTOS CHILIQUINGA ARCADIO
AUSENTE,82,YANDUN POZO CASTULO RENE
AUSENTE,84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS
AUSENTE,88,DIAZ COKA MARIA GABRIELA
AUSENTE,92,UMAJINGA GUAMAN CESAR
AUSENTE,93,TIBAN GUALA LOURDES LICENIA
AUSENTE,94,TERAN SARZOSA SEGUNDO FAUSTO
AUSENTE,103,DONOSO CHIRIBOGA PATRICIO
AUSENTE,114,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,121,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE
AUSENTE,122,VINTIMILLA JARRIN DIEGO ARMANDO
AUSENTE,125,ZAMBRANO CABANILLA EDUARDO ALFONSO
AUSENTE,131,CUCALON CAMACHO HENRY EDUARDO
AUSENTE,132,REYES HIDALGO CRISTINA EUGENIA
