34,asambleista,curul,total ausente,voto
,BERGMANN REYNA CARLOS ALBERTO,14,,AUSENTE
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,AUSENTE
,CRUZ SALAZAR FRANCISCA GABRIELA,23,,AUSENTE
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,AUSENTE
,DELGADO CHALA AGUSTIN JAVIER,32,,AUSENTE
,GUAMAN CASTRO ALEX FRANCISCO,41,,AUSENTE
,JARAMILLO RODRIGUEZ VICTOR HUGO,43,,AUSENTE
,TORRES PINEDA CLINTON ELIUD,44,,AUSENTE
,ISSA WAGNER NICOLAS JOSE,48,,AUSENTE
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,AUSENTE
,TORRES LARA JOSE EDUARDO,64,,AUSENTE
,FARFAN APONTE RICHARD WILSON,69,,AUSENTE
,MORAN AMALIA,71,,AUSENTE
,GUZMAN SEGOVIA JOSE FRANCISCO,74,,AUSENTE
,SAENZ DE VITERI LAUTARO ENRIQUE,77,,AUSENTE
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,,AUSENTE
,MATIAS APOLINARIO RITA AZUCENA,81,,AUSENTE
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,AUSENTE
,DIAZ COKA MARIA GABRIELA,88,,AUSENTE
,GUALAN JAPA MILTON RODRIGO,90,,AUSENTE
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,AUSENTE
,UMAJINGA GUAMAN CESAR,92,,AUSENTE
,TIBAN GUALA LOURDES LICENIA,93,,AUSENTE
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,AUSENTE
,DONOSO CHIRIBOGA PATRICIO,103,,AUSENTE
,VELIZ BRIONES JOSE FELIX,109,,AUSENTE
,POSSO SALGADO LUIS ANTONIO,113,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,114,,AUSENTE
,SALGADO RIVADENEIRA DIEGO,118,,AUSENTE
