asambleista,curul,voto
AGUIÑAGA VALLEJO PAOLA MARCELA,1,AUSENTE
SERRANO SALGADO JOSÉ RICARDO,3,AUSENTE
YELA ACOSTA WERNER ANTONIO,6,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CALLE VERZOZI HERMUY,15,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,51,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,AUSENTE
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
RODRÍGUEZ ZAMBRANO DIANE MARIE,65,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
CELI SANTOS GUILLERMO ALEJANDRO,90,AUSENTE
CRUZ PROAÑO LUDOVICO ISRAEL,91,AUSENTE
CRUZ VACA JEANNINE DEL CISNE,92,AUSENTE
DONOSO CHIRIBOGA PATRICIO,101,AUSENTE
LÓPEZ LAPO CARLOS VÍCTOR,104,AUSENTE
TACLE GARCÍA SAMIA,111,AUSENTE
TERÁN SALCEDO RAMÓN FORTUNATO,112,AUSENTE
UGARTE GUZMÁN BLANCA ROSANA,127,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ASÁN WONSANG JOSÉ FRANCISCO,72,SI
AUQUILLA ORTEGA RAÚL VICENTE,73,SI
ASTUDILLO LOOR LINA GLORIA,74,SI
BURBANO MONTENEGRO FÉLIX FERNANDO,75,SI
AZUERO RODAS ELISEO ALEXIS,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
SERRANO VITERI MERCEDES MARITZA,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
