asambleista,curul,voto
ABAD VELEZ RAUL,1,AUSENTE
MACHUCA MOSCOSO LINDA MARICELA,4,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
BORJA PEREZ GALO,15,AUSENTE
QUIMBIULCO BEDON LORENA GABRIELA,18,AUSENTE
GARZON RICAURTE WILLIAM ANTONIO,38,AUSENTE
GODOY ANDRADE GINA JAKELINE,39,AUSENTE
GUAMAN CASTRO ALEX FRANCISCO,41,AUSENTE
GUDIÑO MENA ZOBEIDA GUISELA,43,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
JEREZ PILLA BETTY MARICELA,49,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,52,AUSENTE
LARRIVA ALVARADO OSCAR OSWALDO,53,AUSENTE
MUÑOZ AVENDAÑO ROSA ELVIRA,58,AUSENTE
SANANGO AUCACAMA LUIS LORENZO,62,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
FARFAN APONTE RICHARD WILSON,69,AUSENTE
BUSTOS CHILIQUINGA ARCADIO,80,AUSENTE
ACACHO GONZALEZ PEPE LUIS,83,AUSENTE
JIMENEZ CABRERA JOSE CLEVER,90,AUSENTE
VELIZ BRIONES JOSE FELIX,109,AUSENTE
VICUÑA MUÑOZ MARIA ALEJANDRA,111,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
ZAMBRANO CASTRO NORALMA ELIZABETH,126,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,132,AUSENTE
MORALES POZO LENIN ALBERTO,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
ALCIVAR MERA FELIX ANDRES,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
ARCE PLUAS ALEXANDRA MANUELA,10,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BUENDIA HERDOIZA MARIA SOLEDAD,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
ANRRANGO ZAMBRANO GERARDO ELIAS,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CASSINELLI CALI JUAN CARLOS,23,SI
CONSTANTE NIETO MARIANA DE LAS MERCEDES,24,SI
OLAYA LIDER,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
PIÑAN CAJAS MARIA ALEGRIA,32,SI
