asambleista,curul,voto
TORRES CEDEÑO KERLLY ANABEL,7,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,AUSENTE
CRUZ SALAZAR FRANCISCA GABRIELA,23,AUSENTE
CORDOVA ENCALADA EDGAR EDUARDO,28,AUSENTE
CUESTA RIOS LIUBA ELISA,29,AUSENTE
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
GAGLIARDO LOOR GASTON,35,AUSENTE
MENDOZA DANIEL ISAAC,37,AUSENTE
GUEVARA VILLACRES VERONICA MARGARITA,44,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
FARFAN APONTE RICHARD WILSON,69,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
BUSTOS CHILIQUINGA ARCADIO,80,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
QUEZADA CARRION ANDREA MARIBEL,90,AUSENTE
ARGUELLO TROYA BLANCA AZUCENA,107,AUSENTE
MORETA PANCHEZ MIGUEL ANGEL,116,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
SERRANO SEGURA GRACE MARISOL,128,AUSENTE
AGUILAR TORRES MANUEL RAMIRO,74,SI
YANDUN POZO CASTULO RENE,82,SI
ACACHO GONZALEZ PEPE LUIS,83,SI
FIERRO OVIEDO PACO,89,SI
ORELLANA MARQUINEZ MAGALI MARGOT,91,SI
UMAJINGA GUAMAN CESAR,92,SI
TIBAN GUALA LOURDES LICENIA,93,SI
ALBAN GALLO MARINA ELIZABETH,100,SI
AUQUILLA ORTEGA RAUL VICENTE,101,SI
CHICAIZA TOAPANTA WILSON ALFONSO,102,SI
DONOSO CHIRIBOGA PATRICIO,103,SI
MONCAYO CEVALLOS JOSE RICARDO,104,SI
MOREIRA MACIAS GRACE HOLANDA,105,SI
SOLORZANO SARRIA CESAR FAUSTO,114,SI
MONTAÑO VALENCIA MAE,115,SI
PAEZ BENALCAZAR ANDRES TARQUINO,117,SI
SALGADO RIVADENEIRA DIEGO,118,SI
CHICA ARTEAGA GUNTARD PAVEL,119,SI
TORRES TORRES LUIS FERNANDO,120,SI
TAPIA LOMBEYDA LUIS FERNANDO,130,SI
CUCALON CAMACHO HENRY EDUARDO,131,SI
REYES HIDALGO CRISTINA EUGENIA,132,SI
TACLE GALARRAGA MOISES FERNANDO,133,SI
ROMERO LOAYZA FRANCO SEGUNDO,134,SI
TERAN SALCEDO RAMON FORTUNATO,135,SI
VITERI JIMENEZ CYNTHIA,136,SI
KRONFLE GOMEZ MARIA CRISTINA,137,SI
ABAD VELEZ RAUL,1,NO
ACERO LANCHIMBA ESTHELA LILIANA,2,NO
AGUILAR PLACIDO ARMANDO,3,NO
MACHUCA MOSCOSO LINDA MARICELA,4,NO
ORTIZ LARA LEONARDO,5,NO
ALBAN TORRES MARIANA DEL ROCIO,6,NO
ANDINO REINOSO MAURO EDMUNDO,9,NO
VITERI LOPEZ CHRISTIAN HUMBERTO,10,NO
ARIAS RAMIREZ ALBERTO JESUS,11,NO
ARREGUI RUEDA MARCIA CECILIA,12,NO
BENAVIDES ZAMBRANO ZOILA TERESA,13,NO
BERGMANN REYNA CARLOS ALBERTO,14,NO
BORJA PEREZ GALO,15,NO
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,NO
BUSTAMANTE PONCE FERNANDO XAVIER,17,NO
CALDERON SALTOS RICHARD OSWALDO,18,NO
CALLE ANDRADE MARIA AUGUSTA,19,NO
CARRILLO BETTY,20,NO
CARRION MARIA JOSE,21,NO
CARVAJAL AGUIRRE MIGUEL ANGEL,22,NO
CAYAMBE TIPAN FAUSTO HERIBERTO,24,NO
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,NO
CHAVEZ CANALES HOLGER EZEQUIEL,26,NO
CHICA AREVALO VINICIO VETHOWEN,27,NO
DE LA CRUZ BERNARDO HERMAN ULISES,30,NO
DELGADO CHALA AGUSTIN JAVIER,32,NO
FALCONI LOQUI EVELYN PAMELA,34,NO
GALVAN GRACIA MARIA ESPERANZA,36,NO
GARZON RICAURTE WILLIAM ANTONIO,38,NO
GODOY ANDRADE GINA JAKELINE,39,NO
GONZALEZ SERRANO MIRYAM CATARINA,40,NO
GUAMAN CASTRO ALEX FRANCISCO,41,NO
GUAMANGATE ANTE LUIS GILBERTO,42,NO
GUDIÑO MENA ZOBEIDA GUISELA,43,NO
GUZMAN OCHOA LILIANA MAURA,45,NO
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,NO
MOSQUERA YANEZ ISABEL PIEDAD,47,NO
JEREZ PILLA BETTY MARICELA,49,NO
SILVA MALDONADO SOFIA IRENE,50,NO
ORTIZ GASPAR ESTHER FLAVIA,51,NO
BUENDIA HERDOIZA MARIA SOLEDAD,52,NO
JAIGUA ALVARADO CELIA MARIA,53,NO
LEDESMA ZAMORA OSCAR ALFONSO,54,NO
AGUIÑAGA VALLEJO PAOLA MARCELA,55,NO
MELO GARZON ESTEBAN ANDRES,56,NO
TOBAR NUÑEZ RAUL IGNACIO,57,NO
MUÑOZ AVENDAÑO ROSA ELVIRA,58,NO
ALVARADO CARRION ROSANA,59,NO
OCLES PADILLA ALEXANDRA,60,NO
PABON CARANQUI PAOLA VERENICE,61,NO
PADRON SAETEROS GLADYS PAULINA,62,NO
PATIÑO AROCA RAUL LEONARDO,63,NO
PEÑA CARRASCO DIANA LUCIA,64,NO
PEÑA PACHECO XIMENA DEL ROCIO,65,NO
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,NO
PONCE LEON XIMENA MERCEDES,67,NO
PROAÑO CIFUENTES ROBERTH MAURICIO,68,NO
