33,asambleista,curul,total ausente,voto
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,,AUSENTE
,CRUZ SALAZAR FRANCISCA GABRIELA,10,,AUSENTE
,BENAVIDES ZAMBRANO ZOILA TERESA,13,,AUSENTE
,BERGMANN REYNA CARLOS ALBERTO,14,,AUSENTE
,CARRION MARIA JOSE,21,,AUSENTE
,CORDOVA ENCALADA EDGAR EDUARDO,28,,AUSENTE
,GALVAN GRACIA MARIA ESPERANZA,36,,AUSENTE
,GUDIÑO MENA ZOBEIDA GUISELA,43,,AUSENTE
,GUZMAN OCHOA LILIANA MAURA,45,,AUSENTE
,JUEZ JUEZ OMAR JUSEPH,50,,AUSENTE
,BUENDIA HERDOIZA MARIA SOLEDAD,52,,AUSENTE
,JAIGUA ALVARADO CELIA MARIA,53,,AUSENTE
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,AUSENTE
,CAZA TIPANTA HUGO RENE,61,,AUSENTE
,PEÑA PACHECO XIMENA DEL ROCIO,65,,AUSENTE
,REINOSO LESCANO MARIA ELIZABETH,73,,AUSENTE
,AGUILAR TORRES MANUEL RAMIRO,74,,AUSENTE
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,AUSENTE
,SAENZ DE VITERI LAUTARO ENRIQUE,77,,AUSENTE
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,,AUSENTE
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,AUSENTE
,FIERRO OVIEDO PACO,89,,AUSENTE
,GUALAN JAPA MILTON RODRIGO,90,,AUSENTE
,ALBAN GALLO MARINA ELIZABETH,100,,AUSENTE
,VILEMA FREIRE ANGEL RAMIRO,112,,AUSENTE
,POSSO SALGADO LUIS ANTONIO,113,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,114,,AUSENTE
,TORRES TORRES LUIS FERNANDO,120,,AUSENTE
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,AUSENTE
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,AUSENTE
,REYES HIDALGO CRISTINA EUGENIA,132,,AUSENTE
,TACLE GALARRAGA MOISES FERNANDO,133,,AUSENTE
