voto,curul,asambleista
AUSENTE,3,SERRANO SALGADO JOSÉ RICARDO
AUSENTE,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
AUSENTE,7,ARTEAGA MUÑOZ KARINA CECILIA
AUSENTE,14,CADENA VÉLEZ KARLA GABRIELA
AUSENTE,18,CARRIÓN CEVALLOS MARÍA JOSÉ
AUSENTE,21,CERDA MIRANDA GABRIELA PAMELA
AUSENTE,24,COROZO AYOVÍ JORGE WILBER
AUSENTE,25,CUESTA RÍOS LIUBA ELISA
AUSENTE,33,GARCÍA POZO DIEGO OSWALDO
AUSENTE,34,GARZÓN RICAURTE WILLIAM ANTONIO
AUSENTE,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
AUSENTE,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,42,MENDOZA ARÉVALO DANIEL ISAAC
AUSENTE,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
AUSENTE,48,PEÑA PACHECO XIMENA DEL ROCÍO
AUSENTE,49,PLAZA CASTILLO LENIN
AUSENTE,51,PROAÑO CIFUENTES ROBERTH MAURICIO
AUSENTE,63,VELIN CORTÉS JUAN PABLO
AUSENTE,64,VERA FLORES WENDY VANESSA
AUSENTE,67,VITERI GUALINGA CARLOS ELOY
AUSENTE,68,YAR ARAUJO JUAN CARLOS
AUSENTE,71,PESANTEZ SALTO DIANA ELIZABETH
AUSENTE,75,BURBANO MONTENEGRO FÉLIX FERNANDO
AUSENTE,81,CAMPAIN BRAMBILLA RINA ASUNCIÓN
AUSENTE,83,CARRIÓN MORENO CÉSAR ATAULFO
AUSENTE,88,JARAMILLO ZURITA PAOLA MICHAEL
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,93,CUESTA ORELLANA MARÍA DE LOURDES
AUSENTE,95,CADENA HUERTAS FRANCISCO JAVIER
AUSENTE,99,REYES HIDALGO CRISTINA EUGENIA
AUSENTE,100,CURICHUMBI YUPANQUI PEDRO
AUSENTE,102,FLORES VÁSQUEZ FERNANDO PATRICIO
AUSENTE,110,ROHON HERVAS CÉSAR EDUARDO
AUSENTE,111,TACLE GARCÍA SAMIA
AUSENTE,115,SALTOS MOREIRA DIANA GABRIELA
AUSENTE,118,MORENO GUERRERO HENRY FREDY
AUSENTE,121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN
AUSENTE,125,ALARCÓN GUILLÍN FREDY OSCAR
AUSENTE,126,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,127,ALMEYDA JALIL VICENTE FERNANDO
AUSENTE,128,MARÍN LAVAYEN DENNIS GUSTAVO
AUSENTE,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
AUSENTE,136,VILLAMAR JÁCOME PEDRO FABRICIO
AUSENTE,137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,5,ARIAS RAMÍREZ ALBERTO JESÚS
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,8,BENAVIDES ZAMBRANO ZOILA TERESA
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,10,BONILLA SALCEDO VIVIANA
SI,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,15,CALLE VERZOZI HERMUY
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,19,TERAN SARZOSA SEGUNDO FAUSTO
SI,20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
