voto,curul,asambleista
AUSENTE,10,VITERI LOPEZ CHRISTIAN HUMBERTO
AUSENTE,11,ARIAS RAMIREZ ALBERTO JESUS
AUSENTE,14,BERGMANN REYNA CARLOS ALBERTO
AUSENTE,18,CALDERON SALTOS RICHARD OSWALDO
AUSENTE,21,CARRION MARIA JOSE
AUSENTE,25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
AUSENTE,26,CHAVEZ CANALES HOLGER EZEQUIEL
AUSENTE,38,GARZON RICAURTE WILLIAM ANTONIO
AUSENTE,48,ISSA WAGNER NICOLAS JOSE
AUSENTE,50,JUEZ JUEZ OMAR JUSEPH
AUSENTE,51,ORTIZ GASPAR ESTHER FLAVIA
AUSENTE,53,JAIGUA ALVARADO CELIA MARIA
AUSENTE,62,PADRON SAETEROS GLADYS PAULINA
AUSENTE,70,JIJON BUENDIA ITALIA LUISA
AUSENTE,72,MEDINA MERA VICTOR CLEMENTE
AUSENTE,75,ARIAS FERNANDEZ VERONICA ELIZABETH
AUSENTE,77,SAENZ DE VITERI LAUTARO ENRIQUE
AUSENTE,79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ
AUSENTE,83,ACACHO GONZALEZ PEPE LUIS
AUSENTE,85,MORAN AMALIA
AUSENTE,86,ALEMAN MARMOL MONICA ROCIO
AUSENTE,87,DAHIK ASTUDILLO REYTA GIOMAR
AUSENTE,88,DIAZ COKA MARIA GABRIELA
AUSENTE,91,ORELLANA MARQUINEZ MAGALI MARGOT
AUSENTE,94,TERAN SARZOSA SEGUNDO FAUSTO
AUSENTE,95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN
AUSENTE,106,VELA CHERONI MARIA SOLEDAD
AUSENTE,108,VELASCO ENRIQUEZ CARLOS ALBERTO
AUSENTE,109,VELEZ MARLENE MARGARITA
AUSENTE,111,VICUÑA MUÑOZ MARIA ALEJANDRA
AUSENTE,112,VILEMA FREIRE ANGEL RAMIRO
AUSENTE,113,POSSO SALGADO LUIS ANTONIO
AUSENTE,116,MORETA PANCHEZ MIGUEL ANGEL
AUSENTE,118,SALGADO RIVADENEIRA DIEGO
AUSENTE,125,ZAMBRANO CABANILLA EDUARDO ALFONSO
AUSENTE,129,URIBE LOPEZ FANNY ESTHER
AUSENTE,132,REYES HIDALGO CRISTINA EUGENIA
AUSENTE,134,ROMERO LOAYZA FRANCO SEGUNDO
AUSENTE,135,TERAN SALCEDO RAMON FORTUNATO
SI,1,ABAD VELEZ RAUL
SI,2,ACERO LANCHIMBA ESTHELA LILIANA
SI,3,AGUILAR PLACIDO ARMANDO
SI,4,HAGO CELI FRANCISCO WAIKING
SI,5,AGUIRRE HIDALGO DORA ANADELA
SI,6,ALBAN TORRES MARIANA DEL ROCIO
SI,7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO
SI,8,MUÑOZ VICUÑA MARIANGEL
SI,9,ANDINO REINOSO MAURO EDMUNDO
SI,12,ARREGUI RUEDA MARCIA CECILIA
SI,13,BENAVIDES ZAMBRANO ZOILA TERESA
SI,15,BORJA PEREZ GALO
SI,16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,17,BUSTAMANTE PONCE FERNANDO XAVIER
SI,19,CALLE ANDRADE MARIA AUGUSTA
SI,20,CARRILLO BETTY
SI,22,CARVAJAL AGUIRRE MIGUEL ANGEL
SI,23,BRAVO RAMIREZ MARIA LORENA
SI,24,CONSTANTE NIETO MARIANA DE LAS MERCEDES
SI,27,CHICA AREVALO VINICIO VETHOWEN
SI,28,CORDOVA ENCALADA EDGAR EDUARDO
SI,29,CUESTA RIOS LIUBA ELISA
SI,30,DE LA CRUZ BERNARDO HERMAN ULISES
SI,31,DE LA CRUZ GASPAR ADRIANA MIOSOTI
SI,32,DELGADO CHALA AGUSTIN JAVIER
