35,asambleista,curul,total ausente,voto
,ALBAN TORRES MARIANA DEL ROCIO,6.0,,AUSENTE
,ARREGUI RUEDA MARCIA CECILIA,12.0,,AUSENTE
,MARQUEZ LOPEZ JOSE LENIN,13.0,,AUSENTE
,CARRILLO BETTY,20.0,,AUSENTE
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25.0,,AUSENTE
,CUESTA RIOS LIUBA ELISA,29.0,,AUSENTE
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31.0,,AUSENTE
,DELGADO CHALA AGUSTIN JAVIER,32.0,,AUSENTE
,GONZALEZ SERRANO MIRYAM CATARINA,40.0,,AUSENTE
,JARAMILLO RODRIGUEZ VICTOR HUGO,43.0,,AUSENTE
,CRUZ SALAZAR FRANCISCA GABRIELA,48.0,,AUSENTE
,ORTIZ GASPAR ESTHER FLAVIA,51.0,,AUSENTE
,JAIGUA ALVARADO CELIA MARIA,53.0,,AUSENTE
,AGUIÑAGA VALLEJO PAOLA MARCELA,55.0,,AUSENTE
,MUÑOZ AVENDAÑO ROSA ELVIRA,58.0,,AUSENTE
,BRITO MENDOZA MONICA CRISTINA,63.0,,AUSENTE
,PROAÑO CIFUENTES ROBERTH MAURICIO,68.0,,AUSENTE
,JIJON BUENDIA ITALIA LUISA,70.0,,AUSENTE
,MEDINA MERA VICTOR CLEMENTE,72.0,,AUSENTE
,ARIAS FERNANDEZ VERONICA ELIZABETH,75.0,,AUSENTE
,SAENZ DE VITERI LAUTARO ENRIQUE,77.0,,AUSENTE
,MATIAS APOLINARIO RITA AZUCENA,81.0,,AUSENTE
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84.0,,AUSENTE
,DIAZ COKA MARIA GABRIELA,88.0,,AUSENTE
,QUEZADA CARRION ANDREA MARIBEL,90.0,,AUSENTE
,UMAJINGA GUAMAN CESAR,92.0,,AUSENTE
,TIBAN GUALA LOURDES LICENIA,93.0,,AUSENTE
,COLLAGUAZO RODRIGO,97.0,,AUSENTE
,AUQUILLA ORTEGA RAUL VICENTE,101.0,,AUSENTE
,MONCAYO CEVALLOS JOSE RICARDO,104.0,,AUSENTE
,VILEMA FREIRE ANGEL RAMIRO,112.0,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,114.0,,AUSENTE
,ZAMBRANO ARTEAGA JOSE RICARDO,124.0,,AUSENTE
,ZAPATA MANTILLA JOSE LEONIDAS,128.0,,AUSENTE
,KRONFLE GOMEZ MARIA CRISTINA,137.0,,AUSENTE
,ABAD VELEZ RAUL,1.0,,SI
,MORALES POZO LENIN ALBERTO,2.0,,SI
,AGUILAR PLACIDO ARMANDO,3.0,,SI
,HAGO CELI FRANCISCO WAIKING,4.0,,SI
,AGUIRRE HIDALGO DORA ANADELA,5.0,,SI
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7.0,,SI
,MUÑOZ VICUÑA MARIANGEL,8.0,,SI
,ANDINO REINOSO MAURO EDMUNDO,9.0,,SI
,MONGE ESPINEL LUIS HUMBERTO,10.0,,SI
,RIVAS ALAVA ELIANA LISSET,11.0,,SI
,BERGMANN REYNA CARLOS ALBERTO,14.0,,SI
,BORJA PEREZ GALO,15.0,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16.0,,SI
,CALDERON SALTOS RICHARD OSWALDO,18.0,,SI
,CASANOVA CEPEDA XAVIER IVAN,19.0,,SI
,CARRION MARIA JOSE,21.0,,SI
,CAJAS LARA SUSANA VALERIA,22.0,,SI
,BRAVO RAMIREZ MARIA LORENA,23.0,,SI
,CAYAMBE TIPAN FAUSTO HERIBERTO,24.0,,SI
,CHAVEZ CANALES HOLGER EZEQUIEL,26.0,,SI
,CHICA AREVALO VINICIO VETHOWEN,27.0,,SI
,CORDOVA ENCALADA EDGAR EDUARDO,28.0,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30.0,,SI
,FAJARDO MOSQUERA LETTY VANESSA,33.0,,SI
,FALCONI LOQUI EVELYN PAMELA,34.0,,SI
,GAGLIARDO LOOR GASTON,35.0,,SI
,BAZURTO ROLDAN NANCIS CELESTE,36.0,,SI
,MENDOZA DANIEL ISAAC,37.0,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38.0,,SI
