asambleista,curul,voto
SERRANO SALGADO JOSÉ RICARDO,3,AUSENTE
YELA ACOSTA WERNER ANTONIO,6,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,AUSENTE
GREFA AVILEZ FLAVIO PATRICIO,21,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
DURÁN AGUILAR LILIANA ELIZABETH,28,AUSENTE
GARCÍA MARTÍNEZ INGRID VANESSA,31,AUSENTE
GÓMEZ LOZANO RICHARD GARIS,36,AUSENTE
OCHOA MORANTE MANUEL ALFREDO,45,AUSENTE
POMA HERRERA YOFRE MARTÍN,50,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
SALGADO ANDRADE SILVIA BETZABETH,57,AUSENTE
SÁNCHEZ REYES MONTGOMERY,59,AUSENTE
ALEMÁN MARMOL MÓNICA ROCÍO,60,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
GUAMBA DÍAZ NANCY JEANNETH,69,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,70,AUSENTE
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,AUSENTE
UGARTE HENRÍQUEZ JOSÉ FERNANDO,87,AUSENTE
KRONFLE KOZHAYA HENRY FABIÁN,88,AUSENTE
CRUZ VACA JEANNINE DEL CISNE,92,AUSENTE
GENDE CALAZACÓN ANGEL MESÍAS,104,AUSENTE
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,AUSENTE
CANDELL SOTO JAIME ENRIQUE JIMMY,107,AUSENTE
ROHON HERVAS CÉSAR EDUARDO,110,AUSENTE
TAIANO BASANTE VICENTE GIOVANNY,111,AUSENTE
MENDOZA PALMA JOFFRE PATRICIO,115,AUSENTE
CUESTA CONCARI MARÍA MERCEDES,122,AUSENTE
UGARTE GUZMÁN BLANCA ROSANA,127,AUSENTE
SUQUILANDA VALDIVIESO BYRON VINICIO,134,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
BERGMANN REYNA CARLOS ALBERTO,9,SI
HIDALGO JARAMILLO EDITH MARLENE,12,SI
CADENA VÉLEZ KARLA GABRIELA,14,SI
CALLE VERZOZI HERMUY,15,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
TERAN SARZOSA SEGUNDO FAUSTO,19,SI
TENORIO VALENCIA CALLETANO,20,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
COROZO AYOVÍ JORGE WILBER,24,SI
CUESTA SANTANA ESTHER ADELINA,26,SI
DOUMET CHEDRAUI MICHEL ANDRÉS,27,SI
ALEAGA SANTOS RONNY XAVIER,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LLORET VALDIVIESO JUAN CRISTÓBAL,39,SI
MARÍN AGUIRRE ANA BELÉN,40,SI
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,SI
NARANJO ALVARADO PRISCILA AMAPOLA,44,SI
PEÑA PACHECO XIMENA DEL ROCÍO,48,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
RODRÍGUEZ CEDEÑO ROSA ELENA,53,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
SAMANIEGO MAIGUA FRANKLIN OMAR,58,SI
SOLIZ CARRIÓN DORIS JOSEFINA,61,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VERA FLORES WENDY VANESSA,64,SI
VILLALVA MIRANDA LIRA DE LA PAZ,66,SI
VITERI GUALINGA CARLOS ELOY,67,SI
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,SI
AUQUILLA ORTEGA RAÚL VICENTE,73,SI
BERNAL BERNAL ESTEBAN REMIGIO,74,SI
BURBANO MONTENEGRO FÉLIX FERNANDO,75,SI
AZUERO RODAS ELISEO ALEXIS,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
FALQUEZ BATALLAS PEDRO CARLOS,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,SI
ORDOÑEZ QUEZADA ANDREINA SILVANA,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
YANDÚN POZO CÁSTULO RENÉ,86,SI
CASTANIER JARAMILLO XAVIER HOMERO,89,SI
LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,90,SI
CRUZ PROAÑO LUDOVICO ISRAEL,91,SI
CUESTA ORELLANA MARÍA DE LOURDES,93,SI
ZAMBRANO VALLE EDUARDO MAURICIO,94,SI
CADENA HUERTAS FRANCISCO JAVIER,95,SI
PEÑA ONTANEDA ELIO GERMÁN,96,SI
MONTAÑO GUISAMANO MAYRA MIGDONIA,97,SI
"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",98,SI
LLANES SUAREZ HENRY MANUEL,99,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
DONOSO CHIRIBOGA PATRICIO,101,SI
FLORES VÁSQUEZ FERNANDO PATRICIO,102,SI
GALARZA AÑAZCO ANA MERCEDES,103,SI
ZAMBRANO VERA MARIANO,106,SI
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,SI
OLIVO PALLO JAIME FERNANDO,109,SI
TERÁN SALCEDO RAMÓN FORTUNATO,112,SI
TORRES TORRES LUIS FERNANDO,113,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
VERA CALDERÓN SILVIA LORENA,116,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,SI
PACHALA POMA LUIS ALBERTO,120,SI
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,SI
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,SI
PUANCHIR PAYASHÑA TITO PEDRO,124,SI
ALARCÓN GUILLÍN FREDY OSCAR,125,SI
BOHÓRQUEZ PANTOJA VALERIA DEL CARMEN,126,SI
VINTIMILLA MOSCOSO PAOLA,128,SI
ZAMBRANO ORTIZ MARÍA ROBERTA,129,SI
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,SI
PAREDES TORRES WASHINGTON ARTURO,131,SI
ROMERO LOAYZA FRANCO SEGUNDO,132,SI
SIMBAÑA VILLARREAL ABDÓN MARCELO,133,SI
VERA MENDOZA TANLLY JANELA,135,SI
VILLAMAR JÁCOME PEDRO FABRICIO,136,SI
YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,SI
ARIAS RAMÍREZ ALBERTO JESÚS,5,ABSTENCION
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,ABSTENCION
CARRIÓN CEVALLOS MARÍA JOSÉ,18,ABSTENCION
TORRES TORRES EURO IGNACIO,23,ABSTENCION
LITARDO CAICEDO CÉSAR ERNESTO,38,ABSTENCION
MENDOZA ARÉVALO DANIEL ISAAC,42,ABSTENCION
ORELLANA ROMÁN ROSA GINA,46,ABSTENCION
PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,ABSTENCION
PLAZA CASTILLO LENIN,49,ABSTENCION
QUIJIJE DELGADO LUIS RAFAEL,52,ABSTENCION
VERA RODRÍGUEZ CARLOS ALFREDO,65,ABSTENCION
YAR ARAUJO JUAN CARLOS,68,ABSTENCION
ZAMBRANO CASTRO NORALMA ELIZABETH,76,ABSTENCION
VEGAY JIPA LUZ AIDA,84,ABSTENCION
