asambleista,curul,voto
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
DOUMET CHEDRAUI MICHEL ANDRÉS,27,AUSENTE
ESPINOSA ANDRADE AUGUSTO XAVIER,30,AUSENTE
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,AUSENTE
ORELLANA ROMÁN ROSA GINA,46,AUSENTE
PLAZA CASTILLO LENIN,49,AUSENTE
QUIÑONEZ OCAMPO JULIO CÉSAR,53,AUSENTE
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
SAMANIEGO MAIGUA FRANKLIN OMAR,58,AUSENTE
SOLIZ CARRIÓN DORIS JOSEFINA,61,AUSENTE
VERA RODRÍGUEZ CARLOS ALFREDO,65,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
LOOR ALCÍVAR LEXI LIDUVINA,70,AUSENTE
SERRANO VITERI MERCEDES MARITZA,79,AUSENTE
CASTANIER JARAMILLO XAVIER HOMERO,89,AUSENTE
CELI SANTOS GUILLERMO ALEJANDRO,90,AUSENTE
CRUZ VACA JEANNINE DEL CISNE,92,AUSENTE
CUESTA ORELLANA MARÍA DE LOURDES,93,AUSENTE
,98,AUSENTE
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,AUSENTE
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,AUSENTE
CARBO AGUIRRE JONATHAN ALEXI,115,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,AUSENTE
PUANCHIR PAYASHÑA TITO PEDRO,124,AUSENTE
ALMEYDA JALIL VICENTE FERNANDO,127,AUSENTE
LEÓN ZAVALA MARCO ANTONIO,129,AUSENTE
ROMERO LOAYZA FRANCO SEGUNDO,132,AUSENTE
VERA MENDOZA TANLLY JANELA,135,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,AUSENTE
