asambleista,curul,voto
AGUIÑAGA VALLEJO PAOLA MARCELA,1,AUSENTE
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,AUSENTE
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
BENAVIDES ZAMBRANO ZOILA TERESA,8,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CALLE VERZOZI HERMUY,15,AUSENTE
CÁRDENAS ESPINOZA JUAN JORGE,17,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
TERÁN SARZOSA SEGUNDO FAUSTO,19,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,AUSENTE
CHALÁ CRUZ JOSÉ FRANKLIN,22,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
DOUMET CHEDRAUI MICHEL ANDRÉS,27,AUSENTE
DURÁN AGUILAR LILIANA ELIZABETH,28,AUSENTE
ALEAGA SANTOS RONNY XAVIER,29,AUSENTE
ESPINOSA ANDRADE AUGUSTO XAVIER,30,AUSENTE
GARCÍA GAIBOR CARMEN MERCEDES,32,AUSENTE
GARCÍA POZO DIEGO OSWALDO,33,AUSENTE
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,AUSENTE
HOLGUÍN NARANJO MARCELA PRISCILA,37,AUSENTE
LLORET VALDIVIESO JUAN CRISTÓBAL,39,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,AUSENTE
NARANJO ALVARADO PRISCILA AMAPOLA,44,AUSENTE
POMA HERRERA YOFRE MARTÍN,50,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,51,AUSENTE
QUIÑONEZ OCAMPO JULIO CÉSAR,53,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,AUSENTE
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
SALGADO ANDRADE SILVIA BETZABETH,57,AUSENTE
SAMANIEGO MAIGUA FRANKLIN OMAR,58,AUSENTE
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,AUSENTE
ALEMÁN MARMOL MÓNICA ROCÍO,60,AUSENTE
SOLIZ CARRIÓN DORIS JOSEFINA,61,AUSENTE
VALLE PINARGOTE BAIRON LEONARDO,62,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
VILLALVA MIRANDA LIRA DE LA PAZ,66,AUSENTE
VITERI GUALINGA CARLOS ELOY,67,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
GUAMBA DÍAZ NANCY JEANNETH,69,AUSENTE
LOOR ALCÍVAR LEXI LIDUVINA,70,AUSENTE
CARRIÓN MORENO CÉSAR ATAULFO,83,AUSENTE
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,AUSENTE
CRUZ PROAÑO LUDOVICO ISRAEL,91,AUSENTE
CUESTA ORELLANA MARÍA DE LOURDES,93,AUSENTE
ZAMBRANO VALLE EDUARDO MAURICIO,94,AUSENTE
FLORES VÁSQUEZ FERNANDO PATRICIO,102,AUSENTE
ZAMBRANO VERA MARIANO,106,AUSENTE
OLIVO PALLO JAIME FERNANDO,109,AUSENTE
POVEDA ALVARADO ERIKA SOPHIA,111,AUSENTE
SALTOS MOREIRA DIANA GABRIELA,115,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
PUANCHIR PAYASHÑA TITO PEDRO,124,AUSENTE
SOLORZANO SARRIA CESAR FAUSTO,126,AUSENTE
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,9,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
CERDA MIRANDA GABRIELA PAMELA,21,SI
CUESTA RÍOS LIUBA ELISA,25,SI
FLOR GIL BRENDA AZUCENA,31,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
LITARDO CAICEDO CÉSAR ERNESTO,38,SI
MARÍN AGUIRRE ANA BELÉN,40,SI
ORELLANA ROMÁN ROSA GINA,46,SI
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,SI
ORTEGA ALVAREZ CARLOS UREL,48,SI
PLAZA CASTILLO LENIN,49,SI
QUIJIJE DELGADO LUIS RAFAEL,52,SI
VERA RODRÍGUEZ CARLOS ALFREDO,65,SI
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,SI
AUQUILLA ORTEGA RAÚL VICENTE,73,SI
ASTUDILLO LOOR LINA GLORIA,74,SI
BURBANO MONTENEGRO FÉLIX FERNANDO,75,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,76,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
SERRANO VITERI MERCEDES MARITZA,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
YANDÚN POZO CÁSTULO RENÉ,86,SI
HENRÍQUEZ JAIME PATRICIA IVONNE,87,SI
KRONFLE KOZHAYA HENRY FABIÁN,88,SI
CASTANIER JARAMILLO XAVIER HOMERO,89,SI
CELI SANTOS GUILLERMO ALEJANDRO,90,SI
CRUZ VACA JEANNINE DEL CISNE,92,SI
CADENA HUERTAS FRANCISCO JAVIER,95,SI
PEÑA ONTANEDA ELIO GERMÁN,96,SI
CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,SI
CALDERÓN CHANCAY DORIS DAISY,98,SI
REYES HIDALGO CRISTINA EUGENIA,99,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
DONOSO CHIRIBOGA PATRICIO,101,SI
VERDEZOTO REINOSO ROSA ISABEL,103,SI
GENDE CALAZACÓN ANGEL MESÍAS,104,SI
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,SI
CANDELL SOTO JAIME ENRIQUE JIMMY,107,SI
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,SI
ROHON HERVAS CÉSAR EDUARDO,110,SI
MENDOZA MACÍAS MANUEL VIRGILIO,112,SI
TORRES COBO LUIS ESTEBAN,113,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
VERA CALDERÓN SILVIA LORENA,116,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,SI
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,SI
CUESTA CONCARI MARÍA MERCEDES,122,SI
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,SI
ALARCÓN GUILLÍN FREDY OSCAR,125,SI
ALMEYDA JALIL VICENTE FERNANDO,127,SI
MARÍN LAVAYEN DENNIS GUSTAVO,128,SI
ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,SI
PAREDES TORRES WASHINGTON ARTURO,131,SI
ROMERO LOAYZA FRANCO SEGUNDO,132,SI
SIMBAÑA VILLARREAL ABDÓN MARCELO,133,SI
SUQUILANDA VALDIVIESO BYRON VINICIO,134,SI
VERA MENDOZA TANLLY JANELA,135,SI
VILLAMAR JÁCOME PEDRO FABRICIO,136,SI
YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,SI
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,BLANCO
CEVALLOS GUEVARA LESLIE MARCELA,3,ABSTENCION
ARREGUI RUEDA MARCIA CECILIA,6,ABSTENCION
CADENA VÉLEZ KARLA GABRIELA,14,ABSTENCION
OCHOA MORANTE MANUEL ALFREDO,45,ABSTENCION
AZUERO RODAS ELISEO ALEXIS,77,ABSTENCION
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,ABSTENCION
