voto,curul,asambleista
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,3,SERRANO SALGADO JOSÉ RICARDO
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,15,CALLE VERZOZI HERMUY
SI,21,GREFA AVILEZ FLAVIO PATRICIO
SI,24,COROZO AYOVÍ JORGE WILBER
SI,25,CUESTA RÍOS LIUBA ELISA
SI,26,CUESTA SANTANA ESTHER ADELINA
SI,28,DURÁN AGUILAR LILIANA ELIZABETH
SI,29,ALEAGA SANTOS RONNY XAVIER
SI,30,ESPINOSA ANDRADE AUGUSTO XAVIER
SI,31,GARCÍA MARTÍNEZ INGRID VANESSA
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,38,LITARDO CAICEDO CÉSAR ERNESTO
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,40,MARÍN AGUIRRE ANA BELÉN
SI,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,46,ORELLANA ROMÁN ROSA GINA
SI,48,PEÑA PACHECO XIMENA DEL ROCÍO
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,52,QUIJIJE DELGADO LUIS RAFAEL
SI,53,QUIÑONEZ OCAMPO JULIO CÉSAR
SI,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
SI,56,SALAZAR CEDEÑO GUADALUPE DOLORES
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,58,SAMANIEGO MAIGUA FRANKLIN OMAR
SI,59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA
SI,60,ALEMÁN MARMOL MÓNICA ROCÍO
SI,61,SOLIZ CARRIÓN DORIS JOSEFINA
SI,62,VALLE PINARGOTE BAIRON LEONARDO
SI,64,VERA FLORES WENDY VANESSA
SI,65,VERA RODRÍGUEZ CARLOS ALFREDO
SI,66,VILLALVA MIRANDA LIRA DE LA PAZ
SI,67,VITERI GUALINGA CARLOS ELOY
SI,69,GUAMBA DÍAZ NANCY JEANNETH
SI,70,LOOR ALCÍVAR LEXI LIDUVINA
SI,71,ANDRADE MUÑOZ WILMA PIEDAD
SI,72,ALMEIDA ALARCÓN KAREM MICHELLE
SI,74,ASTUDILLO LOOR LINA GLORIA
SI,75,BURBANO MONTENEGRO FÉLIX FERNANDO
SI,78,CUCALÓN CAMACHO HENRY EDUARDO
SI,79,SERRANO VITERI MERCEDES MARITZA
SI,92,CRUZ VACA JEANNINE DEL CISNE
SI,94,ZAMBRANO VALLE EDUARDO MAURICIO
