70,asambleista,curul,total si,voto
,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,,AUSENTE
,SERRANO SALGADO JOSÉ RICARDO,3,,AUSENTE
,ARIAS RAMÍREZ ALBERTO JESÚS,5,,AUSENTE
,ARREGUI RUEDA MARCIA CECILIA,6,,AUSENTE
,BENAVIDES ZAMBRANO ZOILA TERESA,8,,AUSENTE
,CADENA VÉLEZ KARLA GABRIELA,14,,AUSENTE
,TERAN SARZOSA SEGUNDO FAUSTO,19,,AUSENTE
,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,,AUSENTE
,CUESTA RÍOS LIUBA ELISA,25,,AUSENTE
,DURÁN AGUILAR LILIANA ELIZABETH,28,,AUSENTE
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,,AUSENTE
,LITARDO CAICEDO CÉSAR ERNESTO,38,,AUSENTE
,MARÍN AGUIRRE ANA BELÉN,40,,AUSENTE
,COLAMARCO VERA PINUCCIA MAGALY,42,,AUSENTE
,PEÑA PACHECO XIMENA DEL ROCÍO,48,,AUSENTE
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55,,AUSENTE
,SAMANIEGO MAIGUA FRANKLIN OMAR,58,,AUSENTE
,VERA FLORES WENDY VANESSA,64,,AUSENTE
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,AUSENTE
,VITERI GUALINGA CARLOS ELOY,67,,AUSENTE
,YAR ARAUJO JUAN CARLOS,68,,AUSENTE
,AUQUILLA ORTEGA RAÚL VICENTE,73,,AUSENTE
,AZUERO RODAS ELISEO ALEXIS,77,,AUSENTE
,SERRANO VITERI MERCEDES MARITZA,79,,AUSENTE
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,,AUSENTE
,CARRIÓN MORENO CÉSAR ATAULFO,83,,AUSENTE
,KRONFLE KOZHAYA HENRY FABIÁN,88,,AUSENTE
,CASTANIER JARAMILLO XAVIER HOMERO,89,,AUSENTE
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,AUSENTE
,,98,,AUSENTE
,GALARZA AÑAZCO ANA MERCEDES,103,,AUSENTE
,ZAMBRANO VERA MARIANO,106,,AUSENTE
,TAIANO BASANTE VICENTE GIOVANNY,111,,AUSENTE
,TERÁN SALCEDO RAMÓN FORTUNATO,112,,AUSENTE
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,AUSENTE
,VERA CALDERÓN SILVIA LORENA,116,,AUSENTE
,MORENO GUERRERO HENRY FREDY,118,,AUSENTE
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,126,,AUSENTE
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,,AUSENTE
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,AUSENTE
,ARTEAGA MUÑOZ KARINA CECILIA,7,,SI
,BERGMANN REYNA CARLOS ALBERTO,9,,SI
,BONILLA SALCEDO VIVIANA,10,,SI
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,,SI
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,,SI
,CAMBALA MONTECE CARLOS ALBERTO,16,,SI
,CARRIÓN CEVALLOS MARÍA JOSÉ,18,,SI
,TENORIO VALENCIA CALLETANO,20,,SI
,CERDA MIRANDA GABRIELA PAMELA,21,,SI
,COROZO AYOVÍ JORGE WILBER,24,,SI
,DOUMET CHEDRAUI MICHEL ANDRÉS,27,,SI
,FLOR GIL BRENDA AZUCENA,31,,SI
,GARZÓN RICAURTE WILLIAM ANTONIO,34,,SI
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,,SI
,OCHOA MORANTE MANUEL ALFREDO,45,,SI
,ORELLANA ROMÁN ROSA GINA,46,,SI
,BUSTAMANTE GARCÍA JUAN FRANCISCO,47,,SI
,PLAZA CASTILLO LENIN,49,,SI
,POMA HERRERA YOFRE MARTÍN,50,,SI
,QUIJIJE DELGADO LUIS RAFAEL,52,,SI
,RODRÍGUEZ CEDEÑO ROSA ELENA,53,,SI
,PARRA VILLACIS JONATHAN EMANUEL,56,,SI
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,SI
,ANDRADE MUÑOZ WILMA PIEDAD,71,,SI
,ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,,SI
,ASTUDILLO LOOR LINA GLORIA,74,,SI
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,SI
,YANDÚN POZO CÁSTULO RENÉ,86,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90,,SI
,CRUZ PROAÑO LUDOVICO ISRAEL,91,,SI
,CRUZ VACA JEANNINE DEL CISNE,92,,SI
,MEDINA RAMÍREZ JOSÉ ALFREDO,93,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,,SI
,REYES HIDALGO CRISTINA EUGENIA,99,,SI
,CURICHUMBI YUPANQUI PEDRO,100,,SI
,DONOSO CHIRIBOGA PATRICIO,101,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104,,SI
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,OLIVO PALLO JAIME FERNANDO,109,,SI
,ROHON HERVAS CÉSAR EDUARDO,110,,SI
,TORRES COBO LUIS ESTEBAN,113,,SI
,SALTOS MOREIRA DIANA GABRIELA,115,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,CUESTA CONCARI MARÍA MERCEDES,122,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125,,SI
,ALMEYDA JALIL VICENTE FERNANDO,127,,SI
,MARÍN LAVAYEN DENNIS GUSTAVO,128,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,SI
,PAREDES TORRES WASHINGTON ARTURO,131,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,CEDEÑO LOOR LENIN PAÚL,135,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,1,,ABSTENCION
,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,,ABSTENCION
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,,ABSTENCION
,CALLE VERZOZI HERMUY,15,,ABSTENCION
,CÁRDENAS ESPINOZA JUAN JORGE,17,,ABSTENCION
,CHALÁ CRUZ JOSÉ FRANKLIN,22,,ABSTENCION
,CUESTA SANTANA ESTHER ADELINA,26,,ABSTENCION
,ALEAGA SANTOS RONNY XAVIER,29,,ABSTENCION
,ESPINOSA ANDRADE AUGUSTO XAVIER,30,,ABSTENCION
,GARCÍA GAIBOR CARMEN MERCEDES,32,,ABSTENCION
,GARCÍA POZO DIEGO OSWALDO,33,,ABSTENCION
,HOLGUÍN NARANJO MARCELA PRISCILA,37,,ABSTENCION
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,ABSTENCION
,MELO GARZÓN ESTEBAN ANDRÉS,41,,ABSTENCION
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,ABSTENCION
,NARANJO ALVARADO PRISCILA AMAPOLA,44,,ABSTENCION
,PROAÑO CIFUENTES ROBERTH MAURICIO,51,,ABSTENCION
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,,ABSTENCION
,SALGADO ANDRADE SILVIA BETZABETH,57,,ABSTENCION
,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,,ABSTENCION
,MOLINA ONOFA LUIS FERNANDO,60,,ABSTENCION
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,ABSTENCION
,VALLE PINARGOTE BAIRON LEONARDO,62,,ABSTENCION
,VELIN CORTÉS JUAN PABLO,63,,ABSTENCION
,GUAMBA DÍAZ NANCY JEANNETH,69,,ABSTENCION
,LOOR ALCÍVAR LEXI LIDUVINA,70,,ABSTENCION
