voto,curul,asambleista
AUSENTE,9,BERGMANN REYNA CARLOS ALBERTO
AUSENTE,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
AUSENTE,26,CUESTA SANTANA ESTHER ADELINA
AUSENTE,27,DOUMET CHEDRAUI MICHEL ANDRÉS
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,34,GARZÓN RICAURTE WILLIAM ANTONIO
AUSENTE,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
AUSENTE,41,MELO GARZÓN ESTEBAN ANDRÉS
AUSENTE,46,ORELLANA ROMÁN ROSA GINA
AUSENTE,47,PALACIOS VELÁSQUEZ SONIA LUCRECIA
AUSENTE,59,SÁNCHEZ REYES MONTGOMERY
AUSENTE,61,SOLIZ CARRIÓN DORIS JOSEFINA
AUSENTE,63,VELIN CORTÉS JUAN PABLO
AUSENTE,68,YAR ARAUJO JUAN CARLOS
AUSENTE,70,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,73,AUQUILLA ORTEGA RAÚL VICENTE
AUSENTE,79,FALQUEZ BATALLAS PEDRO CARLOS
AUSENTE,87,UGARTE HENRÍQUEZ JOSÉ FERNANDO
AUSENTE,93,CUESTA ORELLANA MARÍA DE LOURDES
AUSENTE,95,CADENA HUERTAS FRANCISCO JAVIER
AUSENTE,101,DONOSO CHIRIBOGA PATRICIO
AUSENTE,103,GALARZA AÑAZCO ANA MERCEDES
AUSENTE,106,ZAMBRANO VERA MARIANO
AUSENTE,115,MENDOZA PALMA JOFFRE PATRICIO
AUSENTE,117,MONTAÑO VALENCIA MAE
AUSENTE,118,MORENO GUERRERO HENRY FREDY
AUSENTE,122,CUESTA CONCARI MARÍA MERCEDES
AUSENTE,127,ALMEYDA JALIL VICENTE FERNANDO
AUSENTE,131,PAREDES TORRES WASHINGTON ARTURO
AUSENTE,135,VERA MENDOZA TANLLY JANELA
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,3,SERRANO SALGADO JOSÉ RICARDO
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,10,BONILLA SALCEDO VIVIANA
SI,14,CADENA VÉLEZ KARLA GABRIELA
SI,15,CALLE VERZOZI HERMUY
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,22,CHALÁ CRUZ JOSÉ FRANKLIN
SI,23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO
SI,25,CUESTA RÍOS LIUBA ELISA
SI,29,ALEAGA SANTOS RONNY XAVIER
SI,30,ESPINOSA ANDRADE AUGUSTO XAVIER
SI,32,GARCÍA GAIBOR CARMEN MERCEDES
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,40,MARÍN AGUIRRE ANA BELÉN
SI,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,50,POMA HERRERA YOFRE MARTÍN
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,58,SAMANIEGO MAIGUA FRANKLIN OMAR
SI,60,MOLINA ONOFA LUIS FERNANDO
SI,62,TENEZACA LOPEZ MABEL MICHELL
SI,64,VERA FLORES WENDY VANESSA
SI,66,VILLALVA MIRANDA LIRA DE LA PAZ
SI,67,VITERI GUALINGA CARLOS ELOY
SI,69,GUAMBA DÍAZ NANCY JEANNETH
SI,71,ANDRADE MUÑOZ WILMA PIEDAD
SI,74,BERNAL BERNAL ESTEBAN REMIGIO
SI,77,GUEVARA LOZADA FLERIDA YOVANA
SI,81,CAMPAIN BRAMBILLA RINA ASUNCIÓN
SI,82,CAMPOVERDE ROBLES EMILIO ABSALÓN
SI,83,CARRIÓN MORENO CÉSAR ATAULFO
SI,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
SI,86,YANDÚN POZO CÁSTULO RENÉ
SI,89,CASTANIER JARAMILLO XAVIER HOMERO
SI,90,CELI SANTOS GUILLERMO ALEJANDRO
SI,92,CRUZ VACA JEANNINE DEL CISNE
SI,94,ZAMBRANO VALLE EDUARDO MAURICIO
SI,96,PEÑA ONTANEDA ELIO GERMÁN
SI,100,CURICHUMBI YUPANQUI PEDRO
SI,102,FLORES VÁSQUEZ FERNANDO PATRICIO
SI,105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS
SI,108,DUCHI GUAMÁN MARÍA ENCARNACIÓN
SI,114,LARREÁTEGUI FABARA MARÍA GABRIELA
SI,116,VERA CALDERÓN SILVIA LORENA
SI,119,MUÑOZ ALARCÓN HÉCTOR PATRICIO
SI,120,PACHALA POMA LUIS ALBERTO
SI,121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN
SI,130,PALACIOS MUÑOZ JUAN SEBASTIÁN
SI,132,ROMERO LOAYZA FRANCO SEGUNDO
SI,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
SI,134,SUQUILANDA VALDIVIESO BYRON VINICIO
SI,136,VILLAMAR JÁCOME PEDRO FABRICIO
SI,137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ
ABSTENCION,5,ARIAS RAMÍREZ ALBERTO JESÚS
ABSTENCION,6,SALINAS OCHOA CAMILO AURELIO
ABSTENCION,7,ARTEAGA MUÑOZ KARINA CECILIA
ABSTENCION,8,BENAVIDES ZAMBRANO ZOILA TERESA
ABSTENCION,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
ABSTENCION,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
ABSTENCION,16,CAMBALA MONTECE CARLOS ALBERTO
ABSTENCION,18,CARRIÓN CEVALLOS MARÍA JOSÉ
ABSTENCION,19,TERAN SARZOSA SEGUNDO FAUSTO
ABSTENCION,20,TENORIO VALENCIA CALLETANO
ABSTENCION,21,GREFA AVILEZ FLAVIO PATRICIO
ABSTENCION,24,COROZO AYOVÍ JORGE WILBER
ABSTENCION,31,FLOR GIL BRENDA AZUCENA
ABSTENCION,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
ABSTENCION,38,ASPIAZU INFANTE CARMEN MARJORIE
ABSTENCION,42,COLAMARCO VERA PINUCCIA MAGALY
ABSTENCION,45,OCHOA MORANTE MANUEL ALFREDO
ABSTENCION,48,PEÑA PACHECO XIMENA DEL ROCÍO
ABSTENCION,49,PLAZA CASTILLO LENIN
ABSTENCION,52,QUIJIJE DELGADO LUIS RAFAEL
ABSTENCION,53,QUIÑONEZ OCAMPO JULIO CÉSAR
ABSTENCION,56,SALAZAR CEDEÑO GUADALUPE DOLORES
ABSTENCION,65,VERA RODRÍGUEZ CARLOS ALFREDO
ABSTENCION,72,ZAMBRANO ALCÍVAR MAGDA XIOMARA
ABSTENCION,75,BURBANO MONTENEGRO FÉLIX FERNANDO
ABSTENCION,76,ZAMBRANO CASTRO NORALMA ELIZABETH
ABSTENCION,78,CUCALÓN CAMACHO HENRY EDUARDO
ABSTENCION,80,CALLEJAS BARONA FERNANDO
ABSTENCION,84,ZAMBRANO CHACHA ALBERTO ALEXANDER
ABSTENCION,88,OLLAGUE VALAREZO ZOILA PIEDAD
ABSTENCION,91,CRUZ PROAÑO LUDOVICO ISRAEL
ABSTENCION,97,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR
ABSTENCION,98,
ABSTENCION,99,REYES HIDALGO CRISTINA EUGENIA
ABSTENCION,104,GENDE CALAZACÓN ANGEL MESÍAS
ABSTENCION,107,CANDELL SOTO JAIME ENRIQUE JIMMY
ABSTENCION,109,OLIVO PALLO JAIME FERNANDO
ABSTENCION,110,ROHON HERVAS CÉSAR EDUARDO
ABSTENCION,111,TACLE GARCÍA SAMIA
ABSTENCION,112,TERÁN SALCEDO RAMÓN FORTUNATO
ABSTENCION,113,TORRES TORRES LUIS FERNANDO
ABSTENCION,123,PEÑAFIEL IZQUIERDO EDDY COLÓN
ABSTENCION,124,PUANCHIR PAYASHÑA TITO PEDRO
ABSTENCION,125,ALARCÓN GUILLÍN FREDY OSCAR
ABSTENCION,126,SOLORZANO SARRIA CESAR FAUSTO
ABSTENCION,128,MARÍN LAVAYEN DENNIS GUSTAVO
ABSTENCION,129,ZAMBRANO ORTIZ MARÍA ROBERTA
