asambleista,curul,voto
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CERDA MIRANDA GABRIELA PAMELA,21,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
ESPÍN REYES EUGENIA SOFÍA,29,AUSENTE
LLORET VALDIVIESO JUAN CRISTÓBAL,39,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,51,AUSENTE
MOLINA ONOFA LUIS FERNANDO,60,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,70,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,AUSENTE
ZAMBRANO VALLE EDUARDO MAURICIO,94,AUSENTE
SERRANO SALGADO JOSÉ RICARDO,3,SI
MONTESDEOCA PALACIOS JOSÉ DANIEL,7,SI
BERGMANN REYNA CARLOS ALBERTO,9,SI
COLLAGUAZO RODRIGO,10,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,SI
VALLEJO JARAMILLO NORMA MARLENE,19,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,SI
TORRES TORRES EURO IGNACIO,23,SI
COROZO AYOVÍ JORGE WILBER,24,SI
FLOR GIL BRENDA AZUCENA,31,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,SI
PEÑA PACHECO XIMENA DEL ROCÍO,48,SI
PLAZA CASTILLO LENIN,49,SI
ANDRADE VILLAPRADO NELLY LISSETH,50,SI
SÁNCHEZ REYES MONTGOMERY,59,SI
VELIN CORTÉS JUAN PABLO,63,SI
VERA RODRÍGUEZ CARLOS ALFREDO,65,SI
YUNDA MACHADO JORGE HOMERO,69,SI
PESANTEZ SALTO DIANA ELIZABETH,71,SI
ASÁN WONSANG JOSÉ FRANCISCO,72,SI
ASTUDILLO LOOR LINA GLORIA,74,SI
BURBANO MONTENEGRO FÉLIX FERNANDO,75,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,76,SI
AZUERO RODAS ELISEO ALEXIS,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
SERRANO VITERI MERCEDES MARITZA,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,SI
JÁTIVA MARTÍNEZ BLANCA RUTH,86,SI
UGARTE HENRÍQUEZ JOSÉ FERNANDO,87,SI
KRONFLE KOZHAYA HENRY FABIÁN,88,SI
CASTANIER JARAMILLO XAVIER HOMERO,89,SI
CELI SANTOS GUILLERMO ALEJANDRO,90,SI
CRUZ PROAÑO LUDOVICO ISRAEL,91,SI
CRUZ VACA JEANNINE DEL CISNE,92,SI
CUESTA ORELLANA MARÍA DE LOURDES,93,SI
CADENA HUERTAS FRANCISCO JAVIER,95,SI
PEÑA ONTANEDA ELIO GERMÁN,96,SI
MONTAÑO GUISAMANO MAYRA MIGDONIA,97,SI
MUENTES ALVARADO PABLO ANDRES,98,SI
REYES HIDALGO CRISTINA EUGENIA,99,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
DONOSO CHIRIBOGA PATRICIO,101,SI
FLORES VÁSQUEZ FERNANDO PATRICIO,102,SI
GALARZA AÑAZCO ANA MERCEDES,103,SI
GENDE CALAZACÓN ANGEL MESÍAS,104,SI
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,SI
ZAMBRANO VERA MARIANO,106,SI
CANDELL SOTO JAIME ENRIQUE JIMMY,107,SI
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,SI
OLIVO PALLO JAIME FERNANDO,109,SI
ROHON HERVAS CÉSAR EDUARDO,110,SI
TACLE GARCÍA SAMIA,111,SI
GARCÍA ESPINEL KERLY BEATRIZ,112,SI
TORRES TORRES LUIS FERNANDO,113,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
CARBO AGUIRRE JONATHAN ALEXI,115,SI
MINCHALA MURILLO RÓMULO MARCELO,116,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,SI
PACHALA POMA LUIS ALBERTO,120,SI
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,SI
CUESTA CONCARI MARÍA MERCEDES,122,SI
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,SI
PUANCHIR PAYASHÑA TITO PEDRO,124,SI
ALARCÓN GUILLÍN FREDY OSCAR,125,SI
BOHÓRQUEZ PANTOJA VALERIA DEL CARMEN,126,SI
UGARTE GUZMÁN BLANCA ROSANA,127,SI
VINTIMILLA MOSCOSO PAOLA,128,SI
ZAMBRANO ORTIZ MARÍA ROBERTA,129,SI
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,SI
PAREDES TORRES WASHINGTON ARTURO,131,SI
ROMERO LOAYZA FRANCO SEGUNDO,132,SI
SIMBAÑA VILLARREAL ABDÓN MARCELO,133,SI
SUQUILANDA VALDIVIESO BYRON VINICIO,134,SI
VERA MENDOZA TANLLY JANELA,135,SI
VILLAMAR JÁCOME PEDRO FABRICIO,136,SI
YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,SI
CALLE VERZOZI HERMUY,15,NO
CAMBALA MONTECE CARLOS ALBERTO,16,NO
CUESTA RÍOS LIUBA ELISA,25,NO
AGUALSACA GUAMAN JOSE CLEMENTE,54,NO
AGUIÑAGA VALLEJO PAOLA MARCELA,1,ABSTENCION
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,ABSTENCION
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,ABSTENCION
ARIAS RAMÍREZ ALBERTO JESÚS,5,ABSTENCION
YELA ACOSTA WERNER ANTONIO,6,ABSTENCION
BENAVIDES ZAMBRANO ZOILA TERESA,8,ABSTENCION
CÁRDENAS ESPINOZA JUAN JORGE,17,ABSTENCION
EGAS LEDESMA JOSÉ ANTONIO,18,ABSTENCION
CHALÁ CRUZ JOSÉ FRANKLIN,22,ABSTENCION
DOUMET CHEDRAUI MICHEL ANDRÉS,27,ABSTENCION
DURÁN AGUILAR LILIANA ELIZABETH,28,ABSTENCION
ESPINOSA ANDRADE AUGUSTO XAVIER,30,ABSTENCION
GARCÍA GAIBOR CARMEN MERCEDES,32,ABSTENCION
GARCÍA POZO DIEGO OSWALDO,33,ABSTENCION
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,ABSTENCION
HOLGUÍN NARANJO MARCELA PRISCILA,37,ABSTENCION
LITARDO CAICEDO CÉSAR ERNESTO,38,ABSTENCION
MARÍN AGUIRRE ANA BELÉN,40,ABSTENCION
COLAMARCO VERA PINUCCIA MAGALY,42,ABSTENCION
