curul,asambleista,voto
26,CHAVEZ CANALES HOLGER EZEQUIEL,AUSENTE
40,GONZALEZ SERRANO MIRYAM CATARINA,AUSENTE
49,JEREZ PILLA BETTY MARICELA,AUSENTE
64,PEÑA CARRASCO DIANA LUCIA,AUSENTE
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,AUSENTE
75,CASTILLO VIVANCO JOSE BOLIVAR,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
83,ACACHO GONZALEZ PEPE LUIS,AUSENTE
99,PACHECO ORDOÑEZ BAYRON EDUARDO,AUSENTE
109,VELIZ BRIONES JOSE FELIX,AUSENTE
117,PAEZ BENALCAZAR ANDRES TARQUINO,AUSENTE
135,TERAN SALCEDO JONNY ENRIQUE,AUSENTE
74,AGUILAR TORRES MANUEL RAMIRO,SI
80,BUSTOS CHILIQUINGA ARCADIO,SI
81,CANALES PROAÑO ELVIRA MARCHIE,SI
82,YANDUN POZO CASTULO RENE,SI
89,FIERRO OVIEDO PACO,SI
90,JIMENEZ CABRERA JOSE CLEVER,SI
91,YANZA MANUEL,SI
92,UMAGINGA GUAMAN CESAR,SI
93,TIBAN GUALA LOURDES LICENIA,SI
100,GUTIERREZ BORBUA FAUSTO GILMAR,SI
101,AUQUILLA ORTEGA RAUL VICENTE,SI
102,CHICAIZA TOAPANTA WILSON ALFONSO,SI
103,DONOSO CHIRIBOGA PATRICIO,SI
104,MONCAYO CEVALLOS JOSE RICARDO,SI
105,BUCARAM PULLEY ABDALA JAIME,SI
113,POSSO SALGADO LUIS ANTONIO,SI
114,SOLORZANO SARRIA CESAR FAUSTO,SI
115,MONTAÑO VALENCIA MAE,SI
116,MORETA PANCHEZ MIGUEL ANGEL,SI
118,SALGADO RIVADENEIRA DIEGO,SI
119,CHICA PAVEL,SI
120,TORRES TORRES LUIS FERNANDO,SI
129,URIBE LOPEZ FANNY ESTHER,SI
130,TAPIA LOMBEYDA LUIS FERNANDO,SI
131,POVEDA SALTOS YENNY MARIA,SI
132,REYES HIDALGO CRISTINA EUGENIA,SI
133,TACLE GALARRAGA MOISES FERNANDO,SI
134,ROMERO LOAYZA FRANCO SEGUNDO,SI
136,VITERI JIMENEZ CYNTHIA,SI
137,MARTILLO GUERRERO PEDRO ANDRES,SI
1,ABAD VELEZ RAUL,NO
3,AGUILAR PLACIDO ARMANDO,NO
4,HAGO CELI FRANCISCO WAIKING,NO
7,ALCIVAR MERA FELIX ANDRES,NO
8,MUÑOZ VICUÑA MARIANGEL,NO
11,RIVAS ALAVA ELIANA LISSET,NO
12,ARREGUI RUEDA MARCIA CECILIA,NO
