asambleista,curul,voto
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CALLE VERZOZI HERMUY,15,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
DURÁN AGUILAR LILIANA ELIZABETH,28,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,51,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
VERA RODRÍGUEZ CARLOS ALFREDO,65,AUSENTE
GALARZA AÑAZCO ANA MERCEDES,103,AUSENTE
CANDELL SOTO JAIME ENRIQUE JIMMY,107,AUSENTE
TAIANO BASANTE VICENTE GIOVANNY,111,AUSENTE
MINCHALA MURILLO RÓMULO MARCELO,116,AUSENTE
UGARTE GUZMÁN BLANCA ROSANA,127,AUSENTE
SIMBAÑA VILLARREAL ABDÓN MARCELO,133,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,SI
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
ARIAS RAMÍREZ ALBERTO JESÚS,5,SI
ARREGUI RUEDA MARCIA CECILIA,6,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
MORENO INTRIAGO MARIA LUISA,9,SI
BONILLA SALCEDO VIVIANA,10,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
DELGADO ORLANDO CÉSAR ANTONIO,14,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
VALLEJO JARAMILLO NORMA MARLENE,19,SI
TENORIO VALENCIA CALLETANO,20,SI
CERDA MIRANDA GABRIELA PAMELA,21,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,SI
