voto,curul,asambleista
AUSENTE,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
AUSENTE,5,ARIAS RAMÍREZ ALBERTO JESÚS
AUSENTE,7,ARTEAGA MUÑOZ KARINA CECILIA
AUSENTE,8,BENAVIDES ZAMBRANO ZOILA TERESA
AUSENTE,9,BERGMANN REYNA CARLOS ALBERTO
AUSENTE,11,CASANOVA CEPEDA XAVIER IVAN
AUSENTE,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
AUSENTE,14,CADENA VÉLEZ KARLA GABRIELA
AUSENTE,19,TERÁN SARZOSA SEGUNDO FAUSTO
AUSENTE,20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
AUSENTE,21,GREFA AVILEZ FLAVIO PATRICIO
AUSENTE,23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO
AUSENTE,26,CUESTA SANTANA ESTHER ADELINA
AUSENTE,27,DOUMET CHEDRAUI MICHEL ANDRÉS
AUSENTE,31,FLOR GIL BRENDA AZUCENA
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,47,BUSTAMANTE GARCÍA JUAN FRANCISCO
AUSENTE,50,ANDRADE VILLAPRADO NELLY LISSETH
AUSENTE,53,QUIÑONEZ OCAMPO JULIO CÉSAR
AUSENTE,56,SALAZAR CEDEÑO GUADALUPE DOLORES
AUSENTE,59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA
AUSENTE,68,YAR ARAUJO JUAN CARLOS
AUSENTE,73,AUQUILLA ORTEGA RAÚL VICENTE
AUSENTE,84,ZAMBRANO CHACHA ALBERTO ALEXANDER
AUSENTE,86,YANDÚN POZO CÁSTULO RENÉ
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,101,DONOSO CHIRIBOGA PATRICIO
AUSENTE,107,CANDELL SOTO JAIME ENRIQUE JIMMY
AUSENTE,108,CASTRO MAYANCELA MANUEL MARÍA
AUSENTE,111,TAIANO BASANTE VICENTE GIOVANNY
AUSENTE,115,SALTOS MOREIRA DIANA GABRIELA
AUSENTE,116,VERA CALDERÓN SILVIA LORENA
AUSENTE,118,MORENO GUERRERO HENRY FREDY
AUSENTE,124,PUANCHIR PAYASHÑA TITO PEDRO
AUSENTE,127,ALMEYDA JALIL VICENTE FERNANDO
AUSENTE,129,ESTUPIÑÁN ORTIZ BORIS EFRÉN
AUSENTE,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
AUSENTE,134,SUQUILANDA VALDIVIESO BYRON VINICIO
AUSENTE,135,VERA MENDOZA TANLLY JANELA
AUSENTE,136,VILLAMAR JÁCOME PEDRO FABRICIO
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,3,SERRANO SALGADO JOSÉ RICARDO
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,10,COLLAGUAZO RODRIGO
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,15,CALLE VERZOZI HERMUY
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,18,EGAS LEDESMA JOSÉ ANTONIO
SI,22,CHALÁ CRUZ JOSÉ FRANKLIN
SI,24,COROZO AYOVÍ JORGE WILBER
SI,25,SUAREZ HUAYAMAVE CARLOS ALBERTO
SI,28,DURÁN AGUILAR LILIANA ELIZABETH
SI,29,ALEAGA SANTOS RONNY XAVIER
SI,30,ESPINOSA ANDRADE AUGUSTO XAVIER
SI,32,GARCÍA GAIBOR CARMEN MERCEDES
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,34,GARZÓN RICAURTE WILLIAM ANTONIO
SI,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
SI,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,38,LITARDO CAICEDO CÉSAR ERNESTO
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,41,MELO GARZÓN ESTEBAN ANDRÉS
SI,42,COLAMARCO VERA PINUCCIA MAGALY
SI,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,45,OCHOA MORANTE MANUEL ALFREDO
SI,46,ORELLANA ROMÁN ROSA GINA
SI,48,PEÑA PACHECO XIMENA DEL ROCÍO
SI,49,PLAZA CASTILLO LENIN
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,52,QUIJIJE DELGADO LUIS RAFAEL
SI,54,AGUALSACA GUAMAN JOSE CLEMENTE
SI,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,58,SAMANIEGO MAIGUA FRANKLIN OMAR
SI,60,ALEMÁN MARMOL MÓNICA ROCÍO
SI,61,SOLIZ CARRIÓN DORIS JOSEFINA
SI,62,VALLE PINARGOTE BAIRON LEONARDO
SI,63,VELIN CORTÉS JUAN PABLO
SI,64,VERA FLORES WENDY VANESSA
