curul,asambleista,voto
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,AUSENTE
3,SERRANO SALGADO JOSÉ RICARDO,AUSENTE
5,ARIAS RAMÍREZ ALBERTO JESÚS,AUSENTE
8,BENAVIDES ZAMBRANO ZOILA TERESA,AUSENTE
10,BONILLA SALCEDO VIVIANA,AUSENTE
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,AUSENTE
18,CARRIÓN CEVALLOS MARÍA JOSÉ,AUSENTE
24,COROZO AYOVÍ JORGE WILBER,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
27,DOUMET CHEDRAUI MICHEL ANDRÉS,AUSENTE
28,DURÁN AGUILAR LILIANA ELIZABETH,AUSENTE
31,FLOR GIL BRENDA AZUCENA,AUSENTE
34,GARZÓN RICAURTE WILLIAM ANTONIO,AUSENTE
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,AUSENTE
38,LITARDO CAICEDO CÉSAR ERNESTO,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
45,OCHOA MORANTE MANUEL ALFREDO,AUSENTE
46,ORELLANA ROMÁN ROSA GINA,AUSENTE
47,BUSTAMANTE GARCÍA JUAN FRANCISCO,AUSENTE
48,PEÑA PACHECO XIMENA DEL ROCÍO,AUSENTE
49,PLAZA CASTILLO LENIN,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
53,RODRÍGUEZ CEDEÑO ROSA ELENA,AUSENTE
56,SALAZAR CEDEÑO GUADALUPE DOLORES,AUSENTE
57,SALGADO ANDRADE SILVIA BETZABETH,AUSENTE
65,VERA RODRÍGUEZ CARLOS ALFREDO,AUSENTE
68,YAR ARAUJO JUAN CARLOS,AUSENTE
71,ANDRADE MUÑOZ WILMA PIEDAD,AUSENTE
73,AUQUILLA ORTEGA RAÚL VICENTE,AUSENTE
74,ASTUDILLO LOOR LINA GLORIA,AUSENTE
75,BURBANO MONTENEGRO FÉLIX FERNANDO,AUSENTE
76,ZAMBRANO CASTRO NORALMA ELIZABETH,AUSENTE
79,INTRIAGO ZAMBRANO FAUSTO PATRICIO,AUSENTE
80,CALLEJAS BARONA FERNANDO,AUSENTE
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,AUSENTE
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,AUSENTE
86,YANDÚN POZO CÁSTULO RENÉ,AUSENTE
90,CELI SANTOS GUILLERMO ALEJANDRO,AUSENTE
96,PEÑA ONTANEDA ELIO GERMÁN,AUSENTE
99,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
101,DONOSO CHIRIBOGA PATRICIO,AUSENTE
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,AUSENTE
107,CANDELL SOTO JAIME ENRIQUE JIMMY,AUSENTE
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,AUSENTE
109,OLIVO PALLO JAIME FERNANDO,AUSENTE
113,TORRES COBO LUIS ESTEBAN,AUSENTE
122,CUESTA CONCARI MARÍA MERCEDES,AUSENTE
132,ROMERO LOAYZA FRANCO SEGUNDO,AUSENTE
133,SIMBAÑA VILLARREAL ABDÓN MARCELO,AUSENTE
136,VILLAMAR JÁCOME PEDRO FABRICIO,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,SI
9,BERGMANN REYNA CARLOS ALBERTO,SI
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,SI
14,CADENA VÉLEZ KARLA GABRIELA,SI
15,CALLE VERZOZI HERMUY,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
22,CHALÁ CRUZ JOSÉ FRANKLIN,SI
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,SI
26,CUESTA SANTANA ESTHER ADELINA,SI
29,ALEAGA SANTOS RONNY XAVIER,SI
30,ESPINOSA ANDRADE AUGUSTO XAVIER,SI
32,GARCÍA GAIBOR CARMEN MERCEDES,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
39,DELGADO ORELLANA SUSANA DEL CARMEN,SI
41,MELO GARZÓN ESTEBAN ANDRÉS,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
50,POMA HERRERA YOFRE MARTÍN,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,SI
58,SAMANIEGO MAIGUA FRANKLIN OMAR,SI
