voto,curul,asambleista
AUSENTE,2,JUCA SALAZAR MERCEDES DEL ROCÍO
AUSENTE,6,SALINAS OCHOA CAMILO AURELIO
AUSENTE,7,ARTEAGA MUÑOZ KARINA CECILIA
AUSENTE,10,BONILLA SALCEDO VIVIANA
AUSENTE,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
AUSENTE,15,CALLE VERZOZI HERMUY
AUSENTE,25,CUESTA RÍOS LIUBA ELISA
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,29,ESPÍN REYES EUGENIA SOFÍA
AUSENTE,32,GARCÍA GAIBOR CARMEN MERCEDES
AUSENTE,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
AUSENTE,37,HOLGUÍN NARANJO MARCELA PRISCILA
AUSENTE,38,LITARDO CAICEDO CÉSAR ERNESTO
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,41,MELO GARZÓN ESTEBAN ANDRÉS
AUSENTE,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
AUSENTE,50,POMA HERRERA YOFRE MARTÍN
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,58,SAMANIEGO MAIGUA FRANKLIN OMAR
AUSENTE,59,SÁNCHEZ REYES MONTGOMERY
AUSENTE,61,PEÑA BERNAL JOAQUÍN ANTONIO
AUSENTE,69,YUNDA MACHADO JORGE HOMERO
AUSENTE,70,LOOR ALCÍVAR LEXI LIDUVINA
AUSENTE,73,AUQUILLA ORTEGA RAÚL VICENTE
AUSENTE,89,CASTANIER JARAMILLO XAVIER HOMERO
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,93,CUESTA ORELLANA MARÍA DE LOURDES
AUSENTE,100,CURICHUMBI YUPANQUI PEDRO
AUSENTE,102,FLORES VÁSQUEZ FERNANDO PATRICIO
AUSENTE,103,GALARZA AÑAZCO ANA MERCEDES
AUSENTE,109,OLIVO PALLO JAIME FERNANDO
AUSENTE,111,TACLE GARCÍA SAMIA
AUSENTE,126,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,134,SUQUILANDA VALDIVIESO BYRON VINICIO
AUSENTE,136,VILLAMAR JÁCOME PEDRO FABRICIO
AUSENTE,137,PADILLA SIERRA MAGGIE DOLORES
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,8,BENAVIDES ZAMBRANO ZOILA TERESA
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
SI,12,HIDALGO JARAMILLO EDITH MARLENE
SI,14,CADENA VÉLEZ KARLA GABRIELA
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
SI,21,CERDA MIRANDA GABRIELA PAMELA
SI,22,CHALÁ CRUZ JOSÉ FRANKLIN
SI,26,CUESTA SANTANA ESTHER ADELINA
SI,30,ESPINOSA ANDRADE AUGUSTO XAVIER
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,60,ALEMÁN MARMOL MÓNICA ROCÍO
SI,62,VALLE PINARGOTE BAIRON LEONARDO
SI,64,VERA FLORES WENDY VANESSA
SI,66,VILLALVA MIRANDA LIRA DE LA PAZ
