curul,asambleista,voto
30,DE LA CRUZ BERNARDO HERMAN ULISES,AUSENTE
32,PIÑAN CAJAS MARIA ALEGRIA,AUSENTE
39,MACAS JOSE LUIS,AUSENTE
43,JARAMILLO RODRIGUEZ VICTOR HUGO,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
76,RODRIGUEZ DELGADO MARIA VERONICA,AUSENTE
80,BUSTOS CHILIQUINGA ARCADIO,AUSENTE
85,MOYA DUQUE HERMAN ANIBAL,AUSENTE
87,SOLANO MORENO ALEX FABIAN,AUSENTE
93,TIBAN GUALA LOURDES LICENIA,AUSENTE
109,VELEZ MARLENE MARGARITA,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
116,MORETA PANCHEZ MIGUEL ANGEL,AUSENTE
117,PAEZ BENALCAZAR ANDRES TARQUINO,AUSENTE
126,ZAMBRANO CASTRO NORALMA ELIZABETH,AUSENTE
137,KRONFLE GOMEZ MARIA CRISTINA,AUSENTE
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
4,MACHUCA MOSCOSO LINDA MARICELA,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
9,GUEVARA ALVARADO MARGARITA BEATRIZ,SI
10,VITERI LOPEZ CHRISTIAN HUMBERTO,SI
11,ARIAS RAMIREZ ALBERTO JESUS,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
20,CARRILLO BETTY,SI
21,CARRION MARIA JOSE,SI
