curul,asambleista,voto
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,AUSENTE
3,SERRANO SALGADO JOSÉ RICARDO,AUSENTE
5,ARIAS RAMÍREZ ALBERTO JESÚS,AUSENTE
7,ARTEAGA MUÑOZ KARINA CECILIA,AUSENTE
8,MARQUEZ LOPEZ JOSE LENIN,AUSENTE
9,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
10,BONILLA SALCEDO VIVIANA,AUSENTE
14,CADENA VÉLEZ KARLA GABRIELA,AUSENTE
18,CARRIÓN CEVALLOS MARÍA JOSÉ,AUSENTE
19,TERÁN SARZOSA SEGUNDO FAUSTO,AUSENTE
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
26,CUESTA SANTANA ESTHER ADELINA,AUSENTE
27,DOUMET CHEDRAUI MICHEL ANDRÉS,AUSENTE
29,ALEAGA SANTOS RONNY XAVIER,AUSENTE
31,FLOR GIL BRENDA AZUCENA,AUSENTE
34,GARZÓN RICAURTE WILLIAM ANTONIO,AUSENTE
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,AUSENTE
38,LITARDO CAICEDO CÉSAR ERNESTO,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
53,RODRÍGUEZ CEDEÑO ROSA ELENA,AUSENTE
58,SAMANIEGO MAIGUA FRANKLIN OMAR,AUSENTE
59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,AUSENTE
60,ALEMÁN MARMOL MÓNICA ROCÍO,AUSENTE
65,VERA RODRÍGUEZ CARLOS ALFREDO,AUSENTE
70,LOOR ALCÍVAR LEXI LIDUVINA,AUSENTE
72,ZAMBRANO ALCÍVAR MAGDA XIOMARA,AUSENTE
79,SERRANO VITERI MERCEDES MARITZA,AUSENTE
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
95,CADENA HUERTAS FRANCISCO JAVIER,AUSENTE
107,CANDELL SOTO JAIME ENRIQUE JIMMY,AUSENTE
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,AUSENTE
111,TAIANO BASANTE VICENTE GIOVANNY,AUSENTE
114,LARREÁTEGUI FABARA MARÍA GABRIELA,AUSENTE
116,VERA CALDERÓN SILVIA LORENA,AUSENTE
120,PACHALA POMA LUIS ALBERTO,AUSENTE
123,PEÑAFIEL IZQUIERDO EDDY COLÓN,AUSENTE
126,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
127,ALMEYDA JALIL VICENTE FERNANDO,AUSENTE
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,AUSENTE
136,VILLAMAR JÁCOME PEDRO FABRICIO,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,SI
6,ARREGUI RUEDA MARCIA CECILIA,SI
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,SI
15,CALLE VERZOZI HERMUY,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
22,CHALÁ CRUZ JOSÉ FRANKLIN,SI
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,SI
28,DURÁN AGUILAR LILIANA ELIZABETH,SI
30,ESPINOSA ANDRADE AUGUSTO XAVIER,SI
32,GARCÍA GAIBOR CARMEN MERCEDES,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
39,LLORET VALDIVIESO JUAN CRISTÓBAL,SI
41,MELO GARZÓN ESTEBAN ANDRÉS,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
50,POMA HERRERA YOFRE MARTÍN,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,SI
57,SALGADO ANDRADE SILVIA BETZABETH,SI
61,SOLIZ CARRIÓN DORIS JOSEFINA,SI
62,VALLE PINARGOTE BAIRON LEONARDO,SI
63,VELIN CORTÉS JUAN PABLO,SI
64,VERA FLORES WENDY VANESSA,SI
66,VILLALVA MIRANDA LIRA DE LA PAZ,SI
67,VITERI GUALINGA CARLOS ELOY,SI
69,GUAMBA DÍAZ NANCY JEANNETH,SI
71,ANDRADE MUÑOZ WILMA PIEDAD,SI
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,SI
