102,asambleista,curul,total si,voto
,ACERO LANCHIMBA ESTHELA LILIANA,2,,AUSENTE
,ALCIVAR MERA FELIX ANDRES,7,,AUSENTE
,MUÑOZ VICUÑA MARIANGEL,8,,AUSENTE
,CHAVEZ CANALES HOLGER EZEQUIEL,26,,AUSENTE
,MENDOZA DANIEL ISAAC,37,,AUSENTE
,GONZALEZ SERRANO MIRYAM CATARINA,40,,AUSENTE
,HURTADO ANGULO IVAN JACINTO,47,,AUSENTE
,ALVARADO CARRION ROSANA,59,,AUSENTE
,CASTILLO VIVANCO JOSE BOLIVAR,75,,AUSENTE
,BUSTOS CHILIQUINGA ARCADIO,80,,AUSENTE
,SANMIGUEL PALACIOS GINA ZITA,85,,AUSENTE
,SOLANO MORENO ALEX FABIAN,87,,AUSENTE
,JIMENEZ CABRERA JOSE CLEVER,90,,AUSENTE
,BUCARAM PULLEY ABDALA JAIME,105,,AUSENTE
,VELIZ BRIONES JOSE FELIX,109,,AUSENTE
,KRONFLE GOMEZ MARIA CRISTINA,137,,AUSENTE
,ABAD VELEZ RAUL,1,,SI
,LANDAZURI OLMEDO LUDIS CUAUDINA,3,,SI
,HAGO CELI FRANCISCO WAIKING,4,,SI
,ORTIZ LARA LEONARDO,5,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6,,SI
,ANDINO REINOSO MAURO EDMUNDO,9,,SI
,ARCE PLUAS ALEXANDRA MANUELA,10,,SI
,RIVAS ALAVA ELIANA LISSET,11,,SI
,ARREGUI RUEDA MARCIA CECILIA,12,,SI
,MARQUEZ LOPEZ JOSE LENIN,13,,SI
,BERGMANN REYNA CARLOS ALBERTO,14,,SI
,BORJA PEREZ GALO,15,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,16,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,SI
,CALDERON SALTOS RICHARD OSWALDO,18,,SI
,CALLE ANDRADE MARIA AUGUSTA,19,,SI
,TOALOMBO CHIMBORAZO JOSE SEGUNDO,20,,SI
,CARRION MARIA JOSE,21,,SI
,CAJAS LARA SUSANA VALERIA,22,,SI
,BRAVO RAMIREZ MARIA LORENA,23,,SI
