curul,asambleista,voto
6,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
7,ARTEAGA MUÑOZ KARINA CECILIA,AUSENTE
8,BENAVIDES ZAMBRANO ZOILA TERESA,AUSENTE
9,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,AUSENTE
14,CADENA VÉLEZ KARLA GABRIELA,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
26,CUESTA SANTANA ESTHER ADELINA,AUSENTE
34,GARZÓN RICAURTE WILLIAM ANTONIO,AUSENTE
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,AUSENTE
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,AUSENTE
40,MARÍN AGUIRRE ANA BELÉN,AUSENTE
41,MELO GARZÓN ESTEBAN ANDRÉS,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
46,ORELLANA ROMÁN ROSA GINA,AUSENTE
50,ANDRADE VILLAPRADO NELLY LISSETH,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
53,RODRÍGUEZ CEDEÑO ROSA ELENA,AUSENTE
54,AGUALSACA GUAMAN JOSE CLEMENTE,AUSENTE
56,SALAZAR CEDEÑO GUADALUPE DOLORES,AUSENTE
59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,AUSENTE
61,PEÑA BERNAL JOAQUÍN ANTONIO,AUSENTE
65,VERA RODRÍGUEZ CARLOS ALFREDO,AUSENTE
68,YAR ARAUJO JUAN CARLOS,AUSENTE
73,AUQUILLA ORTEGA RAÚL VICENTE,AUSENTE
75,BURBANO MONTENEGRO FÉLIX FERNANDO,AUSENTE
76,ZAMBRANO CASTRO NORALMA ELIZABETH,AUSENTE
77,AZUERO RODAS ELISEO ALEXIS,AUSENTE
79,SERRANO VITERI MERCEDES MARITZA,AUSENTE
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,AUSENTE
87,HENRÍQUEZ JAIME PATRICIA IVONNE,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
93,CUESTA ORELLANA MARÍA DE LOURDES,AUSENTE
97,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,AUSENTE
103,VERDEZOTO REINOSO ROSA ISABEL,AUSENTE
106,ZAMBRANO VERA MARIANO,AUSENTE
107,CANDELL SOTO JAIME ENRIQUE JIMMY,AUSENTE
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,AUSENTE
116,VERA CALDERÓN SILVIA LORENA,AUSENTE
121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,AUSENTE
122,CUESTA CONCARI MARÍA MERCEDES,AUSENTE
128,MARÍN LAVAYEN DENNIS GUSTAVO,AUSENTE
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,AUSENTE
131,PAREDES TORRES WASHINGTON ARTURO,AUSENTE
132,ROMERO LOAYZA FRANCO SEGUNDO,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,SI
3,CEVALLOS GUEVARA LESLIE MARCELA,SI
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,SI
5,ARIAS RAMÍREZ ALBERTO JESÚS,SI
10,COLLAGUAZO RODRIGO,SI
11,CASANOVA CEPEDA XAVIER IVAN,SI
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,SI
15,CALLE VERZOZI HERMUY,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
18,CARRIÓN CEVALLOS MARÍA JOSÉ,SI
19,TERÁN SARZOSA SEGUNDO FAUSTO,SI
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
22,CHALÁ CRUZ JOSÉ FRANKLIN,SI
24,COROZO AYOVÍ JORGE WILBER,SI
27,DOUMET CHEDRAUI MICHEL ANDRÉS,SI
28,DURÁN AGUILAR LILIANA ELIZABETH,SI
29,ALEAGA SANTOS RONNY XAVIER,SI
30,ESPINOSA ANDRADE AUGUSTO XAVIER,SI
31,FLOR GIL BRENDA AZUCENA,SI
32,GARCÍA GAIBOR CARMEN MERCEDES,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
39,DELGADO ORELLANA SUSANA DEL CARMEN,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
45,OCHOA MORANTE MANUEL ALFREDO,SI
47,BUSTAMANTE GARCÍA JUAN FRANCISCO,SI
48,PEÑA PACHECO XIMENA DEL ROCÍO,SI
49,PLAZA CASTILLO LENIN,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,SI
57,SALGADO ANDRADE SILVIA BETZABETH,SI
58,SAMANIEGO MAIGUA FRANKLIN OMAR,SI
60,ALEMÁN MARMOL MÓNICA ROCÍO,SI
62,VALLE PINARGOTE BAIRON LEONARDO,SI
63,VELIN CORTÉS JUAN PABLO,SI
64,VERA FLORES WENDY VANESSA,SI
66,VILLALVA MIRANDA LIRA DE LA PAZ,SI
67,CHACTONG VELASCO MARTHA XIMENA,SI
69,GUAMBA DÍAZ NANCY JEANNETH,SI
70,LOOR ALCÍVAR LEXI LIDUVINA,SI
71,ANDRADE MUÑOZ WILMA PIEDAD,SI
72,ALMEIDA ALARCÓN KAREM MICHELLE,SI
74,ASTUDILLO LOOR LINA GLORIA,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
80,CALLEJAS BARONA FERNANDO,SI
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,SI
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,SI
83,CARRIÓN MORENO CÉSAR ATAULFO,SI
84,VEGAY JIPA LUZ AIDA,SI
86,YANDÚN POZO CÁSTULO RENÉ,SI
88,KRONFLE KOZHAYA HENRY FABIÁN,SI
89,CASTANIER JARAMILLO XAVIER HOMERO,SI
90,LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,SI
91,CRUZ PROAÑO LUDOVICO ISRAEL,SI
94,ALAY SÁNCHEZ XIOMARA LUCÍA,SI
95,CADENA HUERTAS FRANCISCO JAVIER,SI
96,PEÑA ONTANEDA ELIO GERMÁN,SI
98,CALDERÓN CHANCAY DORIS DAISY,SI
99,LLANES SUAREZ HENRY MANUEL,SI
100,CURICHUMBI YUPANQUI PEDRO,SI
101,DONOSO CHIRIBOGA PATRICIO,SI
