asambleista,curul,voto
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,AUSENTE
RIVAS ALAVA ELIANA LISSET,11,AUSENTE
BRAVO RAMIREZ MARIA LORENA,23,AUSENTE
CUESTA RIOS LIUBA ELISA,29,AUSENTE
PALACIOS CESAR,33,AUSENTE
GALVAN GRACIA MARIA ESPERANZA,36,AUSENTE
MENDOZA DANIEL ISAAC,37,AUSENTE
GUAMAN CASTRO ALEX FRANCISCO,41,AUSENTE
GUAMANGATE ANTE LUIS GILBERTO,42,AUSENTE
MORAN AMALIA,47,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
ARIAS FERNANDEZ VERONICA ELIZABETH,75,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
ACACHO GONZALEZ PEPE LUIS,83,AUSENTE
DIAZ COKA MARIA GABRIELA,88,AUSENTE
ORELLANA MARQUINEZ MAGALI MARGOT,91,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
GUTIERREZ BORBUA FAUSTO GILMAR,100,AUSENTE
VICUÑA MUÑOZ MARIA ALEJANDRA,111,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
TORRES TORRES LUIS FERNANDO,120,AUSENTE
PONCE RUBIO ELVIA AZUCENA,122,AUSENTE
URIBE LOPEZ FANNY ESTHER,129,AUSENTE
CUCALON CAMACHO HENRY EDUARDO,131,AUSENTE
KRONFLE GOMEZ MARIA CRISTINA,137,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
HAGO CELI FRANCISCO WAIKING,4,SI
AGUIRRE HIDALGO DORA ANADELA,5,SI
