asambleista,curul,voto
ANDINO REINOSO MAURO EDMUNDO,9,AUSENTE
VITERI LOPEZ CHRISTIAN HUMBERTO,10,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,14,AUSENTE
BARRIGA ROCIO,15,AUSENTE
PIÑAN CAJAS MARIA ALEGRIA,32,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
GUDIÑO MENA ZOBEIDA GUISELA,43,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
RIVERO DOGUER ANGEL ARMANDO,71,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
ARGUELLO TROYA BLANCA AZUCENA,107,AUSENTE
CHICA ARTEAGA GUNTARD PAVEL,119,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
SERRANO VALLADARES SAADIN ALFREDO,136,AUSENTE
KRONFLE GOMEZ MARIA CRISTINA,137,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,6,SI
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,SI
ORDOÑEZ ALMEIDA FAUSTO EFRAIN,8,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
VILLAMAR CASAL JOSE LEONIDAS,12,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
ANRRANGO ZAMBRANO GERARDO ELIAS,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CASSINELLI CALI JUAN CARLOS,23,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
OLAYA LIDER,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
DAVILA RAMIREZ BELGICA ELIZABETH,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
GAGLIARDO LOOR GASTON,35,SI
DE LA TORRE RAMIREZ PABLO ANTONIO,36,SI
MENDOZA DANIEL ISAAC,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
GUAMAN CASTRO ALEX FRANCISCO,41,SI
GUAMANGATE ANTE LUIS GILBERTO,42,SI
GUEVARA VILLACRES VERONICA MARGARITA,44,SI
RODAS MARCA CARLOS EDUARDO,45,SI
ISSA WAGNER NICOLAS JOSE,48,SI
JEREZ PILLA BETTY MARICELA,49,SI
JUEZ JUEZ OMAR JUSEPH,50,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
BUENDIA HERDOIZA MARIA SOLEDAD,52,SI
LARRIVA ALVARADO OSCAR OSWALDO,53,SI
LEDESMA ZAMORA OSCAR ALFONSO,54,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,55,SI
MELO GARZON ESTEBAN ANDRES,56,SI
TOBAR NUÑEZ RAUL IGNACIO,57,SI
MUÑOZ AVENDAÑO ROSA ELVIRA,58,SI
ALVARADO CARRION ROSANA,59,SI
OCLES PADILLA ALEXANDRA,60,SI
CAZA TIPANTA HUGO RENE,61,SI
PADRON SAETEROS GLADYS PAULINA,62,SI
BRITO MENDOZA MONICA CRISTINA,63,SI
PEÑA CARRASCO DIANA LUCIA,64,SI
PEÑA PACHECO XIMENA DEL ROCIO,65,SI
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,SI
PONCE LEON XIMENA MERCEDES,67,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,68,SI
FARFAN APONTE RICHARD WILSON,69,SI
RIVERA LOPEZ JOSE GABRIEL,70,SI
MEDINA MERA VICTOR CLEMENTE,72,SI
REINOSO LESCANO MARIA ELIZABETH,73,SI
ARIAS FERNANDEZ VERONICA ELIZABETH,75,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
SUBIA BARREIRO BOLIVAR STALIN,78,SI
ARTEAGA ARTEAGA ZOBEIDA MELINA,79,SI
MATIAS APOLINARIO RITA AZUCENA,81,SI
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,SI
MOYA DUQUE HERMAN ANIBAL,85,SI
SERRANO REYES NELSON ALCIDES,86,SI
SOLANO MORENO ALEX FABIAN,87,SI
DIAZ COKA MARIA GABRIELA,88,SI
TERAN SARZOSA SEGUNDO FAUSTO,94,SI
VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,SI
VALLE PINARGOTE BAIRON LEONARDO,96,SI
VASCONEZ ARTEAGA ANNY MARLLELY,97,SI
VELA CAIZAPANTA ANGEL RAMIRO,98,SI
PACHECO ORDOÑEZ BAYRON EDUARDO,99,SI
VELA CHERONI MARIA SOLEDAD,106,SI
VELASCO ENRIQUEZ CARLOS ALBERTO,108,SI
VELEZ MARLENE MARGARITA,109,SI
VERDUGA CEDEÑO MARY,110,SI
VICUÑA MUÑOZ MARIA ALEJANDRA,111,SI
VILEMA FREIRE ANGEL RAMIRO,112,SI
VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,SI
VITERI GUALINGA CARLOS ELOY,123,SI
MARIN AVILA MAYTE SORAYA,125,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,126,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,127,SI
SERRANO SEGURA GRACE MARISOL,128,SI
URIBE LOPEZ FANNY ESTHER,129,SI
AGUILAR TORRES MANUEL RAMIRO,74,NO
BUSTOS CHILIQUINGA ARCADIO,80,NO
YANDUN POZO CASTULO RENE,82,NO
ACACHO GONZALEZ PEPE LUIS,83,NO
FIERRO OVIEDO PACO,89,NO
ORELLANA MARQUINEZ MAGALI MARGOT,91,NO
UMAJINGA GUAMAN CESAR,92,NO
GUTIERREZ BORBUA FAUSTO GILMAR,100,NO
