asambleista,curul,voto
MARQUEZ LOPEZ JOSE LENIN,8,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
TENORIO VALENCIA CALLETANO,20,AUSENTE
CERDA MIRANDA GABRIELA PAMELA,21,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,51,AUSENTE
SOLIZ CARRIÓN DORIS JOSEFINA,61,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,AUSENTE
FALQUEZ BATALLAS PEDRO CARLOS,79,AUSENTE
KRONFLE KOZHAYA HENRY FABIÁN,88,AUSENTE
ZAMBRANO VALLE EDUARDO MAURICIO,94,AUSENTE
,98,AUSENTE
MENDOZA PALMA JOFFRE PATRICIO,115,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
GARCIA CANO LUIGI FRANCISCO,122,AUSENTE
ZAMBRANO ORTIZ MARÍA ROBERTA,129,AUSENTE
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
ARIAS RAMÍREZ ALBERTO JESÚS,5,SI
ARTEAGA MUÑOZ KARINA CECILIA,7,SI
BERGMANN REYNA CARLOS ALBERTO,9,SI
BONILLA SALCEDO VIVIANA,10,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,SI
DELGADO ORLANDO CÉSAR ANTONIO,14,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
VALLEJO JARAMILLO NORMA MARLENE,19,SI
COROZO AYOVÍ JORGE WILBER,24,SI
DOUMET CHEDRAUI MICHEL ANDRÉS,27,SI
FLOR GIL BRENDA AZUCENA,31,SI
MORENO CHIRIBOGA AMPARO DIANA,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
LITARDO CAICEDO CÉSAR ERNESTO,38,SI
MARÍN AGUIRRE ANA BELÉN,40,SI
MENDOZA ARÉVALO DANIEL ISAAC,42,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,SI
