curul,asambleista,voto
5,ARIAS RAMÍREZ ALBERTO JESÚS,AUSENTE
6,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
7,ARTEAGA MUÑOZ KARINA CECILIA,AUSENTE
8,MARQUEZ LOPEZ JOSE LENIN,AUSENTE
9,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
14,CADENA VÉLEZ KARLA GABRIELA,AUSENTE
18,CARRIÓN CEVALLOS MARÍA JOSÉ,AUSENTE
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,AUSENTE
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
34,GARZÓN RICAURTE WILLIAM ANTONIO,AUSENTE
41,MELO GARZÓN ESTEBAN ANDRÉS,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,AUSENTE
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,AUSENTE
59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,AUSENTE
65,VERA RODRÍGUEZ CARLOS ALFREDO,AUSENTE
67,VITERI GUALINGA CARLOS ELOY,AUSENTE
68,YAR ARAUJO JUAN CARLOS,AUSENTE
70,LOOR ALCÍVAR LEXI LIDUVINA,AUSENTE
75,BURBANO MONTENEGRO FÉLIX FERNANDO,AUSENTE
88,KRONFLE KOZHAYA HENRY FABIÁN,AUSENTE
91,CRUZ PROAÑO LUDOVICO ISRAEL,AUSENTE
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,AUSENTE
109,OLIVO PALLO JAIME FERNANDO,AUSENTE
115,SALTOS MOREIRA DIANA GABRIELA,AUSENTE
117,MONTAÑO VALENCIA MAE,AUSENTE
122,CUESTA CONCARI MARÍA MERCEDES,AUSENTE
126,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
135,CEDEÑO LOOR LENIN PAÚL,AUSENTE
2,JUCA SALAZAR MERCEDES DEL ROCÍO,SI
3,CEVALLOS GUEVARA LESLIE MARCELA,SI
10,BONILLA SALCEDO VIVIANA,SI
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,SI
13,SERRANO VALLEJO JORGE ERNESTO,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
19,TERÁN SARZOSA SEGUNDO FAUSTO,SI
21,CERDA MIRANDA GABRIELA PAMELA,SI
24,COROZO AYOVÍ JORGE WILBER,SI
27,DOUMET CHEDRAUI MICHEL ANDRÉS,SI
31,FLOR GIL BRENDA AZUCENA,SI
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
40,MARÍN AGUIRRE ANA BELÉN,SI
45,OCHOA MORANTE MANUEL ALFREDO,SI
46,ORELLANA ROMÁN ROSA GINA,SI
47,BUSTAMANTE GARCÍA JUAN FRANCISCO,SI
48,PEÑA PACHECO XIMENA DEL ROCÍO,SI
49,PLAZA CASTILLO LENIN,SI
50,POMA HERRERA YOFRE MARTÍN,SI
53,QUIÑONEZ OCAMPO JULIO CÉSAR,SI
56,SALAZAR CEDEÑO GUADALUPE DOLORES,SI
57,SALGADO ANDRADE SILVIA BETZABETH,SI
63,VELIN CORTÉS JUAN PABLO,SI
71,ANDRADE MUÑOZ WILMA PIEDAD,SI
72,ZAMBRANO ALCÍVAR MAGDA XIOMARA,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
74,ASTUDILLO LOOR LINA GLORIA,SI
76,ZAMBRANO CASTRO NORALMA ELIZABETH,SI
77,AZUERO RODAS ELISEO ALEXIS,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
79,SERRANO VITERI MERCEDES MARITZA,SI
80,CALLEJAS BARONA FERNANDO,SI
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,SI
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,SI
83,CARRIÓN MORENO CÉSAR ATAULFO,SI
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,SI
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,SI
86,YANDÚN POZO CÁSTULO RENÉ,SI
87,UGARTE HENRÍQUEZ JOSÉ FERNANDO,SI
89,CASTANIER JARAMILLO XAVIER HOMERO,SI
90,LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,SI
92,SARZOSA BENAVIDES JUAN CARLOS,SI
93,CUESTA ORELLANA MARÍA DE LOURDES,SI
95,CADENA HUERTAS FRANCISCO JAVIER,SI
96,PEÑA ONTANEDA ELIO GERMÁN,SI
97,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,SI
98,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",SI
99,OLLAGUE VALAREZO ZOILA PIEDAD,SI
100,CURICHUMBI YUPANQUI PEDRO,SI
