asambleista,curul,voto
VITERI LOPEZ CHRISTIAN HUMBERTO,10,AUSENTE
CRUZ SALAZAR FRANCISCA GABRIELA,23,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,AUSENTE
FALCONI LOQUI EVELYN PAMELA,34,AUSENTE
GONZALEZ SERRANO MIRYAM CATARINA,40,AUSENTE
TORRES PINEDA CLINTON ELIUD,44,AUSENTE
GUZMAN OCHOA LILIANA MAURA,45,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
ARANA COELLO YIMABEL MARIA,50,AUSENTE
JAIGUA ALVARADO CELIA MARIA,53,AUSENTE
MELO GARZON ESTEBAN ANDRES,56,AUSENTE
PADRON SAETEROS GLADYS PAULINA,62,AUSENTE
BRITO MENDOZA MONICA CRISTINA,63,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
SUBIA BARREIRO BOLIVAR STALIN,78,AUSENTE
ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,AUSENTE
ACACHO GONZALEZ PEPE LUIS,83,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
VILEMA FREIRE ANGEL RAMIRO,112,AUSENTE
TORRES TORRES LUIS FERNANDO,120,AUSENTE
CUCALON CAMACHO HENRY EDUARDO,131,AUSENTE
KRONFLE GOMEZ MARIA CRISTINA,137,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
HAGO CELI FRANCISCO WAIKING,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
VILLAMAR CASAL JOSE LEONIDAS,12,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
