asambleista,curul,voto
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CERDA MIRANDA GABRIELA PAMELA,21,AUSENTE
CHALÁ CRUZ JOSÉ FRANKLIN,22,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
FLOR GIL BRENDA AZUCENA,31,AUSENTE
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
NARANJO ALVARADO PRISCILA AMAPOLA,44,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,AUSENTE
SAMANIEGO MAIGUA FRANKLIN OMAR,58,AUSENTE
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,AUSENTE
SOLIZ CARRIÓN DORIS JOSEFINA,61,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,AUSENTE
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,AUSENTE
KRONFLE KOZHAYA HENRY FABIÁN,88,AUSENTE
CASTANIER JARAMILLO XAVIER HOMERO,89,AUSENTE
CELI SANTOS GUILLERMO ALEJANDRO,90,AUSENTE
CADENA HUERTAS FRANCISCO JAVIER,95,AUSENTE
CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,AUSENTE
DONOSO CHIRIBOGA PATRICIO,101,AUSENTE
FLORES VÁSQUEZ FERNANDO PATRICIO,102,AUSENTE
GALARZA AÑAZCO ANA MERCEDES,103,AUSENTE
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,AUSENTE
TERÁN SALCEDO RAMÓN FORTUNATO,112,AUSENTE
CUESTA CONCARI MARÍA MERCEDES,122,AUSENTE
ALMEYDA JALIL VICENTE FERNANDO,127,AUSENTE
ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,AUSENTE
PAREDES TORRES WASHINGTON ARTURO,131,AUSENTE
VERA MENDOZA TANLLY JANELA,135,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
BERGMANN REYNA CARLOS ALBERTO,9,SI
BONILLA SALCEDO VIVIANA,10,SI
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,SI
CALLE VERZOZI HERMUY,15,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
CUESTA SANTANA ESTHER ADELINA,26,SI
DURÁN AGUILAR LILIANA ELIZABETH,28,SI
ALEAGA SANTOS RONNY XAVIER,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LLORET VALDIVIESO JUAN CRISTÓBAL,39,SI
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,SI
POMA HERRERA YOFRE MARTÍN,50,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
SALGADO ANDRADE SILVIA BETZABETH,57,SI
ALEMÁN MARMOL MÓNICA ROCÍO,60,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VILLALVA MIRANDA LIRA DE LA PAZ,66,SI
VITERI GUALINGA CARLOS ELOY,67,SI
GUAMBA DÍAZ NANCY JEANNETH,69,SI
LOOR ALCÍVAR LEXI LIDUVINA,70,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,SI
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,SI
ZAMBRANO VALLE EDUARDO MAURICIO,94,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
CEDEÑO ZAMBRANO FELISITA MONCERRATE,106,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
CARBO AGUIRRE JONATHAN ALEXI,115,SI
