asambleista,curul,voto
YELA ACOSTA WERNER ANTONIO,6,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
POMA HERRERA YOFRE MARTÍN,50,AUSENTE
SÁNCHEZ REYES MONTGOMERY,59,AUSENTE
YUNDA MACHADO JORGE HOMERO,69,AUSENTE
ZAMBRANO VERA MARIANO,106,AUSENTE
ARIAS RAMÍREZ ALBERTO JESÚS,5,SI
MONTESDEOCA PALACIOS JOSÉ DANIEL,7,SI
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,SI
CARRIÓN CEVALLOS MARÍA JOSÉ,18,SI
COROZO AYOVÍ JORGE WILBER,24,SI
DOUMET CHEDRAUI MICHEL ANDRÉS,27,SI
FLOR GIL BRENDA AZUCENA,31,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
LITARDO CAICEDO CÉSAR ERNESTO,38,SI
MARÍN AGUIRRE ANA BELÉN,40,SI
MENDOZA ARÉVALO DANIEL ISAAC,42,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,SI
QUIÑONEZ OCAMPO JULIO CÉSAR,53,SI
SALAZAR CEDEÑO GUADALUPE DOLORES,56,SI
VERA RODRÍGUEZ CARLOS ALFREDO,65,SI
YAR ARAUJO JUAN CARLOS,68,SI
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ASÁN WONSANG JOSÉ FRANCISCO,72,SI
AUQUILLA ORTEGA RAÚL VICENTE,73,SI
BERNAL BERNAL ESTEBAN REMIGIO,74,SI
AZUERO RODAS ELISEO ALEXIS,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
FALQUEZ BATALLAS PEDRO CARLOS,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,SI
ORDOÑEZ QUEZADA ANDREINA SILVANA,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
YANDÚN POZO CÁSTULO RENÉ,86,SI
UGARTE HENRÍQUEZ JOSÉ FERNANDO,87,SI
OLLAGUE VALAREZO ZOILA PIEDAD,88,SI
CASTANIER JARAMILLO XAVIER HOMERO,89,SI
LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,90,SI
CRUZ PROAÑO LUDOVICO ISRAEL,91,SI
ZÁRATE CASTRO JORGE EDUARDO,92,SI
CUESTA ORELLANA MARÍA DE LOURDES,93,SI
CADENA HUERTAS FRANCISCO JAVIER,95,SI
PEÑA ONTANEDA ELIO GERMÁN,96,SI
MONTAÑO GUISAMANO MAYRA MIGDONIA,97,SI
RODRÍGUEZ CUESTA JORGE IGNACIO,98,SI
LLANES SUAREZ HENRY MANUEL,99,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
DONOSO CHIRIBOGA PATRICIO,101,SI
FLORES VÁSQUEZ FERNANDO PATRICIO,102,SI
GALARZA AÑAZCO ANA MERCEDES,103,SI
GENDE CALAZACÓN ANGEL MESÍAS,104,SI
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,SI
CANDELL SOTO JAIME ENRIQUE JIMMY,107,SI
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,SI
OLIVO PALLO JAIME FERNANDO,109,SI
ROHON HERVAS CÉSAR EDUARDO,110,SI
TACLE GARCÍA SAMIA,111,SI
TERÁN SALCEDO RAMÓN FORTUNATO,112,SI
TORRES TORRES LUIS FERNANDO,113,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
MENDOZA PALMA JOFFRE PATRICIO,115,SI
MINCHALA MURILLO RÓMULO MARCELO,116,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,SI
PACHALA POMA LUIS ALBERTO,120,SI
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,SI
CUESTA CONCARI MARÍA MERCEDES,122,SI
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,SI
PUANCHIR PAYASHÑA TITO PEDRO,124,SI
ALARCÓN GUILLÍN FREDY OSCAR,125,SI
SOLORZANO SARRIA CESAR FAUSTO,126,SI
UGARTE GUZMÁN BLANCA ROSANA,127,SI
VINTIMILLA MOSCOSO PAOLA,128,SI
ZAMBRANO ORTIZ MARÍA ROBERTA,129,SI
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,SI
SIMBAÑA VILLARREAL ABDÓN MARCELO,133,SI
SUQUILANDA VALDIVIESO BYRON VINICIO,134,SI
VERA MENDOZA TANLLY JANELA,135,SI
VILLAMAR JÁCOME PEDRO FABRICIO,136,SI
PADILLA SIERRA MAGGIE DOLORES,137,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,1,NO
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,NO
SERRANO SALGADO JOSÉ RICARDO,3,NO
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,NO
BENAVIDES ZAMBRANO ZOILA TERESA,8,NO
BERGMANN REYNA CARLOS ALBERTO,9,NO
BONILLA SALCEDO VIVIANA,10,NO
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,NO
HIDALGO JARAMILLO EDITH MARLENE,12,NO
CALLE VERZOZI HERMUY,15,NO
CAMBALA MONTECE CARLOS ALBERTO,16,NO
CÁRDENAS ESPINOZA JUAN JORGE,17,NO
VALLEJO JARAMILLO NORMA MARLENE,19,NO
TENORIO VALENCIA CALLETANO,20,NO
GREFA AVILEZ FLAVIO PATRICIO,21,NO
CHALÁ CRUZ JOSÉ FRANKLIN,22,NO
TORRES TORRES EURO IGNACIO,23,NO
CUESTA SANTANA ESTHER ADELINA,26,NO
DURÁN AGUILAR LILIANA ELIZABETH,28,NO
ESPÍN REYES EUGENIA SOFÍA,29,NO
ESPINOSA ANDRADE AUGUSTO XAVIER,30,NO
GARCÍA GAIBOR CARMEN MERCEDES,32,NO
GARCÍA POZO DIEGO OSWALDO,33,NO
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,NO
HOLGUÍN NARANJO MARCELA PRISCILA,37,NO
LLORET VALDIVIESO JUAN CRISTÓBAL,39,NO
MELO GARZÓN ESTEBAN ANDRÉS,41,NO
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,NO
NARANJO ALVARADO PRISCILA AMAPOLA,44,NO
PEÑA PACHECO XIMENA DEL ROCÍO,48,NO
PROAÑO CIFUENTES ROBERTH MAURICIO,51,NO
QUIJIJE DELGADO LUIS RAFAEL,52,NO
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,NO
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,NO
SALGADO ANDRADE SILVIA BETZABETH,57,NO
SAMANIEGO MAIGUA FRANKLIN OMAR,58,NO
MOLINA ONOFA LUIS FERNANDO,60,NO
SOLIZ CARRIÓN DORIS JOSEFINA,61,NO
VALLE PINARGOTE BAIRON LEONARDO,62,NO
VELIN CORTÉS JUAN PABLO,63,NO
VERA FLORES WENDY VANESSA,64,NO
VILLALVA MIRANDA LIRA DE LA PAZ,66,NO
VITERI GUALINGA CARLOS ELOY,67,NO
ZAMBRANO ARTEAGA JOSE RICARDO,70,NO
BURBANO MONTENEGRO FÉLIX FERNANDO,75,NO
ZAMBRANO CASTRO NORALMA ELIZABETH,76,NO
ZAMBRANO VALLE EDUARDO MAURICIO,94,NO
PAREDES TORRES WASHINGTON ARTURO,131,NO
PLAZA CASTILLO LENIN,49,ABSTENCION
VEGAY JIPA LUZ AIDA,84,ABSTENCION
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,ABSTENCION
ROMERO LOAYZA FRANCO SEGUNDO,132,ABSTENCION
