asambleista,curul,voto
ABAD VELEZ RAUL,1,AUSENTE
AGUILAR PLACIDO ARMANDO,3,AUSENTE
AGUIRRE HIDALGO DORA ANADELA,5,AUSENTE
MORAN AMALIA,7,AUSENTE
ARIAS RAMIREZ ALBERTO JESUS,11,AUSENTE
CARRILLO BETTY,20,AUSENTE
CHAVEZ CANALES HOLGER EZEQUIEL,26,AUSENTE
CHICA AREVALO VINICIO VETHOWEN,27,AUSENTE
CUESTA RIOS LIUBA ELISA,29,AUSENTE
MENDOZA DANIEL ISAAC,37,AUSENTE
GONZALEZ SERRANO MIRYAM CATARINA,40,AUSENTE
GUAMAN CASTRO ALEX FRANCISCO,41,AUSENTE
ARANA COELLO YIMABEL MARIA,50,AUSENTE
BRITO MENDOZA MONICA CRISTINA,63,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,68,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
ACACHO GONZALEZ PEPE LUIS,83,AUSENTE
MOYA DUQUE HERMAN ANIBAL,85,AUSENTE
GOMEZ IRMA,86,AUSENTE
ORELLANA MARQUINEZ MAGALI MARGOT,91,AUSENTE
UMAJINGA GUAMAN CESAR,92,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
ARGUELLO TROYA BLANCA AZUCENA,107,AUSENTE
VELASCO ENRIQUEZ CARLOS ALBERTO,108,AUSENTE
PONCE RUBIO ELVIA AZUCENA,122,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
ZAMBRANO CASTRO NORALMA ELIZABETH,126,AUSENTE
SERRANO SEGURA GRACE MARISOL,128,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,132,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
MACAS JOSE LUIS,39,SI
LARRIVA ALVARADO OSCAR OSWALDO,53,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,SI
BUSTOS CHILIQUINGA ARCADIO,80,SI
MATIAS APOLINARIO RITA AZUCENA,81,SI
YANDUN POZO CASTULO RENE,82,SI
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,SI
DAHIK ASTUDILLO REYTA GIOMAR,87,SI
DIAZ COKA MARIA GABRIELA,88,SI
FIERRO OVIEDO PACO,89,SI
GUALAN JAPA MILTON RODRIGO,90,SI
TIBAN GUALA LOURDES LICENIA,93,SI
TERAN SARZOSA SEGUNDO FAUSTO,94,SI
ALBAN GALLO MARINA ELIZABETH,100,SI
AUQUILLA ORTEGA RAUL VICENTE,101,SI
CHICAIZA TOAPANTA WILSON ALFONSO,102,SI
DONOSO CHIRIBOGA PATRICIO,103,SI
MONCAYO CEVALLOS JOSE RICARDO,104,SI
GARCIA CANO LUIGI FRANCISCO,105,SI
VICUÑA MUÑOZ MARIA ALEJANDRA,111,SI
VILEMA FREIRE ANGEL RAMIRO,112,SI
POSSO SALGADO LUIS ANTONIO,113,SI
SOLORZANO SARRIA CESAR FAUSTO,114,SI
