voto,curul,asambleista
AUSENTE,1,GUAMAN MAYANCELA MARIA MERCEDES
AUSENTE,7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO
AUSENTE,11,RIVAS ALAVA ELIANA LISSET
AUSENTE,21,CARRION MARIA JOSE
AUSENTE,29,CUESTA RIOS LIUBA ELISA
AUSENTE,34,CAMACHO COLOMA CARLOS MANUEL
AUSENTE,40,GONZALEZ SERRANO MIRYAM CATARINA
AUSENTE,48,ISSA WAGNER NICOLAS JOSE
AUSENTE,53,JAIGUA ALVARADO CELIA MARIA
AUSENTE,58,MUÑOZ AVENDAÑO ROSA ELVIRA
AUSENTE,61,CAZA TIPANTA HUGO RENE
AUSENTE,63,MACAS JOSE LUIS
AUSENTE,71,RIVERO DOGUER ANGEL ARMANDO
AUSENTE,75,ARIAS FERNANDEZ VERONICA ELIZABETH
AUSENTE,77,SAENZ DE VITERI LAUTARO ENRIQUE
AUSENTE,79,ANDRADE SOLORZANO LUIS ALBERTO
AUSENTE,85,MOYA DUQUE HERMAN ANIBAL
AUSENTE,99,PACHECO ORDOÑEZ BAYRON EDUARDO
AUSENTE,102,CHICAIZA TOAPANTA WILSON ALFONSO
AUSENTE,104,MONCAYO CEVALLOS JOSE RICARDO
AUSENTE,111,VICUÑA MUÑOZ MARIA ALEJANDRA
AUSENTE,113,POSSO SALGADO LUIS ANTONIO
AUSENTE,114,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,119,CHICA ARTEAGA GUNTARD PAVEL
AUSENTE,125,ZAMBRANO CABANILLA EDUARDO ALFONSO
AUSENTE,126,ZAMBRANO CASTRO NORALMA ELIZABETH
AUSENTE,128,ZAPATA MANTILLA JOSE LEONIDAS
AUSENTE,129,URIBE LOPEZ FANNY ESTHER
AUSENTE,131,CUCALON CAMACHO HENRY EDUARDO
AUSENTE,134,ROMERO LOAYZA FRANCO SEGUNDO
AUSENTE,135,TERAN SALCEDO RAMON FORTUNATO
SI,2,MORALES POZO LENIN ALBERTO
SI,3,ALMEIDA MANOSALVAS MARIA DEL PILAR
SI,4,HAGO CELI FRANCISCO WAIKING
SI,5,AGUIRRE HIDALGO DORA ANDELA
SI,6,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO
SI,8,MUÑOZ VICUÑA MARIANGEL
SI,9,ANDINO REINOSO MAURO EDMUNDO
SI,10,MONGE ESPINEL LUIS HUMBERTO
SI,12,ARREGUI RUEDA MARCIA CECILIA
