voto,curul,asambleista
AUSENTE,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
AUSENTE,7,ARTEAGA MUÑOZ KARINA CECILIA
AUSENTE,14,DELGADO ORLANDO CÉSAR ANTONIO
AUSENTE,18,CARRIÓN CEVALLOS MARÍA JOSÉ
AUSENTE,21,CERDA MIRANDA GABRIELA PAMELA
AUSENTE,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,66,VILLALVA MIRANDA LIRA DE LA PAZ
AUSENTE,69,YUNDA MACHADO JORGE HOMERO
AUSENTE,76,ZAMBRANO CASTRO NORALMA ELIZABETH
AUSENTE,98,
AUSENTE,100,CURICHUMBI YUPANQUI PEDRO
AUSENTE,106,ZAMBRANO VERA MARIANO
AUSENTE,107,CANDELL SOTO JAIME ENRIQUE JIMMY
AUSENTE,109,OLIVO PALLO JAIME FERNANDO
AUSENTE,115,MENDOZA PALMA JOFFRE PATRICIO
AUSENTE,116,MINCHALA MURILLO RÓMULO MARCELO
AUSENTE,122,CUESTA CONCARI MARÍA MERCEDES
AUSENTE,126,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,127,UGARTE GUZMÁN BLANCA ROSANA
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,3,SERRANO SALGADO JOSÉ RICARDO
SI,5,ARIAS RAMÍREZ ALBERTO JESÚS
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,8,MARQUEZ LOPEZ JOSE LENIN
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,10,BONILLA SALCEDO VIVIANA
SI,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,15,CALLE VERZOZI HERMUY
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,19,VALLEJO JARAMILLO NORMA MARLENE
SI,20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
SI,22,SARZOSA MONTENEGRO JOHANNA MARCELA
SI,23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO
SI,24,COROZO AYOVÍ JORGE WILBER
SI,25,CUESTA RÍOS LIUBA ELISA
SI,26,CUESTA SANTANA ESTHER ADELINA
SI,27,DOUMET CHEDRAUI MICHEL ANDRÉS
SI,28,DURÁN AGUILAR LILIANA ELIZABETH
SI,29,ALEAGA SANTOS RONNY XAVIER
SI,30,CABEZAS CASTILLO JANETH PAOLA
SI,31,FLOR GIL BRENDA AZUCENA
SI,32,GARCÍA GAIBOR CARMEN MERCEDES
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,34,GARZÓN RICAURTE WILLIAM ANTONIO
SI,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,38,LITARDO CAICEDO CÉSAR ERNESTO
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,40,MARÍN AGUIRRE ANA BELÉN
SI,41,SOSA RIVERA JEANNETH PATRICIA
SI,42,MENDOZA ARÉVALO DANIEL ISAAC
SI,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
SI,44,CAIZA NIAMA OSCAR ALAN
SI,45,OCHOA MORANTE MANUEL ALFREDO
