asambleista,curul,voto
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
CASSINELLI CALI JUAN CARLOS,23,AUSENTE
PALACIOS CESAR,33,AUSENTE
GUEVARA VILLACRES VERONICA MARGARITA,44,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
OCLES PADILLA ALEXANDRA,60,AUSENTE
PEÑA CARRASCO DIANA LUCIA,64,AUSENTE
PROAÑO CIFUENTES ROBERTH MAURICIO,68,AUSENTE
ACACHO GONZALEZ PEPE LUIS,83,AUSENTE
SANMIGUEL PALACIOS GINA ZITA,85,AUSENTE
LEDESMA ZAMORA DARWIN GERMAN,88,AUSENTE
ORELLANA MARQUINEZ MAGALI MARGOT,91,AUSENTE
GUTIERREZ BORBUA FAUSTO GILMAR,100,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
MORETA PANCHEZ MIGUEL ANGEL,116,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
TAPIA LOMBEYDA LUIS FERNANDO,130,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
LANDAZURI OLMEDO LUDIS CUAUDINA,3,SI
HAGO CELI FRANCISCO WAIKING,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
ALCIVAR MERA FELIX ANDRES,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
ARCE PLUAS ALEXANDRA MANUELA,10,SI
RIVAS ALAVA ELIANA LISSET,11,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
LOPEZ SIGUENZA ROSITA PAULINA,15,SI
BUENDIA HERDOIZA MARIA SOLEDAD,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
TOALOMBO CHIMBORAZO JOSE SEGUNDO,20,SI
ANRRANGO ZAMBRANO GERARDO ELIAS,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
OLAYA LIDER,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
DELGADO GUTIERREZ ALEXANDRA ELIZABETH,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
DELGADO CHALA AGUSTIN JAVIER,32,SI
CAMACHO COLOMA CARLOS MANUEL,34,SI
