asambleista,curul,voto
GUAMAN MAYANCELA MARIA MERCEDES,1,AUSENTE
ALBAN TORRES MARIANA DEL ROCIO,6,AUSENTE
ANDINO REINOSO MAURO EDMUNDO,9,AUSENTE
MONGE ESPINEL LUIS HUMBERTO,10,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,14,AUSENTE
BARRIGA ROCIO,15,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,AUSENTE
CALDERON SALTOS RICHARD OSWALDO,18,AUSENTE
CARRILLO BETTY,20,AUSENTE
CHICA AREVALO VINICIO VETHOWEN,27,AUSENTE
DELGADO CHALA AGUSTIN JAVIER,32,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
LARREA VITERI LIDICE VANESSA,37,AUSENTE
GARZON RICAURTE WILLIAM ANTONIO,38,AUSENTE
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,AUSENTE
LARRIVA ALVARADO OSCAR OSWALDO,53,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
QUINCHIGUANGO GISELA,66,AUSENTE
AGUILAR TORRES MANUEL RAMIRO,74,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
SUBIA BARREIRO BOLIVAR STALIN,78,AUSENTE
VILLAO PANCHANA RAUL ELIAS,81,AUSENTE
DIAZ COKA MARIA GABRIELA,88,AUSENTE
FIERRO OVIEDO PACO,89,AUSENTE
GUALAN JAPA MILTON RODRIGO,90,AUSENTE
UMAGINGA GUAMAN CESAR,92,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,AUSENTE
BUCARAM PULLEY ABDALA JAIME,105,AUSENTE
VERDUGA CEDEÑO MARY,110,AUSENTE
VILEMA FREIRE ANGEL RAMIRO,112,AUSENTE
PAEZ BENALCAZAR ANDRES TARQUINO,117,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
VINTIMILLA JARRIN DIEGO ARMANDO,122,AUSENTE
VITERI GUALINGA CARLOS ELOY,123,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
URIBE LOPEZ FANNY ESTHER,129,AUSENTE
MERA RODRIGUEZ MARIA PAULINA,130,AUSENTE
TERAN SALCEDO RAMON FORTUNATO,135,AUSENTE
SERRANO VALLADARES SAADIN ALFREDO,136,AUSENTE
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
TORRES CEDEÑO KERLLY ANABEL,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
RIVAS ALAVA ELIANA LISSET,11,SI
MARQUEZ LOPEZ JOSE LENIN,13,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRION MARIA JOSE,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CASSINELLI CALI JUAN CARLOS,23,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
OLAYA LIDER,25,SI
SALAZAR PAUCAR MARGOD ELISAVED,26,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
GAGLIARDO LOOR GASTON,35,SI
DE LA TORRE RAMIREZ PABLO ANTONIO,36,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
GUAMAN CASTRO ALEX FRANCISCO,41,SI
GUAMANGATE ANTE LUIS GILBERTO,42,SI
GUDIÑO MENA ZOBEIDA GUISELA,43,SI
GUEVARA VILLACRES VERONICA MARGARITA,44,SI
GUZMAN OCHOA LILIANA MAURA,45,SI
MOSQUERA YANEZ ISABEL PIEDAD,47,SI
ISSA WAGNER NICOLAS JOSE,48,SI
CARRILLO CRESPO HUGO FERNANDO,49,SI
SILVA MALDONADO SOFIA IRENE,50,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
BUENDIA HERDOIZA MARIA SOLEDAD,52,SI
LEDESMA ZAMORA OSCAR ALFONSO,54,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,55,SI
MELO GARZON ESTEBAN ANDRES,56,SI
TOBAR NUÑEZ RAUL IGNACIO,57,SI
MUÑOZ AVENDAÑO ROSA ELVIRA,58,SI
ALVARADO CARRION ROSANA,59,SI
QUIROZ VALLEJO HECTOR HUGO,60,SI
PABON CARANQUI PAOLA VERENICE,61,SI
PADRON SAETEROS GLADYS PAULINA,62,SI
PATIÑO AROCA RAUL LEONARDO,63,SI
PEÑA CARRASCO DIANA LUCIA,64,SI
CAMPOVERDE CALVA SEGUNDO MODESTO,67,SI
PILLAJO TUQUERES JENNY ELIZABETH,68,SI
FARES GUAILLAS MARIA SEBASTIANA,69,SI
RIVERA LOPEZ JOSE GABRIEL,70,SI
RIVERO DOGUER ANGEL ARMANDO,71,SI
MEDINA MERA VICTOR CLEMENTE,72,SI
REINOSO LESCANO MARIA ELIZABETH,73,SI
ARIAS FERNANDEZ VERONICA ELIZABETH,75,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
CANTOS MENDOZA ALBA JANET,79,SI
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,SI
MOYA DUQUE HERMAN ANIBAL,85,SI
SERRANO REYES NELSON ALCIDES,86,SI
SOLANO MORENO ALEX FABIAN,87,SI
TERAN SARZOSA SEGUNDO FAUSTO,94,SI
VALLE PINARGOTE BAIRON LEONARDO,96,SI
VASCONEZ ARTEAGA ANNY MARLLELY,97,SI
INTRIAGO MACIAS CARMEN ELENA,98,SI
PACHECO ORDOÑEZ BAYRON EDUARDO,99,SI
VELA CHERONI MARIA SOLEDAD,106,SI
ARGUELLO TROYA BLANCA AZUCENA,107,SI
VELASCO ENRIQUEZ CARLOS ALBERTO,108,SI
VELIZ BRIONES JOSE FELIX,109,SI
JONIAUX BLUM ENRIQUE ALEJANDRO,111,SI
POSSO SALGADO LUIS ANTONIO,113,SI
VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,126,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,127,SI
SERRANO SEGURA GRACE MARISOL,128,SI
CUCALON CAMACHO HENRY EDUARDO,131,SI
REYES HIDALGO CRISTINA EUGENIA,132,SI
TACLE GALARRAGA MOISES FERNANDO,133,SI
ROMERO LOAYZA FRANCO SEGUNDO,134,SI
KRONFLE GOMEZ MARIA CRISTINA,137,SI
MONCAYO CEVALLOS JOSE RICARDO,104,NO
TORRES TORRES LUIS FERNANDO,120,NO
CASTRO AJILA GLADYS LUCIA,80,ABSTENCION
YANDUN POZO CASTULO RENE,82,ABSTENCION
ACACHO GONZALEZ PEPE LUIS,83,ABSTENCION
ORELLANA MARQUINEZ MAGALI MARGOT,91,ABSTENCION
GUTIERREZ BORBUA FAUSTO GILMAR,100,ABSTENCION
AUQUILLA ORTEGA RAUL VICENTE,101,ABSTENCION
CHICAIZA TOAPANTA WILSON ALFONSO,102,ABSTENCION
DONOSO CHIRIBOGA PATRICIO,103,ABSTENCION
SOLORZANO SARRIA CESAR FAUSTO,114,ABSTENCION
MONTAÑO VALENCIA MAE,115,ABSTENCION
MORETA PANCHEZ MIGUEL ANGEL,116,ABSTENCION
PUYOL CORTEZ JORGE LUIS,119,ABSTENCION
