asambleista,curul,voto
AGUIÑAGA VALLEJO PAOLA MARCELA,1,AUSENTE
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,AUSENTE
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,AUSENTE
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
BENAVIDES ZAMBRANO ZOILA TERESA,8,AUSENTE
CASANOVA CEPEDA XAVIER IVAN,11,AUSENTE
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
DOUMET CHEDRAUI MICHEL ANDRÉS,27,AUSENTE
FLOR GIL BRENDA AZUCENA,31,AUSENTE
GARCÍA GAIBOR CARMEN MERCEDES,32,AUSENTE
GARZÓN RICAURTE WILLIAM ANTONIO,34,AUSENTE
LITARDO CAICEDO CÉSAR ERNESTO,38,AUSENTE
LLORET VALDIVIESO JUAN CRISTÓBAL,39,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
PEÑA PACHECO XIMENA DEL ROCÍO,48,AUSENTE
PLAZA CASTILLO LENIN,49,AUSENTE
QUIJIJE DELGADO LUIS RAFAEL,52,AUSENTE
PARRA VILLACIS JONATHAN EMANUEL,56,AUSENTE
ALEMÁN MARMOL MÓNICA ROCÍO,60,AUSENTE
PEÑA BERNAL JOAQUÍN ANTONIO,61,AUSENTE
VILLALVA MIRANDA LIRA DE LA PAZ,66,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
BURBANO MONTENEGRO FÉLIX FERNANDO,75,AUSENTE
AZUERO RODAS ELISEO ALEXIS,77,AUSENTE
SERRANO VITERI MERCEDES MARITZA,79,AUSENTE
JARAMILLO ZURITA PAOLA MICHAEL,88,AUSENTE
LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,90,AUSENTE
CRUZ VACA JEANNINE DEL CISNE,92,AUSENTE
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,AUSENTE
TORRES COBO LUIS ESTEBAN,113,AUSENTE
LARREÁTEGUI FABARA MARÍA GABRIELA,114,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,AUSENTE
CUESTA CONCARI MARÍA MERCEDES,122,AUSENTE
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
BERGMANN REYNA CARLOS ALBERTO,9,SI
COLLAGUAZO RODRIGO,10,SI
CALLE VERZOZI HERMUY,15,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
TENORIO VALENCIA CALLETANO,20,SI
CERDA MIRANDA GABRIELA PAMELA,21,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
SUAREZ HUAYAMAVE CARLOS ALBERTO,25,SI
DURÁN AGUILAR LILIANA ELIZABETH,28,SI
ALEAGA SANTOS RONNY XAVIER,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,SI
NARANJO ALVARADO PRISCILA AMAPOLA,44,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
QUIÑONEZ OCAMPO JULIO CÉSAR,53,SI
AGUALSACA GUAMAN JOSE CLEMENTE,54,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
SAMANIEGO MAIGUA FRANKLIN OMAR,58,SI
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VELIN CORTÉS JUAN PABLO,63,SI
VERA FLORES WENDY VANESSA,64,SI
VERA RODRÍGUEZ CARLOS ALFREDO,65,SI
CHACTONG VELASCO MARTHA XIMENA,67,SI
GUAMBA DÍAZ NANCY JEANNETH,69,SI
LOOR ALCÍVAR LEXI LIDUVINA,70,SI
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ALMEIDA ALARCÓN KAREM MICHELLE,72,SI
ASTUDILLO LOOR LINA GLORIA,74,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,76,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
CALLEJAS BARONA FERNANDO,80,SI
GALLARDO CHEME CARLOS DAVID,81,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,SI
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,SI
YANDÚN POZO CÁSTULO RENÉ,86,SI
