asambleista,curul,voto
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,AUSENTE
ANDRADE VILLAPRADO NELLY LISSETH,50,AUSENTE
SOLIZ CARRIÓN DORIS JOSEFINA,61,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
ZAMBRANO VERA MARIANO,106,AUSENTE
SALTOS MOREIRA DIANA GABRIELA,115,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,NO
SERRANO SALGADO JOSÉ RICARDO,3,NO
ARIAS RAMÍREZ ALBERTO JESÚS,5,NO
ARREGUI RUEDA MARCIA CECILIA,6,NO
BENAVIDES ZAMBRANO ZOILA TERESA,8,NO
COLLAGUAZO RODRIGO,10,NO
CASANOVA CEPEDA XAVIER IVAN,11,NO
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,NO
SERRANO VALLEJO JORGE ERNESTO,13,NO
CAMBALA MONTECE CARLOS ALBERTO,16,NO
EGAS LEDESMA JOSÉ ANTONIO,18,NO
TERÁN SARZOSA SEGUNDO FAUSTO,19,NO
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,NO
GREFA AVILEZ FLAVIO PATRICIO,21,NO
COROZO AYOVÍ JORGE WILBER,24,NO
DOUMET CHEDRAUI MICHEL ANDRÉS,27,NO
FLOR GIL BRENDA AZUCENA,31,NO
GARZÓN RICAURTE WILLIAM ANTONIO,34,NO
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,NO
LITARDO CAICEDO CÉSAR ERNESTO,38,NO
MARÍN AGUIRRE ANA BELÉN,40,NO
MENDOZA ARÉVALO DANIEL ISAAC,42,NO
OCHOA MORANTE MANUEL ALFREDO,45,NO
ORELLANA ROMÁN ROSA GINA,46,NO
PEÑA PACHECO XIMENA DEL ROCÍO,48,NO
PLAZA CASTILLO LENIN,49,NO
QUIJIJE DELGADO LUIS RAFAEL,52,NO
QUIÑONEZ OCAMPO JULIO CÉSAR,53,NO
SALAZAR CEDEÑO GUADALUPE DOLORES,56,NO
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,NO
VERA RODRÍGUEZ CARLOS ALFREDO,65,NO
CHACTONG VELASCO MARTHA XIMENA,67,NO
YAR ARAUJO JUAN CARLOS,68,NO
ANDRADE MUÑOZ WILMA PIEDAD,71,NO
ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,NO
ASTUDILLO LOOR LINA GLORIA,74,NO
BURBANO MONTENEGRO FÉLIX FERNANDO,75,NO
ZAMBRANO CASTRO NORALMA ELIZABETH,76,NO
GUEVARA LOZADA FLERIDA YOVANA,77,NO
CUCALÓN CAMACHO HENRY EDUARDO,78,NO
SERRANO VITERI MERCEDES MARITZA,79,NO
CALLEJAS BARONA FERNANDO,80,NO
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,NO
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,NO
CARRIÓN MORENO CÉSAR ATAULFO,83,NO
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,NO
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,NO
YANDÚN POZO CÁSTULO RENÉ,86,NO
HENRÍQUEZ JAIME PATRICIA IVONNE,87,NO
LLANES SUAREZ HENRY MANUEL,88,NO
CASTANIER JARAMILLO XAVIER HOMERO,89,NO
CELI SANTOS GUILLERMO ALEJANDRO,90,NO
CRUZ PROAÑO LUDOVICO ISRAEL,91,NO
CRUZ VACA JEANNINE DEL CISNE,92,NO
CUESTA ORELLANA MARÍA DE LOURDES,93,NO
CADENA HUERTAS FRANCISCO JAVIER,95,NO
