asambleista,curul,voto
AGUIÑAGA VALLEJO PAOLA MARCELA,1,AUSENTE
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
TERÁN SARZOSA SEGUNDO FAUSTO,19,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
DOUMET CHEDRAUI MICHEL ANDRÉS,27,AUSENTE
ALEAGA SANTOS RONNY XAVIER,29,AUSENTE
FLOR GIL BRENDA AZUCENA,31,AUSENTE
GARZÓN RICAURTE WILLIAM ANTONIO,34,AUSENTE
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,AUSENTE
LITARDO CAICEDO CÉSAR ERNESTO,38,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
OCHOA MORANTE MANUEL ALFREDO,45,AUSENTE
ORELLANA ROMÁN ROSA GINA,46,AUSENTE
PLAZA CASTILLO LENIN,49,AUSENTE
QUIJIJE DELGADO LUIS RAFAEL,52,AUSENTE
RODRÍGUEZ CEDEÑO ROSA ELENA,53,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
VERA RODRÍGUEZ CARLOS ALFREDO,65,AUSENTE
VITERI GUALINGA CARLOS ELOY,67,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
LOOR ALCÍVAR LEXI LIDUVINA,70,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,AUSENTE
BURBANO MONTENEGRO FÉLIX FERNANDO,75,AUSENTE
CUESTA ORELLANA MARÍA DE LOURDES,93,AUSENTE
,98,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,99,AUSENTE
CURICHUMBI YUPANQUI PEDRO,100,AUSENTE
DONOSO CHIRIBOGA PATRICIO,101,AUSENTE
CANDELL SOTO JAIME ENRIQUE JIMMY,107,AUSENTE
SALTOS MOREIRA DIANA GABRIELA,115,AUSENTE
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,AUSENTE
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,AUSENTE
PUANCHIR PAYASHÑA TITO PEDRO,124,AUSENTE
ALMEYDA JALIL VICENTE FERNANDO,127,AUSENTE
ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,AUSENTE
SUQUILANDA VALDIVIESO BYRON VINICIO,134,AUSENTE
VERA MENDOZA TANLLY JANELA,135,AUSENTE
YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,AUSENTE
