asambleista,curul,voto
ACERO LANCHIMBA ESTHELA LILIANA,2,AUSENTE
SOLORZANO AVILES FRANCISCO MARCELO,16,AUSENTE
OLAYA LIDER,25,AUSENTE
ESTARELLAS SOLIS FRANCISCO JOSE,31,AUSENTE
PALACIOS CESAR,33,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
JAIGUA ALVARADO CELIA MARIA,53,AUSENTE
FARFAN APONTE RICHARD WILSON,69,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
MORAN AMALIA,85,AUSENTE
DIAZ COKA MARIA GABRIELA,88,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,AUSENTE
AUQUILLA ORTEGA RAUL VICENTE,101,AUSENTE
VELIZ BRIONES JOSE FELIX,109,AUSENTE
VILEMA FREIRE ANGEL RAMIRO,112,AUSENTE
SOLORZANO SARRIA CESAR FAUSTO,114,AUSENTE
CHICA ARTEAGA GUNTARD PAVEL,119,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
ZAMBRANO CHACHA ALBERTO ALEXANDER,127,AUSENTE
CUCALON CAMACHO HENRY EDUARDO,131,AUSENTE
ABAD VELEZ RAUL,1,SI
AGUILAR PLACIDO ARMANDO,3,SI
HAGO CELI FRANCISCO WAIKING,4,SI
AGUIRRE HIDALGO DORA ANADELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
VITERI LOPEZ CHRISTIAN HUMBERTO,10,SI
RIVAS ALAVA ELIANA LISSET,11,SI
VILLAMAR CASAL JOSE LEONIDAS,12,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
MORENO INTRIAGO MARIA LUISA,14,SI
BORJA PEREZ GALO,15,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CASANOVA CEPEDA XAVIER IVAN,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
BRAVO RAMIREZ MARIA LORENA,23,SI
CONSTANTE NIETO MARIANA DE LAS MERCEDES,24,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
MACIAS GARCIA PEDRO ROBERTO GEOVANNY,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DELGADO CHALA AGUSTIN JAVIER,32,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
GAGLIARDO LOOR GASTON,35,SI
DE LA TORRE RAMIREZ PABLO ANTONIO,36,SI
MENDOZA DANIEL ISAAC,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
GUAMAN CASTRO ALEX FRANCISCO,41,SI
GUAMANGATE ANTE LUIS GILBERTO,42,SI
JARAMILLO RODRIGUEZ VICTOR HUGO,43,SI
TORRES PINEDA CLINTON ELIUD,44,SI
GUZMAN OCHOA LILIANA MAURA,45,SI
GUTIERREZ MOSCOSO MARIA EUGENIA,46,SI
JEREZ PILLA BETTY MARICELA,49,SI
SILVA MALDONADO SOFIA IRENE,50,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
BUENDIA HERDOIZA MARIA SOLEDAD,52,SI
LEDESMA ZAMORA OSCAR ALFONSO,54,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,55,SI
MELO GARZON ESTEBAN ANDRES,56,SI
TOBAR NUÑEZ RAUL IGNACIO,57,SI
MUÑOZ AVENDAÑO ROSA ELVIRA,58,SI
ALVARADO CARRION ROSANA,59,SI
OCLES PADILLA ALEXANDRA,60,SI
CAZA TIPANTA HUGO RENE,61,SI
SANANGO AUCACAMA LUIS LORENZO,62,SI
BRITO MENDOZA MONICA CRISTINA,63,SI
TORRES LARA JOSE EDUARDO,64,SI
PEÑA PACHECO XIMENA DEL ROCIO,65,SI
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,SI
PONCE LEON XIMENA MERCEDES,67,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,68,SI
JIJON BUENDIA ITALIA LUISA,70,SI
GOMEZ IRMA,71,SI
REINOSO LESCANO MARIA ELIZABETH,73,SI
ARIAS FERNANDEZ VERONICA ELIZABETH,75,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
SUBIA BARREIRO BOLIVAR STALIN,78,SI
MATIAS APOLINARIO RITA AZUCENA,81,SI
ACACHO GONZALEZ PEPE LUIS,83,SI
ALEMAN MARMOL MONICA ROCIO,86,SI
DAHIK ASTUDILLO REYTA GIOMAR,87,SI
TERAN SARZOSA SEGUNDO FAUSTO,94,SI
VALLE PINARGOTE BAIRON LEONARDO,96,SI
VASCONEZ ARTEAGA ANNY MARLLELY,97,SI
VELA CAIZAPANTA ANGEL RAMIRO,98,SI
PACHECO ORDOÑEZ BAYRON EDUARDO,99,SI
VELA CHERONI MARIA SOLEDAD,106,SI
ARGUELLO TROYA BLANCA AZUCENA,107,SI
VELASCO ENRIQUEZ CARLOS ALBERTO,108,SI
VERDUGA CEDEÑO MARY,110,SI
VICUÑA MUÑOZ MARIA ALEJANDRA,111,SI
VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,SI
VINTIMILLA JARRIN DIEGO ARMANDO,122,SI
VITERI GUALINGA CARLOS ELOY,123,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,126,SI
SERRANO SEGURA GRACE MARISOL,128,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,NO
GUZMAN SEGOVIA JOSE FRANCISCO,74,NO
BUSTOS CHILIQUINGA ARCADIO,80,ABSTENCION
LANDAZURI CORDOVA SANDRA SUSANA,82,ABSTENCION
FIERRO OVIEDO PACO,89,ABSTENCION
GUALAN JAPA MILTON RODRIGO,90,ABSTENCION
ORELLANA MARQUINEZ MAGALI MARGOT,91,ABSTENCION
UMAJINGA GUAMAN CESAR,92,ABSTENCION
GUTIERREZ BORBUA FAUSTO GILMAR,100,ABSTENCION
CHICAIZA TOAPANTA WILSON ALFONSO,102,ABSTENCION
DONOSO CHIRIBOGA PATRICIO,103,ABSTENCION
MONCAYO CEVALLOS JOSE RICARDO,104,ABSTENCION
QUEVEDO HUGO,105,ABSTENCION
POSSO SALGADO LUIS ANTONIO,113,ABSTENCION
