voto,curul,asambleista
AUSENTE,4,HAGO CELI FRANCISCO WAIKING
AUSENTE,10,VITERI LOPEZ CHRISTIAN HUMBERTO
AUSENTE,12,ARREGUI RUEDA MARCIA CECILIA
AUSENTE,16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,22,CARVAJAL AGUIRRE MIGUEL ANGEL
AUSENTE,23,CASSINELLI CALI JUAN CARLOS
AUSENTE,36,DE LA TORRE RAMIREZ PABLO ANTONIO
AUSENTE,41,GUAMAN CASTRO ALEX FRANCISCO
AUSENTE,46,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO
AUSENTE,51,ORTIZ GASPAR ESTHER FLAVIA
AUSENTE,52,REYES MACHUCA EFREN RODRIGO
AUSENTE,63,PATIÑO AROCA RAUL LEONARDO
AUSENTE,65,PEÑA PACHECO XIMENA DEL ROCIO
AUSENTE,66,PEÑAFIEL MONTESDEOCA JUANA MARISOL
AUSENTE,71,RIVERO DOGUER ANGEL ARMANDO
AUSENTE,75,ARIAS FERNANDEZ VERONICA ELIZABETH
AUSENTE,77,SAENZ DE VITERI LAUTARO ENRIQUE
AUSENTE,84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS
AUSENTE,86,SERRANO REYES NELSON ALCIDES
AUSENTE,88,DIAZ COKA MARIA GABRIELA
AUSENTE,92,UMAGINGA GUAMAN CESAR
AUSENTE,95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN
AUSENTE,98,VELA CAIZAPANTA ANGEL RAMIRO
AUSENTE,99,PACHECO ORDOÑEZ BAYRON EDUARDO
AUSENTE,117,PAEZ BENALCAZAR ANDRES TARQUINO
AUSENTE,118,SALGADO RIVADENEIRA DIEGO
AUSENTE,119,CHICA PAVEL
AUSENTE,120,TORRES TORRES LUIS FERNANDO
AUSENTE,128,ZAPATA MANTILLA JOSE LEONIDAS
AUSENTE,137,KRONFLE GOMEZ MARIA CRISTINA
SI,1,ABAD VELEZ RAUL
SI,2,ACERO LANCHIMBA ESTHELA LILIANA
SI,3,AGUILAR PLACIDO ARMANDO
SI,5,AGUIRRE HIDALGO DORA ANDELA
SI,6,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO
SI,7,TORRES CEDEÑO KERLLY ANABEL
SI,8,MUÑOZ VICUÑA MARIANGEL
SI,9,ANDINO REINOSO MAURO EDMUNDO
SI,11,RIVAS ALAVA ELIANA LISSET
SI,13,BENAVIDES ZAMBRANO ZOILA TERESA
SI,14,BERGMANN REYNA CARLOS ALBERTO
SI,15,BORJA PEREZ GALO
SI,17,BUSTAMANTE PONCE FERNANDO XAVIER
SI,18,CALDERON SALTOS RICHARD OSWALDO
SI,19,CALLE ANDRADE MARIA AUGUSTA
SI,20,CARRILLO BETTY
SI,21,CARRION MARIA JOSE
SI,24,CAYAMBE TIPAN FAUSTO HERIBERTO
SI,25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
SI,26,SALAZAR PAUCAR MARGOD ELISAVED
SI,27,CHICA AREVALO VINICIO VETHOWEN
SI,28,CORDOVA ENCALADA EDGAR EDUARDO
SI,29,CUESTA RIOS LIUBA ELISA
SI,30,DE LA CRUZ BERNARDO HERMAN ULISES
SI,31,MACAS JOSE LUIS
SI,32,DELGADO CHALA AGUSTIN JAVIER
SI,33,FAJARDO MOSQUERA LETTY VANESSA
SI,34,FALCONI LOQUI EVELYN PAMELA
SI,35,GAGLIARDO LOOR GASTON
SI,37,MENDOZA DANIEL ISAAC
SI,38,GARZON RICAURTE WILLIAM ANTONIO
SI,39,GODOY ANDRADE GINA JAKELINE
SI,40,GONZALEZ SERRANO MIRYAM CATARINA
SI,42,BOMBON LOPEZ BLANCA CECILIA
SI,43,GUDIÑO MENA ZOBEIDA GUISELA
SI,44,TORRES PINEDA CLINTON ELIUD
SI,45,RODAS MARCA CARLOS EDUARDO
SI,47,MOSQUERA YANEZ ISABEL PIEDAD
SI,48,CRUZ SALAZAR FRANCISCA GABRIELA
SI,49,CARRILLO CRESPO HUGO FERNANDO
SI,50,SILVA MALDONADO SOFIA IRENE
SI,53,LARRIVA ALVARADO OSCAR OSWALDO
SI,54,LEDESMA ZAMORA OSCAR ALFONSO
SI,55,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,56,MELO GARZON ESTEBAN ANDRES
SI,57,TOBAR NUÑEZ RAUL IGNACIO
SI,58,LUCERO SISA RAFAEL
SI,59,ALVARADO CARRION ROSANA
SI,60,OCLES PADILLA ALEXANDRA
SI,61,CAZA TIPANTA HUGO RENE
SI,62,PADRON SAETEROS GLADYS PAULINA
SI,64,PEÑA CARRASCO DIANA LUCIA
SI,67,PONCE LEON XIMENA MERCEDES
SI,68,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,69,FARFAN APONTE RICHARD WILSON
SI,70,RIVERA LOPEZ JOSE GABRIEL
SI,72,MEDINA MERA VICTOR CLEMENTE
SI,73,VELASTEGUI RAMOS LEONARDO DARIO
SI,74,AGUILAR TORRES MANUEL RAMIRO
SI,76,RODRIGUEZ DELGADO MARIA VERONICA
SI,78,SALAZAR CEDEÑO GUADALUPE DOLORES
SI,79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ
SI,81,VILLAO PANCHANA RAUL ELIAS
SI,82,YANDUN POZO CASTULO RENE
SI,85,MOYA DUQUE HERMAN ANIBAL
SI,87,SOLANO MORENO ALEX FABIAN
SI,94,TERAN SARZOSA SEGUNDO FAUSTO
SI,96,VALLE PINARGOTE BAIRON LEONARDO
SI,97,VASCONEZ ARTEAGA ANNY MARLLELY
SI,101,AUQUILLA ORTEGA RAUL VICENTE
SI,103,DONOSO CHIRIBOGA PATRICIO
SI,105,QUEVEDO HUGO
SI,106,VELA CHERONI MARIA SOLEDAD
SI,107,ARGUELLO TROYA BLANCA AZUCENA
SI,108,VELASCO ENRIQUEZ CARLOS ALBERTO
SI,109,VELEZ MARLENE MARGARITA
SI,110,OCHOA MORANTE MANUEL ALFREDO
SI,111,VICUÑA MUÑOZ MARIA ALEJANDRA
SI,112,VILEMA FREIRE ANGEL RAMIRO
SI,113,POSSO SALGADO LUIS ANTONIO
SI,115,MONTAÑO VALENCIA MAE
SI,116,SIVINTA TAIPE WALTHER OSWALDO
SI,121,ALEJANDRO MEDINA CRISTINA SORAYA
SI,122,VINTIMILLA JARRIN DIEGO ARMANDO
SI,123,VITERI GUALINGA CARLOS ELOY
SI,124,ZAMBRANO ARTEAGA JOSE RICARDO
