asambleista,curul,voto
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,AUSENTE
MONGE ESPINEL LUIS HUMBERTO,10,AUSENTE
BENAVIDES ZAMBRANO ZOILA TERESA,13,AUSENTE
CALDERON SALTOS RICHARD OSWALDO,18,AUSENTE
CALLE ANDRADE MARIA AUGUSTA,19,AUSENTE
CARRION MARIA JOSE,21,AUSENTE
CARVAJAL AGUIRRE MIGUEL ANGEL,22,AUSENTE
CHAVEZ CANALES HOLGER EZEQUIEL,26,AUSENTE
DAVILA RAMIREZ BELGICA ELIZABETH,28,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
GAGLIARDO LOOR GASTON,35,AUSENTE
GALVAN GRACIA MARIA ESPERANZA,36,AUSENTE
GONZALEZ SERRANO MIRYAM CATARINA,40,AUSENTE
GUDIÑO MENA ZOBEIDA GUISELA,43,AUSENTE
TORRES PINEDA CLINTON ELIUD,44,AUSENTE
CRUZ SALAZAR FRANCISCA GABRIELA,48,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,55,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
FARES GUAILLAS MARIA SEBASTIANA,69,AUSENTE
RIVERO DOGUER ANGEL ARMANDO,71,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
ARIAS FERNANDEZ VERONICA ELIZABETH,75,AUSENTE
ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
GUALAN JAPA MILTON RODRIGO,90,AUSENTE
ORELLANA MARQUINEZ MAGALI MARGOT,91,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
SOLORZANO SARRIA CESAR FAUSTO,114,AUSENTE
PAEZ BENALCAZAR ANDRES TARQUINO,117,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
MEDINA TAMBACO EMILY JESUS,119,AUSENTE
PONCE RUBIO ELVIA AZUCENA,122,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
SERRANO SEGURA GRACE MARISOL,128,AUSENTE
URIBE LOPEZ FANNY ESTHER,129,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,132,AUSENTE
MARTILLO GUERRERO PEDRO ANDRES,137,AUSENTE
ABAD VELEZ RAUL,1,SI
MORALES POZO LENIN ALBERTO,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
ORTIZ LARA LEONARDO,5,SI
QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,6,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CARRILLO BETTY,20,SI
CASSINELLI CALI JUAN CARLOS,23,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
MACIAS GARCIA PEDRO ROBERTO GEOVANNY,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
DELGADO CHALA AGUSTIN JAVIER,32,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
LARREA VITERI LIDICE VANESSA,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
SANCHEZ LARREA NORYAN KARINA,41,SI
GUAMANGATE ANTE LUIS GILBERTO,42,SI
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,SI
MOSQUERA YANEZ ISABEL PIEDAD,47,SI
JEREZ PILLA BETTY MARICELA,49,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
LARRIVA ALVARADO OSCAR OSWALDO,53,SI
MORENO CHIRIBOGA AMPARO DIANA,56,SI
MUÑOZ AVENDAÑO ROSA ELVIRA,58,SI
ALVARADO CARRION ROSANA,59,SI
OCLES PADILLA ALEXANDRA,60,SI
CAZA TIPANTA HUGO RENE,61,SI
PADRON SAETEROS GLADYS PAULINA,62,SI
BRITO MENDOZA MONICA CRISTINA,63,SI
PEÑA CARRASCO DIANA LUCIA,64,SI
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,SI
PONCE LEON XIMENA MERCEDES,67,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,68,SI
AGUILAR TORRES MANUEL RAMIRO,74,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
ARANA COELLO YIMABEL MARIA,77,SI
BUSTOS CHILIQUINGA ARCADIO,80,SI
MATIAS APOLINARIO RITA AZUCENA,81,SI
YANDUN POZO CASTULO RENE,82,SI
ACACHO GONZALEZ PEPE LUIS,83,SI
MOYA DUQUE HERMAN ANIBAL,85,SI
ALEMAN MARMOL MONICA ROCIO,86,SI
SOLANO MORENO ALEX FABIAN,87,SI
DIAZ COKA MARIA GABRIELA,88,SI
FIERRO OVIEDO PACO,89,SI
UMAJINGA GUAMAN CESAR,92,SI
VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,SI
VALLE PINARGOTE BAIRON LEONARDO,96,SI
VASCONEZ ARTEAGA ANNY MARLLELY,97,SI
INTRIAGO MACIAS CARMEN ELENA,98,SI
GUTIERREZ BORBUA FAUSTO GILMAR,100,SI
AUQUILLA ORTEGA RAUL VICENTE,101,SI
CHICAIZA TOAPANTA WILSON ALFONSO,102,SI
DONOSO CHIRIBOGA PATRICIO,103,SI
MONCAYO CEVALLOS JOSE RICARDO,104,SI
MOREIRA MACIAS GRACE HOLANDA,105,SI
VELA CHERONI MARIA SOLEDAD,106,SI
ARGUELLO TROYA BLANCA AZUCENA,107,SI
CHAMORRO HIDALGO YOLANDA JOSEFINA,108,SI
VELIZ BRIONES JOSE FELIX,109,SI
VERDUGA CEDEÑO MARY,110,SI
VICUÑA MUÑOZ MARIA ALEJANDRA,111,SI
VILEMA FREIRE ANGEL RAMIRO,112,SI
MONTAÑO VALENCIA MAE,115,SI
MORETA PANCHEZ MIGUEL ANGEL,116,SI
TORRES TORRES LUIS FERNANDO,120,SI
ALEJANDRO MEDINA CRISTINA SORAYA,121,SI
VILLON POZO LUIS MARIANO,126,SI
OBANDO MORALES SANTA FELICITA,127,SI
TAPIA LOMBEYDA LUIS FERNANDO,130,SI
CUCALON CAMACHO HENRY EDUARDO,131,SI
TACLE GALARRAGA MOISES FERNANDO,133,SI
ROMERO LOAYZA FRANCO SEGUNDO,134,SI
TERAN SALCEDO RAMON FORTUNATO,135,SI
OÑATE LOMBEIBA WIMPER BOLIVAR,136,SI
GODOY ANDRADE GINA JAKELINE,39,NO
BUENDIA HERDOIZA MARIA SOLEDAD,52,NO
VELASTEGUI RAMOS LEONARDO DARIO,73,NO
GUZMAN OCHOA LILIANA MAURA,45,BLANCO
ARIAS RAMIREZ ALBERTO JESUS,11,ABSTENCION
CHICA AREVALO VINICIO VETHOWEN,27,ABSTENCION
LEDESMA ZAMORA OSCAR ALFONSO,54,ABSTENCION
TOBAR NUÑEZ RAUL IGNACIO,57,ABSTENCION
RIVERA LOPEZ JOSE GABRIEL,70,ABSTENCION
SALAZAR CEDEÑO GUADALUPE DOLORES,78,ABSTENCION
TERAN SARZOSA SEGUNDO FAUSTO,94,ABSTENCION
VITERI GUALINGA CARLOS ELOY,123,ABSTENCION
ZAMBRANO ARTEAGA JOSE RICARDO,124,ABSTENCION
