asambleista,curul,voto
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
EGAS LEDESMA JOSÉ ANTONIO,18,AUSENTE
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,SI
SERRANO SALGADO JOSÉ RICARDO,3,SI
ARIAS RAMÍREZ ALBERTO JESÚS,5,SI
ARREGUI RUEDA MARCIA CECILIA,6,SI
ARTEAGA MUÑOZ KARINA CECILIA,7,SI
MARQUEZ LOPEZ JOSE LENIN,8,SI
CASANOVA CEPEDA XAVIER IVAN,11,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
TERÁN SARZOSA SEGUNDO FAUSTO,19,SI
TENORIO VALENCIA CALLETANO,20,SI
CERDA MIRANDA GABRIELA PAMELA,21,SI
COROZO AYOVÍ JORGE WILBER,24,SI
CUESTA RÍOS LIUBA ELISA,25,SI
DOUMET CHEDRAUI MICHEL ANDRÉS,27,SI
FLOR GIL BRENDA AZUCENA,31,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
LITARDO CAICEDO CÉSAR ERNESTO,38,SI
MARÍN AGUIRRE ANA BELÉN,40,SI
MENDOZA ARÉVALO DANIEL ISAAC,42,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
PEÑA PACHECO XIMENA DEL ROCÍO,48,SI
PLAZA CASTILLO LENIN,49,SI
ANDRADE VILLAPRADO NELLY LISSETH,50,SI
QUIJIJE DELGADO LUIS RAFAEL,52,SI
QUIÑONEZ OCAMPO JULIO CÉSAR,53,SI
SALAZAR CEDEÑO GUADALUPE DOLORES,56,SI
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,SI
VERA RODRÍGUEZ CARLOS ALFREDO,65,SI
CHACTONG VELASCO MARTHA XIMENA,67,SI
YAR ARAUJO JUAN CARLOS,68,SI
ASTUDILLO LOOR LINA GLORIA,74,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,76,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,SI
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,SI
CASTANIER JARAMILLO XAVIER HOMERO,89,SI
DONOSO CHIRIBOGA PATRICIO,101,SI
FLORES VÁSQUEZ FERNANDO PATRICIO,102,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
CUESTA CONCARI MARÍA MERCEDES,122,SI
SOLÓRZANO SARRIA CÉSAR FAUSTO,126,SI
PAREDES TORRES WASHINGTON ARTURO,131,SI
ROMERO LOAYZA FRANCO SEGUNDO,132,SI
VERA MENDOZA TANLLY JANELA,135,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,1,NO
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,NO
BERGMANN REYNA CARLOS ALBERTO,9,NO
COLLAGUAZO RODRIGO,10,NO
CALLE VERZOZI HERMUY,15,NO
CÁRDENAS ESPINOZA JUAN JORGE,17,NO
CHALÁ CRUZ JOSÉ FRANKLIN,22,NO
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,NO
CUESTA SANTANA ESTHER ADELINA,26,NO
DURÁN AGUILAR LILIANA ELIZABETH,28,NO
ALEAGA SANTOS RONNY XAVIER,29,NO
ESPINOSA ANDRADE AUGUSTO XAVIER,30,NO
GARCÍA GAIBOR CARMEN MERCEDES,32,NO
GARCÍA POZO DIEGO OSWALDO,33,NO
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,NO
HOLGUÍN NARANJO MARCELA PRISCILA,37,NO
LLORET VALDIVIESO JUAN CRISTÓBAL,39,NO
MELO GARZÓN ESTEBAN ANDRÉS,41,NO
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,NO
NARANJO ALVARADO PRISCILA AMAPOLA,44,NO
PROAÑO CIFUENTES ROBERTH MAURICIO,51,NO
AGUALSACA GUAMAN JOSE CLEMENTE,54,NO
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,NO
SALGADO ANDRADE SILVIA BETZABETH,57,NO
SAMANIEGO MAIGUA FRANKLIN OMAR,58,NO
ALEMÁN MARMOL MÓNICA ROCÍO,60,NO
SOLIZ CARRIÓN DORIS JOSEFINA,61,NO
VALLE PINARGOTE BAIRON LEONARDO,62,NO
VELIN CORTÉS JUAN PABLO,63,NO
VERA FLORES WENDY VANESSA,64,NO
VILLALVA MIRANDA LIRA DE LA PAZ,66,NO
GUAMBA DÍAZ NANCY JEANNETH,69,NO
LOOR ALCÍVAR LEXI LIDUVINA,70,NO
ANDRADE MUÑOZ WILMA PIEDAD,71,NO
ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,NO
AUQUILLA ORTEGA RAÚL VICENTE,73,NO
CUCALÓN CAMACHO HENRY EDUARDO,78,NO
SERRANO VITERI MERCEDES MARITZA,79,NO
UGARTE HENRÍQUEZ JOSÉ FERNANDO,87,NO
LLANES SUAREZ HENRY MANUEL,88,NO
CELI SANTOS GUILLERMO ALEJANDRO,90,NO
YUNGA NAULA SEGUNDO JULIÁN,91,NO
CRUZ VACA JEANNINE DEL CISNE,92,NO
CUESTA ORELLANA MARÍA DE LOURDES,93,NO
ZAMBRANO VALLE EDUARDO MAURICIO,94,NO
CADENA HUERTAS FRANCISCO JAVIER,95,NO
PEÑA ONTANEDA ELIO GERMÁN,96,NO
CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,NO
CALDERÓN CHANCAY DORIS DAISY,98,NO
REYES HIDALGO CRISTINA EUGENIA,99,NO
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,NO
ZAMBRANO VERA MARIANO,106,NO
CANDELL SOTO JAIME ENRIQUE JIMMY,107,NO
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,NO
OLIVO PALLO JAIME FERNANDO,109,NO
ROHON HERVAS CÉSAR EDUARDO,110,NO
TAIANO BASANTE VICENTE GIOVANNY,111,NO
