asambleista,curul,voto
HAGO CELI FRANCISCO WAIKING,4,AUSENTE
VITERI LOPEZ CHRISTIAN HUMBERTO,10,AUSENTE
CARVAJAL AGUIRRE MIGUEL ANGEL,22,AUSENTE
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
PATIÑO AROCA RAUL LEONARDO,63,AUSENTE
PONCE LEON XIMENA MERCEDES,67,AUSENTE
RIVERO DOGUER ANGEL ARMANDO,71,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
VILLAO PANCHANA RAUL ELIAS,81,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
CAJAS ARCOS PAOLA DE LOS ANGELES,94,AUSENTE
GUTIERREZ BORBUA FAUSTO GILMAR,100,AUSENTE
VELASCO ENRIQUEZ CARLOS ALBERTO,108,AUSENTE
VICUÑA MUÑOZ MARIA ALEJANDRA,111,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
MORETA PANCHEZ MIGUEL ANGEL,116,AUSENTE
PAEZ BENALCAZAR ANDRES TARQUINO,117,AUSENTE
VITERI JIMENEZ CYNTHIA,136,AUSENTE
ABAD VELEZ RAUL,1,SI
MORALES POZO LENIN ALBERTO,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
TORRES CEDEÑO KERLLY ANABEL,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
RIVAS ALAVA ELIANA LISSET,11,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
MARQUEZ LOPEZ JOSE LENIN,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
BRAVO RAMIREZ MARIA LORENA,23,SI
CONSTANTE NIETO MARIANA DE LAS MERCEDES,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
PIÑAN CAJAS MARIA ALEGRIA,32,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35,SI
GALVAN GRACIA MARIA ESPERANZA,36,SI
MENDOZA DANIEL ISAAC,37,SI
CALAZACON AGUAVIL MARIA ALBERTINA,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
GUAMAN CASTRO ALEX FRANCISCO,41,SI
BOMBON LOPEZ BLANCA CECILIA,42,SI
JARAMILLO RODRIGUEZ VICTOR HUGO,43,SI
GUEVARA VILLACRES VERONICA MARGARITA,44,SI
RODAS MARCA CARLOS EDUARDO,45,SI
CRUZ SALAZAR FRANCISCA GABRIELA,48,SI
JEREZ PILLA BETTY MARICELA,49,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
BUENDIA HERDOIZA MARIA SOLEDAD,52,SI
JAIGUA ALVARADO CELIA MARIA,53,SI
LEDESMA ZAMORA OSCAR ALFONSO,54,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,55,SI
