voto,curul,asambleista
AUSENTE,11,ARIAS RAMIREZ ALBERTO JESUS
AUSENTE,16,BUENDIA HERDOIZA MARIA SOLEDAD
AUSENTE,23,CRUZ SALAZAR FRANCISCA GABRIELA
AUSENTE,33,FAJARDO MOSQUERA LETTY VANESSA
AUSENTE,36,GALVAN GRACIA MARIA ESPERANZA
AUSENTE,41,GUAMAN CASTRO ALEX FRANCISCO
AUSENTE,43,GUDIÑO MENA ZOBEIDA GUISELA
AUSENTE,46,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO
AUSENTE,50,ARANA COELLO YIMABEL MARIA
AUSENTE,59,CABRERA FAJARDO SEGUNDO CESAR
AUSENTE,64,PEÑA CARRASCO DIANA LUCIA
AUSENTE,73,REINOSO LESCANO MARIA ELIZABETH
AUSENTE,81,CANALES PROAÑO ELVIRA MARCHIE
AUSENTE,85,MOYA DUQUE HERMAN ANIBAL
AUSENTE,90,JIMENEZ CABRERA JOSE CLEVER
AUSENTE,108,CHAMORRO HIDALGO YOLANDA JOSEFINA
AUSENTE,111,VICUÑA MUÑOZ MARIA ALEJANDRA
AUSENTE,121,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE
AUSENTE,122,VINTIMILLA JARRIN DIEGO ARMANDO
AUSENTE,128,ZAPATA MANTILLA JOSE LEONIDAS
AUSENTE,136,VITERI JIMENEZ CYNTHIA
AUSENTE,137,KRONFLE GOMEZ MARIA CRISTINA
SI,1,ABAD VELEZ RAUL
SI,2,ACERO LANCHIMBA ESTHELA LILIANA
SI,3,AGUILAR PLACIDO ARMANDO
SI,4,MACHUCA MOSCOSO LINDA MARICELA
SI,5,ORTIZ LARA LEONARDO
SI,6,ALBAN TORRES MARIANA DEL ROCIO
SI,7,TORRES CEDEÑO KERLLY ANABEL
SI,8,ORDOÑEZ ALMEIDA FAUSTO EFRAIN
SI,9,ANDINO REINOSO MAURO EDMUNDO
SI,10,VITERI LOPEZ CHRISTIAN HUMBERTO
SI,12,ARREGUI RUEDA MARCIA CECILIA
SI,13,BENAVIDES ZAMBRANO ZOILA TERESA
SI,14,BERGMANN REYNA CARLOS ALBERTO
SI,15,BORJA PEREZ GALO
SI,17,BUSTAMANTE PONCE FERNANDO XAVIER
SI,18,CALDERON SALTOS RICHARD OSWALDO
SI,19,CALLE ANDRADE MARIA AUGUSTA
SI,20,CARRILLO BETTY
SI,21,CARRION MARIA JOSE
SI,22,CARVAJAL AGUIRRE MIGUEL ANGEL
SI,24,CAYAMBE TIPAN FAUSTO HERIBERTO
SI,25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
SI,26,SALAZAR PAUCAR MARGOD ELISAVED
SI,27,CHICA AREVALO VINICIO VETHOWEN
SI,28,CORDOVA ENCALADA EDGAR EDUARDO
SI,29,CUESTA RIOS LIUBA ELISA
SI,30,DE LA CRUZ BERNARDO HERMAN ULISES
SI,31,DE LA CRUZ GASPAR ADRIANA MIOSOTI
SI,32,DELGADO CHALA AGUSTIN JAVIER
SI,34,FALCONI LOQUI EVELYN PAMELA
SI,35,GAGLIARDO LOOR GASTON
SI,37,MENDOZA DANIEL ISAAC
SI,38,GARZON RICAURTE WILLIAM ANTONIO
SI,39,GODOY ANDRADE GINA JAKELINE
SI,40,GRANDA NIXON ARLIG
SI,42,GUAMANGATE ANTE LUIS GILBERTO
SI,44,GUEVARA VILLACRES VERONICA MARGARITA
SI,45,GUZMAN OCHOA LILIANA MAURA
SI,47,MOSQUERA YANEZ ISABEL PIEDAD
SI,48,ISSA WAGNER NICOLAS JOSE
SI,49,JEREZ PILLA BETTY MARICELA
SI,51,ORTIZ GASPAR ESTHER FLAVIA
SI,52,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,53,JAIGUA ALVARADO CELIA MARIA
SI,54,LEDESMA ZAMORA OSCAR ALFONSO
SI,55,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,56,MELO GARZON ESTEBAN ANDRES
SI,57,TOBAR NUÑEZ RAUL IGNACIO
SI,58,MUÑOZ AVENDAÑO ROSA ELVIRA
SI,60,OCLES PADILLA ALEXANDRA
SI,61,CAZA TIPANTA HUGO RENE
SI,62,PADRON SAETEROS GLADYS PAULINA
SI,63,PATIÑO AROCA RAUL LEONARDO
SI,65,PEÑA PACHECO XIMENA DEL ROCIO
SI,66,PEÑAFIEL MONTESDEOCA JUANA MARISOL
SI,67,PONCE LEON XIMENA MERCEDES
SI,68,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,69,FARFAN APONTE RICHARD WILSON
SI,70,BAZURTO ROLDAN NANCIS CELESTE
SI,71,RIVERO DOGUER ANGEL ARMANDO
SI,72,MEDINA MERA VICTOR CLEMENTE
SI,75,ARIAS FERNANDEZ VERONICA ELIZABETH
SI,76,RODRIGUEZ DELGADO MARIA VERONICA
SI,77,SAENZ DE VITERI LAUTARO ENRIQUE
SI,78,SALAZAR CEDEÑO GUADALUPE DOLORES
SI,79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ
SI,82,YANDUN POZO CASTULO RENE
SI,83,ACACHO GONZALEZ PEPE LUIS
SI,84,VACA COJITAMBO ELENA ANA DEL ROCIO
SI,86,SERRANO REYES NELSON ALCIDES
SI,87,SOLANO MORENO ALEX FABIAN
SI,88,DIAZ COKA MARIA GABRIELA
SI,91,GAIBOR ROMERO CARLOS MARTIN
SI,92,UMAGINGA GUAMAN CESAR
SI,94,TERAN SARZOSA SEGUNDO FAUSTO
SI,95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN
SI,96,VALLE PINARGOTE BAIRON LEONARDO
SI,97,VASCONEZ ARTEAGA ANNY MARLLELY
SI,98,INTRIAGO MACIAS CARMEN ELENA
SI,99,PACHECO ORDOÑEZ BAYRON EDUARDO
SI,101,AUQUILLA ORTEGA RAUL VICENTE
SI,102,CHICAIZA TOAPANTA WILSON ALFONSO
SI,103,DONOSO CHIRIBOGA PATRICIO
SI,106,VELA CHERONI MARIA SOLEDAD
SI,107,ARGUELLO TROYA BLANCA AZUCENA
SI,109,VELIZ BRIONES JOSE FELIX
SI,110,VERDUGA CEDEÑO MARY
SI,112,ANDINO ROBALINO ANGELICA MARIA
SI,113,POSSO SALGADO LUIS ANTONIO
SI,115,MONTAÑO VALENCIA MAE
SI,116,MORETA PANCHEZ MIGUEL ANGEL
SI,117,PAEZ BENALCAZAR ANDRES TARQUINO
SI,118,SALGADO RIVADENEIRA DIEGO
SI,119,CHICA PAVEL
SI,120,TORRES COBO LUIS ESTEBAN
SI,123,VITERI GUALINGA CARLOS ELOY
SI,124,ZAMBRANO ARTEAGA JOSE RICARDO
