67,asambleista,curul,total ausente,voto
,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,,AUSENTE
,ARIAS RAMÍREZ ALBERTO JESÚS,5,,AUSENTE
,ARREGUI RUEDA MARCIA CECILIA,6,,AUSENTE
,ARTEAGA MUÑOZ KARINA CECILIA,7,,AUSENTE
,MARQUEZ LOPEZ JOSE LENIN,8,,AUSENTE
,BERGMANN REYNA CARLOS ALBERTO,9,,AUSENTE
,BONILLA SALCEDO VIVIANA,10,,AUSENTE
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,,AUSENTE
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,,AUSENTE
,CADENA VÉLEZ KARLA GABRIELA,14,,AUSENTE
,CALLE VERZOZI HERMUY,15,,AUSENTE
,CARRIÓN CEVALLOS MARÍA JOSÉ,18,,AUSENTE
,CHALÁ CRUZ JOSÉ FRANKLIN,22,,AUSENTE
,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,,AUSENTE
,COROZO AYOVÍ JORGE WILBER,24,,AUSENTE
,CUESTA RÍOS LIUBA ELISA,25,,AUSENTE
,CUESTA SANTANA ESTHER ADELINA,26,,AUSENTE
,DOUMET CHEDRAUI MICHEL ANDRÉS,27,,AUSENTE
,GARZÓN RICAURTE WILLIAM ANTONIO,34,,AUSENTE
,HOLGUÍN NARANJO MARCELA PRISCILA,37,,AUSENTE
,LITARDO CAICEDO CÉSAR ERNESTO,38,,AUSENTE
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,AUSENTE
,MELO GARZÓN ESTEBAN ANDRÉS,41,,AUSENTE
,NARANJO ALVARADO PRISCILA AMAPOLA,44,,AUSENTE
,BUSTAMANTE GARCÍA JUAN FRANCISCO,47,,AUSENTE
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,,AUSENTE
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55,,AUSENTE
,SALAZAR CEDEÑO GUADALUPE DOLORES,56,,AUSENTE
,ALEMÁN MARMOL MÓNICA ROCÍO,60,,AUSENTE
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,AUSENTE
,VELIN CORTÉS JUAN PABLO,63,,AUSENTE
,VERA FLORES WENDY VANESSA,64,,AUSENTE
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,AUSENTE
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,AUSENTE
,VITERI GUALINGA CARLOS ELOY,67,,AUSENTE
,ANDRADE MUÑOZ WILMA PIEDAD,71,,AUSENTE
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,AUSENTE
,AZUERO RODAS ELISEO ALEXIS,77,,AUSENTE
,SERRANO VITERI MERCEDES MARITZA,79,,AUSENTE
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,,AUSENTE
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,AUSENTE
,YANDÚN POZO CÁSTULO RENÉ,86,,AUSENTE
,ARIAS MANCHENO ANGELA GRACIELA,89,,AUSENTE
,CRUZ PROAÑO LUDOVICO ISRAEL,91,,AUSENTE
,CRUZ VACA JEANNINE DEL CISNE,92,,AUSENTE
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,,AUSENTE
,,98,,AUSENTE
,LLANES SUAREZ HENRY MANUEL,99,,AUSENTE
,CURICHUMBI YUPANQUI PEDRO,100,,AUSENTE
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,AUSENTE
,VERDEZOTO REINOSO ROSA ISABEL,103,,AUSENTE
,GENDE CALAZACÓN ANGEL MESÍAS,104,,AUSENTE
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,,AUSENTE
,ZAMBRANO VERA MARIANO,106,,AUSENTE
,OLIVO PALLO JAIME FERNANDO,109,,AUSENTE
,CALDERÓN CHANCAY DORIS DAISY,110,,AUSENTE
,TAIANO BASANTE VICENTE GIOVANNY,111,,AUSENTE
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,AUSENTE
,SALTOS MOREIRA DIANA GABRIELA,115,,AUSENTE
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,,AUSENTE
,CUESTA CONCARI MARÍA MERCEDES,122,,AUSENTE
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,AUSENTE
,ALARCÓN GUILLÍN FREDY OSCAR,125,,AUSENTE
,ALMEYDA JALIL VICENTE FERNANDO,127,,AUSENTE
,PAREDES TORRES WASHINGTON ARTURO,131,,AUSENTE
,ROMERO LOAYZA FRANCO SEGUNDO,132,,AUSENTE
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,AUSENTE
,AGUIÑAGA VALLEJO PAOLA MARCELA,1,,SI
,CEVALLOS GUEVARA LESLIE MARCELA,3,,SI
,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,,SI
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,,SI
,CAMBALA MONTECE CARLOS ALBERTO,16,,SI
,CÁRDENAS ESPINOZA JUAN JORGE,17,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,,SI
,CERDA MIRANDA GABRIELA PAMELA,21,,SI
,DURÁN AGUILAR LILIANA ELIZABETH,28,,SI
,ALEAGA SANTOS RONNY XAVIER,29,,SI
,ESPINOSA ANDRADE AUGUSTO XAVIER,30,,SI
,FLOR GIL BRENDA AZUCENA,31,,SI
,GARCÍA GAIBOR CARMEN MERCEDES,32,,SI
,GARCÍA POZO DIEGO OSWALDO,33,,SI
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,,SI
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,,SI
,MARÍN AGUIRRE ANA BELÉN,40,,SI
,COLAMARCO VERA PINUCCIA MAGALY,42,,SI
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,SI
,POMA HERRERA YOFRE MARTÍN,50,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,51,,SI
,RODRÍGUEZ CEDEÑO ROSA ELENA,53,,SI
