104,asambleista,curul,total si,voto
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7.0,,AUSENTE
,MUÑOZ VICUÑA MARIANGEL,8.0,,AUSENTE
,CRUZ SALAZAR FRANCISCA GABRIELA,10.0,,AUSENTE
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16.0,,AUSENTE
,QUIMBIULCO BEDON LORENA GABRIELA,18.0,,AUSENTE
,CAJAS LARA SUSANA VALERIA,22.0,,AUSENTE
,CASSINELLI CALI JUAN CARLOS,23.0,,AUSENTE
,CHAVEZ CANALES HOLGER EZEQUIEL,26.0,,AUSENTE
,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35.0,,AUSENTE
,GUAMANGATE ANTE LUIS GILBERTO,42.0,,AUSENTE
,JAIGUA ALVARADO CELIA MARIA,53.0,,AUSENTE
,MEDINA MERA VICTOR CLEMENTE,72.0,,AUSENTE
,RODRIGUEZ DELGADO MARIA VERONICA,76.0,,AUSENTE
,ACACHO GONZALEZ PEPE LUIS,83.0,,AUSENTE
,DIAZ COKA MARIA GABRIELA,88.0,,AUSENTE
,GUALAN JAPA MILTON RODRIGO,90.0,,AUSENTE
,ORELLANA MARQUINEZ MAGALI MARGOT,91.0,,AUSENTE
,TIBAN GUALA LOURDES LICENIA,93.0,,AUSENTE
,PACHECO ORDOÑEZ BAYRON EDUARDO,99.0,,AUSENTE
,GUTIERREZ BORBUA FAUSTO GILMAR,100.0,,AUSENTE
,ALEJANDRO MEDINA CRISTINA SORAYA,121.0,,AUSENTE
,ROMERO LOAYZA FRANCO SEGUNDO,134.0,,AUSENTE
,GUAMAN MAYANCELA MARIA MERCEDES,1.0,,SI
,ACERO LANCHIMBA ESTHELA LILIANA,2.0,,SI
,LANDAZURI OLMEDO LUDIS CLAUDINA,3.0,,SI
,MACHUCA MOSCOSO LINDA MARICELA,4.0,,SI
,AGUIRRE HIDALGO DORA ANDELA,5.0,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6.0,,SI
,ANDINO REINOSO MAURO EDMUNDO,9.0,,SI
,RIVAS ALAVA ELIANA LISSET,11.0,,SI
,ARREGUI RUEDA MARCIA CECILIA,12.0,,SI
