curul,asambleista,voto
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,AUSENTE
6,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
10,BONILLA SALCEDO VIVIANA,AUSENTE
14,DELGADO ORLANDO CÉSAR ANTONIO,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
24,COROZO AYOVÍ JORGE WILBER,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
27,DOUMET CHEDRAUI MICHEL ANDRÉS,AUSENTE
31,GARCÍA MARTÍNEZ INGRID VANESSA,AUSENTE
32,GARCÍA GAIBOR CARMEN MERCEDES,AUSENTE
39,LLORET VALDIVIESO JUAN CRISTÓBAL,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,AUSENTE
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,AUSENTE
59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,AUSENTE
61,SOLIZ CARRIÓN DORIS JOSEFINA,AUSENTE
65,VERA RODRÍGUEZ CARLOS ALFREDO,AUSENTE
73,AUQUILLA ORTEGA RAÚL VICENTE,AUSENTE
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,AUSENTE
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,AUSENTE
89,CASTANIER JARAMILLO XAVIER HOMERO,AUSENTE
90,LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
98,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",AUSENTE
111,TAIANO BASANTE VICENTE GIOVANNY,AUSENTE
120,PACHALA POMA LUIS ALBERTO,AUSENTE
129,ESTUPIÑÁN ORTIZ BORIS EFRÉN,AUSENTE
131,PAREDES TORRES WASHINGTON ARTURO,AUSENTE
134,SUQUILANDA VALDIVIESO BYRON VINICIO,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,SI
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,SI
15,CALLE VERZOZI HERMUY,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
22,CHALÁ CRUZ JOSÉ FRANKLIN,SI
26,CUESTA SANTANA ESTHER ADELINA,SI
28,DURÁN AGUILAR LILIANA ELIZABETH,SI
29,ALEAGA SANTOS RONNY XAVIER,SI
30,ESPINOSA ANDRADE AUGUSTO XAVIER,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
41,MELO GARZÓN ESTEBAN ANDRÉS,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
50,POMA HERRERA YOFRE MARTÍN,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
58,SAMANIEGO MAIGUA FRANKLIN OMAR,SI
60,ALEMÁN MARMOL MÓNICA ROCÍO,SI
62,VALLE PINARGOTE BAIRON LEONARDO,SI
64,VERA FLORES WENDY VANESSA,SI
66,VILLALVA MIRANDA LIRA DE LA PAZ,SI
67,VITERI GUALINGA CARLOS ELOY,SI
69,GUAMBA DÍAZ NANCY JEANNETH,SI
70,LOOR ALCÍVAR LEXI LIDUVINA,SI
94,ZAMBRANO VALLE EDUARDO MAURICIO,SI
3,SERRANO SALGADO JOSÉ RICARDO,NO
5,ARIAS RAMÍREZ ALBERTO JESÚS,NO
7,ARTEAGA MUÑOZ KARINA CECILIA,NO
8,BENAVIDES ZAMBRANO ZOILA TERESA,NO
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,NO
16,CAMBALA MONTECE CARLOS ALBERTO,NO
18,CARRIÓN CEVALLOS MARÍA JOSÉ,NO
19,TERÁN SARZOSA SEGUNDO FAUSTO,NO
20,TENORIO VALENCIA CALLETANO,NO
34,GARZÓN RICAURTE WILLIAM ANTONIO,NO
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,NO
38,LITARDO CAICEDO CÉSAR ERNESTO,NO
40,MARÍN AGUIRRE ANA BELÉN,NO
42,MENDOZA ARÉVALO DANIEL ISAAC,NO
45,OCHOA MORANTE MANUEL ALFREDO,NO
46,ORELLANA ROMÁN ROSA GINA,NO
47,BUSTAMANTE GARCÍA JUAN FRANCISCO,NO
48,PEÑA PACHECO XIMENA DEL ROCÍO,NO
49,PLAZA CASTILLO LENIN,NO
53,RODRÍGUEZ CEDEÑO ROSA ELENA,NO
56,SALAZAR CEDEÑO GUADALUPE DOLORES,NO
57,SALGADO ANDRADE SILVIA BETZABETH,NO
68,YAR ARAUJO JUAN CARLOS,NO
74,ASTUDILLO LOOR LINA GLORIA,NO
75,BURBANO MONTENEGRO FÉLIX FERNANDO,NO
76,ZAMBRANO CASTRO NORALMA ELIZABETH,NO
80,CALLEJAS BARONA FERNANDO,NO
83,CARRIÓN MORENO CÉSAR ATAULFO,NO
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,NO
91,CRUZ PROAÑO LUDOVICO ISRAEL,NO
93,CUESTA ORELLANA MARÍA DE LOURDES,NO
95,CADENA HUERTAS FRANCISCO JAVIER,NO
99,REYES HIDALGO CRISTINA EUGENIA,NO
100,CURICHUMBI YUPANQUI PEDRO,NO
101,DONOSO CHIRIBOGA PATRICIO,NO
102,FLORES VÁSQUEZ FERNANDO PATRICIO,NO
103,VERDEZOTO REINOSO ROSA ISABEL,NO
104,GENDE CALAZACÓN ANGEL MESÍAS,NO
107,CANDELL SOTO JAIME ENRIQUE JIMMY,NO
109,OLIVO PALLO JAIME FERNANDO,NO
115,SALTOS MOREIRA DIANA GABRIELA,NO
117,MONTAÑO VALENCIA MAE,NO
123,PEÑAFIEL IZQUIERDO EDDY COLÓN,NO
124,PUANCHIR PAYASHÑA TITO PEDRO,NO
126,SOLORZANO SARRIA CESAR FAUSTO,NO
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,BLANCO
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,BLANCO
132,ARISTEGUIETA LOGROÑO MIRTHA STEPHANIE,BLANCO
136,VILLAMAR JÁCOME PEDRO FABRICIO,BLANCO
9,BERGMANN REYNA CARLOS ALBERTO,ABSTENCION
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,ABSTENCION
63,VELIN CORTÉS JUAN PABLO,ABSTENCION
71,ANDRADE MUÑOZ WILMA PIEDAD,ABSTENCION
72,ZAMBRANO ALCÍVAR MAGDA XIOMARA,ABSTENCION
77,AZUERO RODAS ELISEO ALEXIS,ABSTENCION
78,CUCALÓN CAMACHO HENRY EDUARDO,ABSTENCION
79,INTRIAGO ZAMBRANO FAUSTO PATRICIO,ABSTENCION
85,GONZÁLEZ VÁSCONEZ TERESITA XIMENA,ABSTENCION
86,YANDÚN POZO CÁSTULO RENÉ,ABSTENCION
87,HENRÍQUEZ JAIME PATRICIA IVONNE,ABSTENCION
88,OLLAGUE VALAREZO ZOILA PIEDAD,ABSTENCION
96,PEÑA ONTANEDA ELIO GERMÁN,ABSTENCION
