curul,asambleista,voto
4,MACHUCA MOSCOSO LINDA MARICELA,AUSENTE
6,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,AUSENTE
26,CHAVEZ CANALES HOLGER EZEQUIEL,AUSENTE
64,PEÑA CARRASCO DIANA LUCIA,AUSENTE
72,MEDINA MERA VICTOR CLEMENTE,AUSENTE
76,RODRIGUEZ DELGADO MARIA VERONICA,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
119,MEDINA TAMBACO EMILY JESUS,AUSENTE
122,VINTIMILLA JARRIN DIEGO ARMANDO,AUSENTE
128,SERRANO SEGURA GRACE MARISOL,AUSENTE
130,TAPIA LOMBEYDA LUIS FERNANDO,AUSENTE
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
7,TORRES CEDEÑO KERLLY ANABEL,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
10,VITERI LOPEZ CHRISTIAN HUMBERTO,SI
11,RIVAS ALAVA ELIANA LISSET,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
20,CARRILLO BETTY,SI
21,CARRION MARIA JOSE,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
23,CASSINELLI CALI JUAN CARLOS,SI
24,CAYAMBE TIPAN FAUSTO HERIBERTO,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
28,CORDOVA ENCALADA EDGAR EDUARDO,SI
29,CUESTA RIOS LIUBA ELISA,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
