asambleista,curul,voto
AGUIÑAGA VALLEJO PAOLA MARCELA,1,AUSENTE
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,9,AUSENTE
CASANOVA CEPEDA XAVIER IVAN,11,AUSENTE
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CALLE VERZOZI HERMUY,15,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CERDA MIRANDA GABRIELA PAMELA,21,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
ALEAGA SANTOS RONNY XAVIER,29,AUSENTE
ESPINOSA ANDRADE AUGUSTO XAVIER,30,AUSENTE
FLOR GIL BRENDA AZUCENA,31,AUSENTE
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,AUSENTE
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,AUSENTE
LLORET VALDIVIESO JUAN CRISTÓBAL,39,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,AUSENTE
NARANJO ALVARADO PRISCILA AMAPOLA,44,AUSENTE
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,AUSENTE
PEÑA PACHECO XIMENA DEL ROCÍO,48,AUSENTE
ANDRADE VILLAPRADO NELLY LISSETH,50,AUSENTE
QUIÑONEZ OCAMPO JULIO CÉSAR,53,AUSENTE
PARRA VILLACIS JONATHAN EMANUEL,56,AUSENTE
MONCAYO ESPINOSA JOSÉ FRANCISCO,57,AUSENTE
SAMANIEGO MAIGUA FRANKLIN OMAR,58,AUSENTE
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,AUSENTE
PEÑA BERNAL JOAQUÍN ANTONIO,61,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,AUSENTE
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,AUSENTE
JARAMILLO ZURITA PAOLA MICHAEL,88,AUSENTE
DONOSO CHIRIBOGA PATRICIO,101,AUSENTE
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,AUSENTE
CUADRO GASTEZZI DEYSI MARIA,115,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,AUSENTE
PUANCHIR PAYASHÑA TITO PEDRO,124,AUSENTE
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
ARIAS RAMÍREZ ALBERTO JESÚS,5,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
COLLAGUAZO RODRIGO,10,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
TERÁN SARZOSA SEGUNDO FAUSTO,19,SI
TENORIO VALENCIA CALLETANO,20,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
SUAREZ HUAYAMAVE CARLOS ALBERTO,25,SI
DOUMET CHEDRAUI MICHEL ANDRÉS,27,SI
DURÁN AGUILAR LILIANA ELIZABETH,28,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LITARDO CAICEDO CÉSAR ERNESTO,38,SI
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
PLAZA CASTILLO LENIN,49,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
QUIJIJE DELGADO LUIS RAFAEL,52,SI
AGUALSACA GUAMAN JOSE CLEMENTE,54,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
ALEMÁN MARMOL MÓNICA ROCÍO,60,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VERA RODRÍGUEZ CARLOS ALFREDO,65,SI
VILLALVA MIRANDA LIRA DE LA PAZ,66,SI
CHACTONG VELASCO MARTHA XIMENA,67,SI
GUAMBA DÍAZ NANCY JEANNETH,69,SI
LOOR ALCÍVAR LEXI LIDUVINA,70,SI
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ALMEIDA ALARCÓN KAREM MICHELLE,72,SI
AUQUILLA ORTEGA RAÚL VICENTE,73,SI
ASTUDILLO LOOR LINA GLORIA,74,SI
BURBANO MONTENEGRO FÉLIX FERNANDO,75,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,76,SI
AZUERO RODAS ELISEO ALEXIS,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
SERRANO VITERI MERCEDES MARITZA,79,SI
CALLEJAS BARONA FERNANDO,80,SI
