curul,asambleista,voto
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,AUSENTE
3,CEVALLOS GUEVARA LESLIE MARCELA,AUSENTE
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,AUSENTE
6,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
8,BENAVIDES ZAMBRANO ZOILA TERESA,AUSENTE
10,BONILLA SALCEDO VIVIANA,AUSENTE
11,CASANOVA CEPEDA XAVIER IVAN,AUSENTE
13,SERRANO VALLEJO JORGE ERNESTO,AUSENTE
14,CADENA VÉLEZ KARLA GABRIELA,AUSENTE
18,CARRIÓN CEVALLOS MARÍA JOSÉ,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
28,DURÁN AGUILAR LILIANA ELIZABETH,AUSENTE
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,AUSENTE
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,AUSENTE
40,MARÍN AGUIRRE ANA BELÉN,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
46,ORELLANA ROMÁN ROSA GINA,AUSENTE
48,PEÑA PACHECO XIMENA DEL ROCÍO,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
67,CHACTONG VELASCO MARTHA XIMENA,AUSENTE
77,AZUERO RODAS ELISEO ALEXIS,AUSENTE
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,AUSENTE
106,ZAMBRANO VERA MARIANO,AUSENTE
114,LARREÁTEGUI FABARA MARÍA GABRIELA,AUSENTE
120,PACHALA POMA LUIS ALBERTO,AUSENTE
127,ALMEYDA JALIL VICENTE FERNANDO,AUSENTE
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,AUSENTE
134,SUQUILANDA VALDIVIESO BYRON VINICIO,AUSENTE
135,VERA MENDOZA TANLLY JANELA,AUSENTE
5,ARIAS RAMÍREZ ALBERTO JESÚS,SI
7,ARTEAGA MUÑOZ KARINA CECILIA,SI
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
19,TERÁN SARZOSA SEGUNDO FAUSTO,SI
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
24,COROZO AYOVÍ JORGE WILBER,SI
27,DOUMET CHEDRAUI MICHEL ANDRÉS,SI
31,GARCÍA MARTÍNEZ INGRID VANESSA,SI
34,GARZÓN RICAURTE WILLIAM ANTONIO,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
45,OCHOA MORANTE MANUEL ALFREDO,SI
47,BUSTAMANTE GARCÍA JUAN FRANCISCO,SI
49,PLAZA CASTILLO LENIN,SI
50,ANDRADE VILLAPRADO NELLY LISSETH,SI
53,QUIÑONEZ OCAMPO JULIO CÉSAR,SI
56,SALAZAR CEDEÑO GUADALUPE DOLORES,SI
65,VERA RODRÍGUEZ CARLOS ALFREDO,SI
68,YAR ARAUJO JUAN CARLOS,SI
72,ZAMBRANO ALCÍVAR MAGDA XIOMARA,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
79,SERRANO VITERI MERCEDES MARITZA,SI
80,CALLEJAS BARONA FERNANDO,SI
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,SI
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,SI
83,CARRIÓN MORENO CÉSAR ATAULFO,SI
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,SI
86,YANDÚN POZO CÁSTULO RENÉ,SI
87,HENRÍQUEZ JAIME PATRICIA IVONNE,SI
88,LLANES SUAREZ HENRY MANUEL,SI
90,CELI SANTOS GUILLERMO ALEJANDRO,SI
93,CUESTA ORELLANA MARÍA DE LOURDES,SI
95,CADENA HUERTAS FRANCISCO JAVIER,SI
97,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,SI
98,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",SI
99,REYES HIDALGO CRISTINA EUGENIA,SI
101,DONOSO CHIRIBOGA PATRICIO,SI
102,FLORES VÁSQUEZ FERNANDO PATRICIO,SI
103,VERDEZOTO REINOSO ROSA ISABEL,SI
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,SI
110,ROHON HERVAS CÉSAR EDUARDO,SI
111,TAIANO BASANTE VICENTE GIOVANNY,SI
112,NUÑEZ MANSSUR LUIS ANTONIO,SI
113,TORRES COBO LUIS ESTEBAN,SI
115,CUADRO GASTEZZI DEYSI MARIA,SI
116,VERA CALDERÓN SILVIA LORENA,SI
117,MONTAÑO VALENCIA MAE,SI
119,MUÑOZ ALARCÓN HÉCTOR PATRICIO,SI
125,ALARCÓN GUILLÍN FREDY OSCAR,SI
126,SOLÓRZANO SARRIA CÉSAR FAUSTO,SI
128,MARÍN LAVAYEN DENNIS GUSTAVO,SI
129,ESTUPIÑÁN ORTIZ BORIS EFRÉN,SI
132,ROMERO LOAYZA FRANCO SEGUNDO,SI
136,VILLAMAR JÁCOME PEDRO FABRICIO,SI
137,ANGUETA MEJÍA KERLY LISETH,SI
1,AGUIÑAGA VALLEJO PAOLA MARCELA,NO
15,CALLE VERZOZI HERMUY,NO
17,CÁRDENAS ESPINOZA JUAN JORGE,NO
22,CHALÁ CRUZ JOSÉ FRANKLIN,NO
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,NO
26,CUESTA SANTANA ESTHER ADELINA,NO
29,ALEAGA SANTOS RONNY XAVIER,NO
30,ESPINOSA ANDRADE AUGUSTO XAVIER,NO
32,GARCÍA GAIBOR CARMEN MERCEDES,NO
33,GARCÍA POZO DIEGO OSWALDO,NO
37,HOLGUÍN NARANJO MARCELA PRISCILA,NO
39,LLORET VALDIVIESO JUAN CRISTÓBAL,NO
41,MELO GARZÓN ESTEBAN ANDRÉS,NO
43,PAREDES BENAVIDES LIDIA VICTORIA,NO
44,NARANJO ALVARADO PRISCILA AMAPOLA,NO
51,PROAÑO CIFUENTES ROBERTH MAURICIO,NO
54,AGUALSACA GUAMAN JOSE CLEMENTE,NO
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,NO
57,SALGADO ANDRADE SILVIA BETZABETH,NO
58,SAMANIEGO MAIGUA FRANKLIN OMAR,NO
60,ALEMÁN MARMOL MÓNICA ROCÍO,NO
61,SOLIZ CARRIÓN DORIS JOSEFINA,NO
62,VALLE PINARGOTE BAIRON LEONARDO,NO
63,VELIN CORTÉS JUAN PABLO,NO
64,VERA FLORES WENDY VANESSA,NO
66,VILLALVA MIRANDA LIRA DE LA PAZ,NO
69,GUAMBA DÍAZ NANCY JEANNETH,NO
70,LOOR ALCÍVAR LEXI LIDUVINA,NO
76,PALACIOS ALEJANDRO CESAR GUSTAVO,NO
94,ZAMBRANO VALLE EDUARDO MAURICIO,NO
96,PEÑA ONTANEDA ELIO GERMÁN,NO
100,CURICHUMBI YUPANQUI PEDRO,NO
104,GENDE CALAZACÓN ANGEL MESÍAS,NO
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,NO
