asambleista,curul,voto
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,9,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
CASANOVA CEPEDA XAVIER IVAN,11,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
DURÁN AGUILAR LILIANA ELIZABETH,28,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
NARANJO ALVARADO PRISCILA AMAPOLA,44,AUSENTE
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,AUSENTE
ANDRADE VILLAPRADO NELLY LISSETH,50,AUSENTE
QUIJIJE DELGADO LUIS RAFAEL,52,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,AUSENTE
VILLALVA MIRANDA LIRA DE LA PAZ,66,AUSENTE
CHACTONG VELASCO MARTHA XIMENA,67,AUSENTE
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,AUSENTE
YANDÚN POZO CÁSTULO RENÉ,86,AUSENTE
,98,AUSENTE
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,AUSENTE
ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,SI
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
ARTEAGA MUÑOZ KARINA CECILIA,7,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,SI
CAMBALA MONTECE CARLOS ALBERTO,16,SI
EGAS LEDESMA JOSÉ ANTONIO,18,SI
TERÁN SARZOSA SEGUNDO FAUSTO,19,SI
CERDA MIRANDA GABRIELA PAMELA,21,SI
