asambleista,curul,voto
SERRANO SALGADO JOSÉ RICARDO,3,AUSENTE
OVIEDO ENDERICA DANIELA NATHALY,5,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,9,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
VALLEJO JARAMILLO NORMA MARLENE,19,AUSENTE
LITARDO CAICEDO CÉSAR ERNESTO,38,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
ANDRADE VILLAPRADO NELLY LISSETH,50,AUSENTE
RODRÍGUEZ CEDEÑO ROSA ELENA,53,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
SALGADO ANDRADE SILVIA BETZABETH,57,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
VITERI GUALINGA CARLOS ELOY,67,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,70,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,AUSENTE
AZUERO RODAS ELISEO ALEXIS,77,AUSENTE
CUCALÓN CAMACHO HENRY EDUARDO,78,AUSENTE
HENRÍQUEZ JAIME PATRICIA IVONNE,87,AUSENTE
CASTANIER JARAMILLO XAVIER HOMERO,89,AUSENTE
CELI SANTOS GUILLERMO ALEJANDRO,90,AUSENTE
CRUZ PROAÑO LUDOVICO ISRAEL,91,AUSENTE
MONTAÑO GUISAMANO MAYRA MIGDONIA,97,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,99,AUSENTE
GALARZA AÑAZCO ANA MERCEDES,103,AUSENTE
TAIANO BASANTE VICENTE GIOVANNY,111,AUSENTE
VARGAS SÁNCHEZ GRETTY LEILA,118,AUSENTE
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
VINTIMILLA MOSCOSO PAOLA,128,AUSENTE
ZAMBRANO ORTIZ MARÍA ROBERTA,129,AUSENTE
SUQUILANDA VALDIVIESO BYRON VINICIO,134,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,SI
CALLE VERZOZI HERMUY,15,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
CUESTA RÍOS LIUBA ELISA,25,SI
CUESTA SANTANA ESTHER ADELINA,26,SI
DURÁN AGUILAR LILIANA ELIZABETH,28,SI
ESPÍN REYES EUGENIA SOFÍA,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LLORET VALDIVIESO JUAN CRISTÓBAL,39,SI
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,SI
NARANJO ALVARADO PRISCILA AMAPOLA,44,SI
