voto,curul,asambleista
AUSENTE,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
AUSENTE,3,SERRANO SALGADO JOSÉ RICARDO
AUSENTE,5,ARIAS RAMÍREZ ALBERTO JESÚS
AUSENTE,6,ARREGUI RUEDA MARCIA CECILIA
AUSENTE,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
AUSENTE,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
AUSENTE,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
AUSENTE,15,CALLE VERZOZI HERMUY
AUSENTE,18,CARRIÓN CEVALLOS MARÍA JOSÉ
AUSENTE,23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO
AUSENTE,25,CUESTA RÍOS LIUBA ELISA
AUSENTE,27,DOUMET CHEDRAUI MICHEL ANDRÉS
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,30,ESPINOSA ANDRADE AUGUSTO XAVIER
AUSENTE,34,GARZÓN RICAURTE WILLIAM ANTONIO
AUSENTE,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,46,ORELLANA ROMÁN ROSA GINA
AUSENTE,47,BUSTAMANTE GARCÍA JUAN FRANCISCO
AUSENTE,48,PEÑA PACHECO XIMENA DEL ROCÍO
AUSENTE,53,RODRÍGUEZ CEDEÑO ROSA ELENA
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,56,SALAZAR CEDEÑO GUADALUPE DOLORES
AUSENTE,59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA
AUSENTE,61,SOLIZ CARRIÓN DORIS JOSEFINA
AUSENTE,63,VELIN CORTÉS JUAN PABLO
AUSENTE,64,VERA FLORES WENDY VANESSA
AUSENTE,65,VERA RODRÍGUEZ CARLOS ALFREDO
AUSENTE,70,LOOR ALCÍVAR LEXI LIDUVINA
AUSENTE,71,ANDRADE MUÑOZ WILMA PIEDAD
AUSENTE,72,ZAMBRANO ALCÍVAR MAGDA XIOMARA
AUSENTE,79,SERRANO VITERI MERCEDES MARITZA
AUSENTE,81,CAMPAIN BRAMBILLA RINA ASUNCIÓN
AUSENTE,83,CARRIÓN MORENO CÉSAR ATAULFO
AUSENTE,84,ZAMBRANO CHACHA ALBERTO ALEXANDER
AUSENTE,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
AUSENTE,86,YANDÚN POZO CÁSTULO RENÉ
AUSENTE,88,KRONFLE KOZHAYA HENRY FABIÁN
AUSENTE,89,CASTANIER JARAMILLO XAVIER HOMERO
AUSENTE,90,CELI SANTOS GUILLERMO ALEJANDRO
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,104,LÓPEZ LAPO CARLOS VÍCTOR
AUSENTE,107,CANDELL SOTO JAIME ENRIQUE JIMMY
AUSENTE,109,OLIVO PALLO JAIME FERNANDO
AUSENTE,110,ROHON HERVAS CÉSAR EDUARDO
AUSENTE,111,TACLE GARCÍA SAMIA
AUSENTE,116,VERA CALDERÓN SILVIA LORENA
AUSENTE,118,VARGAS SÁNCHEZ GRETTY LEILA
AUSENTE,119,MUÑOZ ALARCÓN HÉCTOR PATRICIO
AUSENTE,127,ALMEYDA JALIL VICENTE FERNANDO
AUSENTE,132,ROMERO LOAYZA FRANCO SEGUNDO
AUSENTE,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
AUSENTE,135,VERA MENDOZA TANLLY JANELA
AUSENTE,136,VILLAMAR JÁCOME PEDRO FABRICIO
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,7,MONTESDEOCA PALACIOS JOSÉ DANIEL
SI,8,MARQUEZ LOPEZ JOSE LENIN
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,10,BONILLA SALCEDO VIVIANA
SI,14,CADENA VÉLEZ KARLA GABRIELA
